Gene	sgRNA	OMM1|beta	OMM1|z	OMM1|p-value	OMM1|fdr	OMM1|wald-p-value	OMM1|wald-fdr
MAGEA2	3	0.018781	0.069372	0.88321	0.97884	0.94469	0.98331
MAGEA2B	1	0.2227	0.77237	0.3641	0.79534	0.43989	0.78454
MAGEA3	2	0.20813	0.78078	0.22115	0.66433	0.43493	0.78195
MAGEA4	5	0.17292	1.1367	0.10358	0.47191	0.25565	0.69118
MAGEA6	3	0.042576	0.33563	0.76813	0.95823	0.73715	0.9135
MAGEA8	5	0.18151	1.4722	0.08586	0.43269	0.14097	0.62212
MAGEA9	3	0.010756	0.087408	0.92286	0.98736	0.93035	0.9797
MAGEA9B	2	-0.048764	-0.35161	0.79662	0.96365	0.72513	0.90841
MAGEB1	5	0.33674	1.677	0.0012774	0.027414	0.09355	0.56521
MAGEB10	5	0.18933	1.3206	0.073531	0.40351	0.18664	0.65176
MAGEB16	5	0.27596	1.565	0.0081084	0.10807	0.11759	0.59583
MAGEB17	4	0.28263	1.5076	0.013496	0.14935	0.13166	0.60933
MAGEB18	5	0.18132	1.152	0.086305	0.43291	0.24932	0.68814
MAGEB2	5	0.15063	0.8352	0.16072	0.58429	0.4036	0.76651
MAGEB3	5	0.15631	0.65067	0.14479	0.55963	0.51526	0.82212
MAGEB4	5	0.27592	1.3262	0.0081084	0.10807	0.18477	0.65101
MAGEB5	4	0.22383	1.2439	0.058481	0.35312	0.21353	0.66788
MAGEB6	5	0.12128	0.72705	0.25753	0.70277	0.46719	0.79819
MAGEC1	5	0.27932	1.4785	0.0073864	0.10099	0.13928	0.62059
MAGEC2	5	0.12664	0.92316	0.2382	0.6809	0.35592	0.74236
MAGEC3	5	0.24761	1.3578	0.016883	0.17204	0.17454	0.64588
MAGED1	5	0.10729	0.75596	0.31701	0.75736	0.44967	0.79016
MAGED2	5	0.15457	1.5412	0.14928	0.56423	0.12326	0.60072
MAGED4	3	-0.14693	-1.2229	0.4925	0.86307	0.22138	0.67329
MAGED4B	2	-0.097725	-1.0766	0.6384	0.92004	0.28168	0.7083
MAGEE1	5	0.32424	1.6345	0.0019993	0.038668	0.10215	0.57669
MAGEE2	5	0.15675	1.0014	0.1429	0.55548	0.31665	0.7247
MAGEF1	5	0.017794	0.12792	0.8029	0.96569	0.89821	0.96921
MAGEH1	4	0.061652	0.54296	0.61041	0.91008	0.58716	0.85481
MAGI1	5	-0.063339	-0.59725	0.77052	0.95888	0.55034	0.83869
MAGI2	5	0.10725	1.0976	0.31717	0.75753	0.27239	0.70177
MAGI3	5	0.039825	0.29818	0.67189	0.93071	0.76557	0.92431
MAGIX	5	0.12195	1.2407	0.25519	0.70056	0.2147	0.66793
MAGOH	4	-0.32464	-1.4412	0.17405	0.60223	0.14952	0.62876
MAGOHB	4	0.13884	1.4172	0.25247	0.6981	0.15643	0.63237
MAGT1	5	0.25858	1.6121	0.013107	0.14713	0.10694	0.58251
MAK	5	0.048172	0.21273	0.62551	0.91485	0.83154	0.946
MAK16	5	-1.641	-4.782	0	0	1.7357e-06	0.00018063
MAL	15	-0.15113	-1.6293	0.25225	0.69791	0.10324	0.57765
MALL	5	-0.32957	-1.9257	0.1309	0.53205	0.054138	0.46334
MALSU1	5	0.072187	0.52613	0.493	0.86335	0.5988	0.86015
MALT1	5	-0.094842	-0.88654	0.63518	0.91924	0.37533	0.75261
MAMDC2	5	-0.021877	-0.16155	0.97606	0.99445	0.87166	0.96055
MAMDC4	5	-0.0017494	-0.018481	0.91292	0.98508	0.98525	0.99562
MAML1	5	-0.044218	-0.39152	0.85994	0.97292	0.69541	0.89942
MAML2	5	0.083054	0.79256	0.43369	0.83513	0.42803	0.77793
MAML3	5	0.15552	1.4269	0.14651	0.56092	0.15361	0.63181
MAMLD1	5	0.27933	1.3073	0.0073864	0.10099	0.1911	0.65317
MAMSTR	5	-0.06144	-0.63904	0.77841	0.95967	0.5228	0.82577
MAN1A1	5	0.12791	0.82721	0.23376	0.67696	0.40812	0.76909
MAN1A2	5	-0.20143	-1.6252	0.32162	0.76157	0.10412	0.57942
MAN1B1	5	-0.032868	-0.22208	0.91919	0.98636	0.82425	0.94336
MAN1C1	5	0.1069	0.97328	0.3185	0.7589	0.33041	0.7317
MAN2A1	5	0.0058677	0.065879	0.86904	0.97605	0.94747	0.98426
MAN2A2	5	-0.0086071	-0.11891	0.95041	0.99097	0.90534	0.97201
MAN2B1	5	-0.045733	-0.58392	0.85255	0.9716	0.55928	0.84242
MAN2B2	5	0.20588	1.5617	0.049872	0.32256	0.11836	0.59612
MAN2C1	4	0.058432	0.48838	0.62735	0.91529	0.62528	0.87102
MANBA	5	0.16613	1.1995	0.12074	0.51286	0.23032	0.67796
MANBAL	4	-0.026059	-0.25071	0.92908	0.98795	0.80204	0.93615
MANEA	5	0.16196	0.86432	0.12879	0.52777	0.38741	0.7584
MANEAL	12	-0.10708	-1.0368	0.48845	0.86079	0.29982	0.71831
MANF	5	-0.073984	-0.44369	0.72193	0.94458	0.65727	0.88352
MANSC1	5	0.078811	0.50361	0.45568	0.84665	0.61453	0.86684
MANSC4	5	0.086518	0.55522	0.41747	0.82913	0.57874	0.85187
MAOA	5	0.19842	1.1822	0.058869	0.35463	0.23711	0.68053
MAOB	5	0.18694	1.2384	0.076419	0.40928	0.21557	0.66936
MAP10	5	0.08871	1.1263	0.40642	0.82123	0.26005	0.69309
MAP1A	5	-0.11549	-0.92413	0.55809	0.89143	0.35542	0.74219
MAP1B	5	-0.073119	-0.61161	0.7257	0.94549	0.5408	0.83448
MAP1LC3A	5	0.050492	0.3282	0.61202	0.91082	0.74276	0.91553
MAP1LC3B	2	0.024613	0.056916	0.91519	0.98594	0.95461	0.98605
MAP1LC3B2	2	-0.3519	-0.87817	0.23253	0.67494	0.37985	0.75567
MAP1LC3C	5	0.21459	1.525	0.040653	0.28734	0.12726	0.6024
MAP1S	5	-0.15814	-1.077	0.42841	0.83292	0.28149	0.70811
MAP2	4	0.13206	0.99469	0.27863	0.72166	0.31989	0.72538
MAP2K1	5	0.015577	0.15758	0.81589	0.96761	0.87479	0.96136
MAP2K2	5	-0.07572	-0.55131	0.71443	0.94241	0.58142	0.85288
MAP2K3	5	0.025904	0.29696	0.7548	0.95349	0.7665	0.92431
MAP2K4	5	0.24157	1.458	0.019882	0.18922	0.14483	0.62505
MAP2K5	4	0.18546	1.0077	0.12124	0.51327	0.31358	0.72324
MAP2K6	5	0.20983	1.5546	0.045263	0.30605	0.12004	0.59797
MAP2K7	5	0.044683	0.53601	0.64528	0.92333	0.59195	0.8566
MAP3K1	5	-0.061267	-0.53013	0.77913	0.9599	0.59603	0.85884
MAP3K10	5	-0.03972	-0.40693	0.88359	0.97884	0.68406	0.89293
MAP3K11	5	-0.023064	-0.19822	0.96962	0.99341	0.84287	0.94867
MAP3K12	5	0.013788	0.1642	0.82639	0.96846	0.86957	0.96
MAP3K13	5	0.11091	0.68787	0.30062	0.74405	0.49154	0.80894
MAP3K19	5	0.25762	1.8702	0.013273	0.1479	0.061457	0.49117
MAP3K2	5	0.047206	0.28564	0.63201	0.9179	0.77516	0.92686
MAP3K3	5	0.057659	0.48816	0.57053	0.89528	0.62543	0.87117
MAP3K4	5	0.061353	0.51637	0.55132	0.89122	0.6056	0.86353
MAP3K5	5	0.22155	1.2808	0.033156	0.25491	0.20027	0.65938
MAP3K6	5	0.096131	0.98648	0.36954	0.7995	0.3239	0.72688
MAP3K7	5	0.12479	1.301	0.24497	0.68847	0.19326	0.65528
MAP3K7CL	5	0.077506	0.63561	0.46335	0.84916	0.52503	0.82679
MAP3K8	5	0.071838	0.856	0.49545	0.86528	0.392	0.76027
MAP3K9	5	0.12492	1.1905	0.24464	0.68821	0.23384	0.67912
MAP4	7	0.022576	0.20131	0.70465	0.93983	0.84046	0.94824
MAP4K1	5	-0.080536	-0.80538	0.6941	0.93681	0.4206	0.77527
MAP4K2	5	-0.041394	-0.36285	0.87515	0.97706	0.71672	0.90694
MAP4K3	5	-0.020157	-0.14927	0.98573	0.99669	0.88134	0.96359
MAP4K4	5	-0.032668	-0.4518	0.92064	0.98649	0.65141	0.88138
MAP6	5	-0.12663	-1.0664	0.5221	0.87926	0.28625	0.71015
MAP6D1	5	-0.0068268	-0.0543	0.93985	0.98942	0.9567	0.98662
MAP7	5	0.038377	0.44228	0.67933	0.93183	0.65828	0.88359
MAP7D1	4	-0.01418	-0.1873	0.99039	0.99871	0.85143	0.95205
MAP7D2	5	0.28318	1.3522	0.0068311	0.096319	0.1763	0.6468
MAP7D3	5	-0.080686	-0.56138	0.69355	0.93641	0.57454	0.84987
MAP9	5	0.074863	0.6533	0.4774	0.85558	0.51357	0.82168
MAPK1	5	-0.14865	-1.0303	0.45496	0.84619	0.30286	0.71836
MAPK10	5	0.061576	0.46862	0.55026	0.89085	0.63934	0.87623
MAPK11	5	0.13335	1.285	0.21537	0.65474	0.19879	0.65892
MAPK12	5	0.0856	0.92792	0.42164	0.83046	0.35345	0.74219
MAPK13	5	-0.059305	-0.50309	0.78785	0.96263	0.6149	0.86684
MAPK14	5	0.029951	0.25541	0.72781	0.94549	0.79841	0.93454
MAPK15	5	-0.023449	-0.21092	0.96762	0.99341	0.83295	0.94621
MAPK1IP1L	5	-0.078689	-0.44391	0.7021	0.93874	0.65711	0.88352
MAPK3	5	-0.11462	-0.86494	0.56054	0.89303	0.38707	0.75835
MAPK4	5	0.24644	1.5868	0.01755	0.17624	0.11255	0.58817
MAPK6	5	0.021947	0.17756	0.77791	0.95959	0.85907	0.95579
MAPK7	5	0.10623	1.3942	0.3215	0.76151	0.16326	0.63666
MAPK8	5	0.0097598	0.063952	0.84916	0.97129	0.94901	0.98512
MAPK8IP1	5	0.040224	0.41324	0.67044	0.93071	0.67943	0.89103
MAPK8IP3	5	0.02212	0.17263	0.77685	0.95959	0.86294	0.95744
MAPK9	5	0.089282	0.60435	0.40259	0.81733	0.54561	0.83571
MAPKAP1	12	-0.29947	-2.5492	0.03882	0.27949	0.010797	0.15392
MAPKAPK2	5	-0.020061	-0.19707	0.98617	0.99697	0.84377	0.94907
MAPKAPK3	5	0.059299	0.52876	0.56181	0.89332	0.59697	0.8593
MAPKAPK5	5	0.0008344	0.0043414	0.8977	0.98088	0.99654	0.99897
MAPKBP1	5	0.027707	0.32953	0.74286	0.95068	0.74176	0.91515
MAPRE1	5	-0.28944	-1.8399	0.17516	0.60317	0.065778	0.50498
MAPRE2	5	0.10907	0.75333	0.30884	0.75257	0.45125	0.79078
MAPRE3	5	0.03993	0.35397	0.67167	0.93071	0.72336	0.90834
MAPT	5	0.086431	0.7206	0.41769	0.82913	0.47116	0.79965
MARC1	5	0.079585	0.7019	0.45152	0.84441	0.48274	0.80477
MARC2	5	0.13692	1.0267	0.20293	0.64004	0.30454	0.71836
MARCH1	5	0.12445	1.3599	0.24636	0.69032	0.17388	0.64555
MARCH10	5	-0.13629	-1.0088	0.49178	0.86289	0.31306	0.72305
MARCH11	5	0.22696	1.5243	0.028935	0.23617	0.12743	0.60271
MARCH2	5	0.014724	0.18303	0.82123	0.96811	0.85477	0.95392
MARCH3	5	0.068527	0.61454	0.51272	0.87564	0.53886	0.83342
MARCH4	5	0.12217	1.1265	0.2543	0.69951	0.25997	0.69307
MARCH5	5	-0.54682	-2.1636	0.020882	0.19421	0.030493	0.33357
MARCH6	5	0.041236	0.34881	0.66511	0.92959	0.72723	0.90966
MARCH7	5	-0.035074	-0.366	0.90742	0.98416	0.71437	0.90613
MARCH8	5	0.1796	1.8444	0.089914	0.44283	0.065119	0.50228
MARCH9	5	0.035599	0.36173	0.69477	0.93701	0.71755	0.90727
MARCKS	5	0.057823	0.56905	0.56942	0.89486	0.56932	0.84763
MARCKSL1	5	0.090437	0.84254	0.39726	0.81357	0.39949	0.7634
MARCO	5	-0.22868	-2.1504	0.26913	0.71265	0.031525	0.34236
MARK1	5	0.036196	0.35053	0.69177	0.93556	0.72594	0.90879
MARK2	5	0.053632	0.34818	0.59325	0.90449	0.7277	0.90984
MARK3	5	0.13154	0.8704	0.22159	0.66495	0.38408	0.75627
MARK4	5	0.0052898	0.07263	0.87271	0.97628	0.9421	0.9826
MARS	5	-1.703	-5.0858	0	0	3.6602e-07	5.731e-05
MARS2	5	-0.55301	-2.4759	0.019494	0.1873	0.013289	0.17951
MARVELD2	4	-0.071195	-0.46956	0.72692	0.94549	0.63867	0.87592
MARVELD3	5	-0.033713	-0.33831	0.91519	0.98594	0.73513	0.91256
MAS1	5	0.1182	1.475	0.26847	0.71206	0.14021	0.62116
MAS1L	5	0.14832	1.1807	0.16817	0.59689	0.23771	0.68171
MASP1	5	0.01709	0.11453	0.80651	0.96591	0.90882	0.97302
MASP2	5	0.10171	1.3971	0.34105	0.77542	0.1624	0.63666
MAST1	5	-0.10085	-0.97078	0.61191	0.9108	0.33166	0.7317
MAST2	5	-0.013967	-0.10083	0.98078	0.99622	0.91968	0.97583
MAST3	5	0.022697	0.28466	0.77385	0.9592	0.7759	0.92722
MAST4	9	0.098723	1.3389	0.19854	0.63482	0.18061	0.64933
MASTL	5	-0.91481	-2.9205	0.00072198	0.017173	0.0034949	0.064136
MAT1A	5	0.046432	0.28871	0.63518	0.91924	0.77281	0.92611
MAT2A	5	0.025053	0.1925	0.75964	0.95504	0.84735	0.95031
MAT2B	5	0.15335	1.0454	0.15306	0.57022	0.29583	0.71604
MATK	5	0.065864	0.44505	0.52821	0.88302	0.65628	0.88292
MATN1	5	-0.10599	-1.2455	0.59119	0.90426	0.21296	0.66747
MATN2	5	0.076923	0.78061	0.4664	0.85043	0.43503	0.78198
MATN3	5	0.1038	0.79357	0.33206	0.76871	0.42745	0.77793
MATN4	5	0.11105	1.1839	0.29979	0.74336	0.23647	0.68053
MATR3	5	-0.70085	-3.0753	0.0054426	0.07974	0.0021026	0.044229
MAU2	5	-0.71504	-3.0911	0.0049428	0.074477	0.0019942	0.042514
MAVS	5	0.25637	1.7431	0.013662	0.15064	0.081321	0.54199
MAX	11	-0.49824	-3.3649	0.002277	0.042887	0.00076569	0.020098
MAZ	9	-0.29331	-2.4544	0.076363	0.40928	0.014112	0.18818
MB	5	0.15488	1.487	0.14828	0.56303	0.13701	0.61693
MB21D1	5	-0.050185	-0.47243	0.83122	0.9693	0.63662	0.87524
MB21D2	5	0.062955	0.53364	0.54321	0.88909	0.59359	0.85731
MBD1	5	0.15352	1.1686	0.15245	0.56962	0.24258	0.68503
MBD2	5	0.11645	0.86875	0.27524	0.71789	0.38498	0.75702
MBD3	4	0.074442	0.6817	0.54221	0.88895	0.49543	0.8114
MBD3L1	5	0.096923	0.69378	0.36566	0.79584	0.48782	0.80725
MBD3L3	1	-0.3391	-0.93971	0.29418	0.7386	0.34737	0.74003
MBD4	8	0.13442	1.046	0.1098	0.48587	0.29557	0.71591
MBD5	5	0.14351	1.3723	0.18222	0.61465	0.16998	0.64308
MBD6	5	-0.20845	-1.7568	0.30801	0.75231	0.078953	0.53932
MBIP	5	-0.0921	-0.67888	0.64706	0.92336	0.49721	0.81263
MBL2	5	0.059975	0.47454	0.55798	0.89143	0.63511	0.87478
MBLAC1	5	-0.10412	-1.0937	0.5983	0.90667	0.27409	0.70344
MBLAC2	5	0.0023471	0.017302	0.88976	0.98005	0.9862	0.99577
MBNL1	5	0.03456	0.20816	0.70066	0.93869	0.83511	0.947
MBNL2	5	0.12158	1.1453	0.25619	0.70117	0.2521	0.6898
MBNL3	5	0.092809	0.85015	0.38454	0.80712	0.39524	0.76169
MBOAT1	5	-0.036779	-0.3466	0.8982	0.98107	0.72889	0.91047
MBOAT2	5	-0.15445	-0.98482	0.43808	0.83729	0.32471	0.72721
MBOAT4	5	0.28006	1.3159	0.0072754	0.10038	0.18822	0.65242
MBOAT7	5	0.2852	1.5108	0.0060535	0.08741	0.13085	0.60759
MBP	13	0.24531	2.6051	0.00011107	0.004158	0.0091843	0.13533
MBTD1	5	-0.11551	-0.76485	0.55804	0.89143	0.44436	0.78683
MBTPS1	5	-0.40323	-1.9674	0.073864	0.40351	0.049139	0.4462
MBTPS2	4	-0.3105	-1.2168	0.18944	0.62468	0.22367	0.67443
MC1R	5	0.093237	0.77969	0.38298	0.80712	0.43557	0.78218
MC2R	5	0.14382	1.0055	0.18111	0.6133	0.31467	0.72407
MC3R	5	0.20199	1.7542	0.053926	0.33564	0.079401	0.53932
MC4R	5	0.23662	1.3473	0.022548	0.20401	0.1779	0.64843
MC5R	5	0.26547	1.8466	0.011218	0.13377	0.064811	0.50128
MCAM	5	0.08036	0.9798	0.44768	0.84258	0.32718	0.7293
MCAT	5	0.051872	0.52454	0.60397	0.90792	0.5999	0.86098
MCC	5	0.17811	1.3944	0.092969	0.45097	0.1632	0.63666
MCCC1	5	0.068444	0.51268	0.51311	0.87564	0.60818	0.86459
MCCC2	5	-0.015662	-0.17057	0.98934	0.99837	0.86457	0.9578
MCCD1	5	-0.3846	-2.0469	0.085083	0.43066	0.040671	0.40535
MCEE	5	-0.055912	-0.33343	0.80379	0.96577	0.73881	0.91399
MCF2	5	0.19569	1.0607	0.063479	0.37231	0.28884	0.71165
MCF2L	5	0.015534	0.16031	0.81606	0.96761	0.87263	0.96069
MCF2L2	5	0.16071	1.4816	0.13229	0.53552	0.13845	0.61948
MCFD2	10	-0.10407	-0.76123	0.53527	0.88593	0.44652	0.78805
MCHR1	5	0.21926	1.6964	0.036321	0.26972	0.089811	0.55947
MCHR2	5	0.13715	0.94911	0.20199	0.63852	0.34257	0.73756
MCIDAS	5	-0.05585	-0.35581	0.80434	0.96579	0.72198	0.90828
MCL1	5	-0.85566	-3.6893	0.0018327	0.036184	0.00022491	0.0076992
MCM10	5	-0.55154	-2.6141	0.019882	0.18922	0.0089465	0.13248
MCM2	5	-1.0707	-3.9134	0.00016661	0.0049505	9.0994e-05	0.0040158
MCM3	5	-0.3404	-2.1911	0.12052	0.51239	0.028444	0.31595
MCM3AP	5	-0.96632	-3.545	0.00055537	0.01385	0.00039263	0.011882
MCM4	5	-0.52838	-2.7961	0.024547	0.21291	0.0051719	0.087606
MCM5	5	-0.44067	-2.5075	0.054204	0.33644	0.012158	0.16762
MCM6	5	-0.85943	-3.3414	0.0016661	0.03386	0.00083349	0.021501
MCM7	5	-1.3474	-3.9288	0	0	8.5385e-05	0.003834
MCM8	5	0.18781	1.2773	0.075419	0.40744	0.20149	0.65977
MCM9	5	0.0098609	0.085995	0.84883	0.97129	0.93147	0.97996
MCMBP	5	-0.0045112	-0.033012	0.92814	0.98788	0.97367	0.993
MCMDC2	4	0.18438	1.0232	0.12279	0.5167	0.3062	0.7187
MCOLN1	5	0.060786	1.1061	0.55409	0.89128	0.26867	0.6994
MCOLN2	5	-0.0014158	-0.012605	0.91142	0.98488	0.98994	0.99729
MCOLN3	5	0.013385	0.087442	0.8285	0.9689	0.93032	0.9797
MCPH1	5	-0.04804	-0.34377	0.84239	0.97069	0.73102	0.91104
MCRS1	5	-0.59689	-2.7081	0.013551	0.14979	0.0067666	0.10678
MCTP1	5	-0.0042504	-0.036097	0.92664	0.98775	0.97121	0.99218
MCTP2	5	0.14855	1.349	0.16756	0.59683	0.17734	0.6473
MCTS1	5	-0.16345	-0.70632	0.41425	0.82602	0.47999	0.80336
MCU	5	-0.00047773	-0.005393	0.90559	0.98341	0.9957	0.99887
MCUR1	5	-0.15153	-1.6292	0.4458	0.84161	0.10327	0.57765
MDC1	5	-0.030469	-0.33817	0.93174	0.98828	0.73524	0.91256
MDFI	5	0.089492	1.0335	0.40198	0.81724	0.30135	0.71836
MDFIC	5	0.068016	0.62299	0.51527	0.87669	0.53329	0.83077
MDGA1	5	-0.01861	-0.22295	0.99467	0.99967	0.82358	0.94304
MDGA2	5	-0.084021	-0.34766	0.67938	0.93183	0.7281	0.91006
MDH1	5	-0.14149	-1.5375	0.47645	0.85558	0.12416	0.60072
MDH1B	5	0.06215	0.51551	0.54754	0.89069	0.6062	0.86388
MDH2	5	-0.26881	-1.8286	0.20443	0.64151	0.067456	0.51049
MDK	9	-0.072535	-0.8418	0.71304	0.94201	0.3999	0.76344
MDM1	7	0.048356	0.29715	0.54143	0.88886	0.76635	0.92431
MDM2	5	-0.74686	-2.2741	0.0036099	0.057778	0.02296	0.27021
MDM4	14	-0.046087	-0.48711	0.89542	0.98012	0.62618	0.87133
MDN1	5	-1.6608	-5.2351	0	0	1.6489e-07	3.1584e-05
MDP1	5	-0.084045	-0.47468	0.67927	0.93183	0.63502	0.87478
ME1	5	0.031915	0.24657	0.71604	0.94256	0.80524	0.937
ME2	5	-0.068127	-0.51097	0.7477	0.9519	0.60937	0.86478
ME3	5	0.11009	1.2098	0.30434	0.74782	0.22637	0.67567
MEA1	5	-0.030647	-0.31808	0.93113	0.98828	0.75042	0.91872
MEAF6	4	-0.47673	-1.9335	0.067144	0.3843	0.053173	0.45949
MECOM	5	-0.044913	-0.32896	0.85671	0.97292	0.74219	0.91527
MECP2	5	0.12415	1.0688	0.24753	0.69165	0.28514	0.70944
MECR	5	-0.055987	-0.49074	0.8034	0.96569	0.62361	0.87037
MED1	5	-0.42734	-2.1836	0.059924	0.358	0.028992	0.32086
MED10	5	-0.27914	-0.8719	0.18988	0.62539	0.38326	0.75602
MED11	5	-1.7471	-4.8025	0	0	1.5673e-06	0.00017148
MED12	5	-0.27307	-1.7556	0.19805	0.63463	0.079159	0.53932
MED12L	5	0.048684	0.6229	0.62196	0.91339	0.53335	0.83077
MED13	4	-0.15244	-1.1599	0.46279	0.84902	0.24611	0.68762
MED13L	5	-0.024693	-0.18882	0.96223	0.99284	0.85024	0.95154
MED14	5	-1.5381	-4.0285	0	0	5.6138e-05	0.0028157
MED15	5	-0.023821	-0.26805	0.96623	0.99341	0.78866	0.93082
MED16	5	-0.33665	-2.1702	0.12413	0.5182	0.029993	0.3297
MED17	5	-0.76432	-2.8932	0.0032767	0.054478	0.0038129	0.068449
MED18	5	-0.91726	-3.7698	0.00072198	0.017173	0.00016339	0.0061675
MED19	5	-0.53619	-2.8835	0.023214	0.20743	0.0039324	0.070245
MED20	5	-1.3305	-4.2755	0	0	1.9075e-05	0.0012267
MED21	5	-0.63372	-2.6374	0.0097745	0.12188	0.0083551	0.12537
MED22	5	-1.5855	-4.7086	0	0	2.4948e-06	0.00023643
MED23	5	-0.10003	-0.49175	0.6148	0.91194	0.6229	0.87005
MED24	5	-0.43239	-2.7823	0.057647	0.34985	0.005397	0.090567
MED25	5	-0.17011	-1.9136	0.39698	0.81357	0.055667	0.46882
MED26	5	-0.58776	-3.3322	0.014717	0.15718	0.00086149	0.021958
MED27	8	-1.2423	-4.9448	0	0	7.6237e-07	9.871e-05
MED28	5	-1.3406	-3.8555	0	0	0.00011547	0.004747
MED29	5	-0.98801	-3.4336	0.00038876	0.010355	0.00059571	0.016527
MED30	5	-1.4243	-4.516	0	0	6.3008e-06	0.00050424
MED31	4	-1.3141	-3.0297	0.00011107	0.004158	0.0024481	0.048715
MED4	5	-1.4387	-3.987	0	0	6.6918e-05	0.0031805
MED6	5	-1.7002	-3.8388	0	0	0.00012363	0.0049912
MED7	5	-0.20743	-0.7542	0.30951	0.75311	0.45073	0.79075
MED8	5	-0.42505	-1.7009	0.061146	0.36265	0.08896	0.55696
MED9	5	-0.56667	-2.4372	0.017661	0.17667	0.014803	0.19401
MEDAG	4	0.076989	0.39906	0.52955	0.8841	0.68985	0.89669
MEF2A	5	0.15645	1.1946	0.14406	0.55821	0.23225	0.67824
MEF2B	5	-0.15042	-1.7013	0.44924	0.84383	0.088881	0.55696
MEF2BNB	5	-0.17708	-1.1006	0.37965	0.80613	0.27106	0.70066
MEF2C	5	-0.11203	-1.112	0.56981	0.8949	0.26614	0.69714
MEF2D	5	-0.011624	-0.08398	0.96845	0.99341	0.93307	0.98033
MEFV	5	0.045918	0.38524	0.63829	0.92003	0.70006	0.90121
MEGF10	5	0.020449	0.22529	0.78702	0.96244	0.82175	0.94216
MEGF11	5	0.031647	0.36506	0.71776	0.94356	0.71506	0.90647
MEGF6	5	0.13376	1.3382	0.21421	0.6534	0.18084	0.64954
MEGF8	5	-0.10241	-0.78813	0.60524	0.90822	0.43062	0.77973
MEGF9	5	-0.057807	-0.64946	0.79446	0.96279	0.51604	0.8228
MEI1	5	0.13581	1.3183	0.20704	0.64454	0.18741	0.65217
MEI4	5	0.0074827	0.067188	0.86149	0.97309	0.94643	0.98396
MEIG1	4	0.20476	1.4282	0.085638	0.43217	0.15322	0.63165
MEIOB	5	0.015291	0.14513	0.81762	0.96802	0.88461	0.96444
MEIS1	5	-0.075506	-0.54152	0.71509	0.94241	0.58815	0.85563
MEIS2	5	0.10284	1.1753	0.33655	0.77178	0.23987	0.68342
MEIS3	5	-0.29188	-1.5226	0.17216	0.60089	0.12786	0.60332
MELK	5	-0.096932	-0.72453	0.62612	0.91495	0.46874	0.79824
MEMO1	5	0.025893	0.134	0.75497	0.9535	0.89341	0.96723
MEN1	5	-0.11956	-1.4041	0.54393	0.88909	0.16028	0.63457
MEOX1	13	0.055843	0.72502	0.31434	0.75618	0.46844	0.79824
MEOX2	5	0.05882	0.69626	0.56442	0.89486	0.48626	0.80665
MEP1A	5	0.12055	0.86135	0.26041	0.70516	0.38904	0.75928
MEP1B	5	0.082353	0.86833	0.43652	0.83653	0.38522	0.75718
MEPCE	10	-0.986	-5.0065	0	0	5.5422e-07	7.7963e-05
MEPE	5	-0.083465	-0.59487	0.68216	0.93289	0.55193	0.83936
MERTK	5	-0.1215	-1.0523	0.53732	0.88656	0.29268	0.71385
MESDC1	5	-0.09249	-0.72409	0.64551	0.92333	0.46901	0.79824
MESDC2	5	-0.08492	-0.65084	0.67589	0.9308	0.51515	0.82212
MESP1	5	0.027165	0.2665	0.74603	0.9519	0.78986	0.93099
MESP2	5	-0.0011427	-0.013762	0.90959	0.98449	0.98902	0.99723
MEST	4	0.03204	0.23621	0.76897	0.95872	0.81327	0.94042
MET	5	0.018326	0.24258	0.79901	0.96453	0.80833	0.93805
METAP1	5	-0.1828	-1.1954	0.36616	0.79635	0.23194	0.67824
METAP1D	5	-0.12777	-0.76678	0.51799	0.87724	0.44321	0.78589
METAP2	5	-0.67584	-2.8227	0.0071643	0.099154	0.0047617	0.081773
METRN	5	-0.0075739	-0.071698	0.94435	0.99035	0.94284	0.98274
METRNL	5	0.073404	0.38527	0.48656	0.86013	0.70004	0.90121
METTL1	5	-0.092416	-1.1247	0.64578	0.92333	0.26073	0.69316
METTL10	5	-0.070929	-0.56549	0.73492	0.94752	0.57174	0.84817
METTL11B	5	0.15914	1.6182	0.13662	0.54425	0.10563	0.58125
METTL12	5	-0.12203	-0.83983	0.53527	0.88593	0.401	0.76475
METTL13	5	0.17385	1.8972	0.10185	0.47002	0.057805	0.47586
METTL14	5	-0.35785	-1.5028	0.10491	0.47379	0.13289	0.61073
METTL15	4	-0.21268	-1.8297	0.33194	0.76865	0.067295	0.51049
METTL16	5	-0.13973	-0.93237	0.48184	0.85841	0.35114	0.74129
METTL17	5	-0.46052	-2.8126	0.045318	0.30631	0.0049147	0.083961
METTL18	5	0.14536	0.57084	0.17555	0.60405	0.56811	0.84706
METTL20	5	0.087541	0.78103	0.41225	0.82473	0.43479	0.78194
METTL21A	5	-0.064554	-0.50643	0.76541	0.95755	0.61256	0.86624
METTL21B	5	-0.067447	-0.52903	0.75103	0.95281	0.59679	0.85925
METTL21C	5	0.26856	1.8126	0.01033	0.12662	0.069894	0.5177
METTL22	5	0.093193	0.93647	0.38315	0.80712	0.34903	0.74051
METTL23	8	-0.057527	-0.4018	0.80484	0.96582	0.68783	0.89543
METTL24	5	0.20465	1.6001	0.051094	0.32717	0.10957	0.58481
METTL25	5	-0.020795	-0.15126	0.98278	0.99634	0.87977	0.96323
