Gene	sgRNA	MP41|beta	MP41|z	MP41|p-value	MP41|fdr	MP41|wald-p-value	MP41|wald-fdr
OXTR	5	-0.061598	-0.55356	0.71315	0.93053	0.57988	0.81205
P2RX1	5	0.0093913	0.12006	0.8521	0.96906	0.90443	0.96512
P2RX2	5	-0.0029991	-0.036154	0.93336	0.9863	0.97116	0.98912
P2RX3	5	-0.076414	-0.73632	0.63873	0.90752	0.46154	0.7442
P2RX4	5	0.088397	0.80723	0.36904	0.782	0.41953	0.718
P2RX5	5	0.057048	0.57222	0.54437	0.8723	0.56718	0.80639
P2RX6	4	0.01429	0.15162	0.84489	0.96707	0.87949	0.95348
P2RX7	5	0.093031	0.84361	0.3455	0.76322	0.39889	0.70398
P2RY1	5	0.079014	0.81484	0.41797	0.81121	0.41516	0.71416
P2RY10	4	0.084933	0.53589	0.44307	0.82434	0.59203	0.81799
P2RY11	5	-0.13703	-1.5335	0.38904	0.79557	0.12516	0.50105
P2RY12	5	0.10764	0.79643	0.28057	0.7167	0.42578	0.72201
P2RY13	5	0.22324	1.522	0.02227	0.22745	0.12801	0.50232
P2RY14	5	0.09338	0.66802	0.34411	0.76118	0.50412	0.77213
P2RY2	5	-0.23015	-1.5369	0.1635	0.58135	0.12433	0.50014
P2RY4	5	0.10512	1.0316	0.2919	0.72757	0.30228	0.63822
P2RY6	5	-0.11038	-1.2583	0.48489	0.84811	0.20828	0.57187
P2RY8	5	0.0729	0.98793	0.45141	0.83059	0.32319	0.65304
P4HA1	5	-0.047321	-0.55144	0.79129	0.95234	0.58134	0.81278
P4HA2	5	-0.16801	-1.5364	0.29496	0.72941	0.12443	0.50014
P4HA3	5	-0.026918	-0.24211	0.91442	0.98099	0.80869	0.9224
P4HB	5	-0.13433	-1.1627	0.39787	0.80051	0.24496	0.59903
P4HTM	5	0.0090956	0.091566	0.85422	0.96926	0.92704	0.97237
PA2G4	5	-0.28335	-1.5485	0.099245	0.483	0.1215	0.49896
PAAF1	5	-0.15144	-1.4543	0.34155	0.76008	0.14586	0.52029
PABPC1	5	-0.082216	-0.75748	0.60991	0.89627	0.44876	0.73672
PABPC1L	5	0.15072	1.0747	0.12801	0.5333	0.28252	0.62459
PABPC1L2A	2	0.19408	1.0177	0.21721	0.6514	0.30881	0.64278
PABPC1L2B	3	-0.12235	-1.047	0.50239	0.85528	0.29508	0.63443
PABPC3	5	-0.083211	-0.62765	0.60546	0.89536	0.53023	0.78856
PABPC4	5	0.0041515	0.032311	0.8862	0.97543	0.97422	0.99
PABPC5	5	0.10354	1.1579	0.2989	0.73081	0.24692	0.60071
PABPN1	4	-0.51812	-2.3546	0.016495	0.19152	0.018541	0.2525
PABPN1L	5	0.26381	1.9403	0.0066089	0.10682	0.05234	0.41263
PACRG	5	0.19695	1.459	0.044818	0.33402	0.14456	0.51903
PACRGL	7	0.16469	1.5944	0.043819	0.33082	0.11086	0.48958
PACS1	5	-0.16871	-1.3167	0.29207	0.72762	0.18795	0.55786
PACS2	5	-0.032802	-0.44036	0.87776	0.97369	0.65968	0.85364
PACSIN1	5	-0.096635	-0.6763	0.54537	0.87304	0.49885	0.7693
PACSIN2	5	0.002633	0.020217	0.89592	0.97753	0.98387	0.99417
PACSIN3	5	-0.0060546	-0.075366	0.95296	0.99054	0.93992	0.97671
PADI1	5	0.20724	1.7545	0.034044	0.28779	0.079345	0.45733
PADI2	5	-0.063108	-0.6595	0.7056	0.92866	0.50958	0.77544
PADI3	5	-0.078129	-0.73981	0.62951	0.9035	0.45941	0.74291
PADI4	5	0.14506	1.5108	0.14323	0.55427	0.13083	0.50542
PAEP	5	0.011826	0.1332	0.83722	0.96684	0.89403	0.9603
PAF1	5	-0.47061	-2.6556	0.012718	0.16299	0.0079158	0.15293
PAFAH1B1	5	-0.88644	-2.7233	0.00022215	0.010811	0.0064638	0.13644
PAFAH1B2	5	0.056724	0.45637	0.54698	0.87384	0.64813	0.84829
PAFAH1B3	5	-0.10204	-0.81689	0.52194	0.86364	0.41399	0.71338
PAFAH2	5	0.0058661	0.05712	0.87493	0.97283	0.95445	0.98149
PAG1	5	-0.2773	-1.8996	0.10541	0.49738	0.05748	0.42285
PAGE1	5	0.079953	0.59391	0.41375	0.80934	0.55257	0.79802
PAGE2	2	0.10221	0.54098	0.54021	0.87007	0.58852	0.81616
PAGE2B	2	0.13242	0.70244	0.42286	0.81416	0.4824	0.75907
PAGE4	5	0.062844	0.40059	0.51033	0.86047	0.68872	0.86926
PAGE5	4	0.12517	0.84485	0.25697	0.69285	0.39819	0.70363
PAGR1	5	-0.22464	-1.923	0.17289	0.5945	0.054478	0.41798
PAH	5	0.22051	1.5618	0.023825	0.2361	0.11832	0.49603
PAICS	4	-0.13375	-1.0005	0.42819	0.81708	0.31707	0.6484
PAIP1	5	0.026589	0.17587	0.7382	0.93799	0.86039	0.94563
PAIP2	4	-0.040626	-0.34218	0.83206	0.9654	0.73222	0.88987
PAIP2B	5	0.074496	0.59083	0.44202	0.82368	0.55463	0.79915
PAK1	5	-0.30974	-1.9472	0.076141	0.43122	0.051515	0.41025
PAK1IP1	5	-0.75168	-3.149	0.00066644	0.023762	0.0016381	0.061578
PAK2	5	-0.04904	-0.63453	0.78163	0.94915	0.52573	0.78586
PAK3	5	0.19316	1.447	0.049039	0.34851	0.1479	0.52206
PAK4	5	-0.1047	-1.2714	0.50961	0.8599	0.20358	0.56717
PAK6	5	0.21208	1.6333	0.029879	0.26766	0.10241	0.48277
PAK7	5	0.18708	1.5451	0.057814	0.3791	0.12232	0.49974
PALB2	5	-0.13617	-1.4806	0.3917	0.79718	0.13871	0.51327
PALD1	5	-0.013511	-0.12156	0.99878	0.99989	0.90324	0.96435
PALLD	5	0.018544	0.13863	0.79046	0.95211	0.88974	0.9583
PALM	5	0.076397	0.64736	0.43202	0.81882	0.5174	0.78015
PALM2	5	0.049717	0.80819	0.59041	0.89067	0.41898	0.71769
PALM2-AKAP2	2	0.11768	0.56831	0.47834	0.84609	0.56982	0.80751
PALM3	5	-0.095375	-0.99391	0.55071	0.87482	0.32027	0.65107
PALMD	5	-0.10335	-0.87844	0.51622	0.86243	0.3797	0.69032
PAM	5	0.11051	0.61557	0.26769	0.7041	0.53818	0.79139
PAM16	5	-1.0292	-3.847	0	0	0.00011958	0.014748
PAMR1	5	0.12097	1.334	0.22576	0.6613	0.18221	0.55173
PAN2	5	-0.3481	-2.5567	0.049484	0.34914	0.010566	0.18194
PAN3	5	-0.077551	-0.63562	0.63257	0.90498	0.52503	0.78538
PANK1	5	0.084053	0.62499	0.3927	0.79754	0.53197	0.78896
PANK2	5	0.15207	1.2783	0.12518	0.53035	0.20113	0.56463
PANK3	5	0.0092102	0.087427	0.85333	0.96916	0.93033	0.97331
PANK4	5	0.071464	0.64154	0.46074	0.83713	0.52117	0.78281
PANX1	5	0.011111	0.11181	0.84116	0.96707	0.91098	0.96749
PANX2	5	0.06395	1.0714	0.50289	0.8554	0.284	0.62614
PANX3	5	0.053836	0.65444	0.56431	0.87898	0.51283	0.77719
PAOX	4	0.0067034	0.077372	0.89131	0.97674	0.93833	0.976
PAPD4	5	0.16615	1.2647	0.093858	0.4718	0.20596	0.56967
PAPD5	5	-0.015026	-0.17037	0.99023	0.99748	0.86472	0.94731
PAPD7	5	0.26157	1.7921	0.0070532	0.11092	0.073115	0.44779
PAPL	5	-0.078213	-0.74693	0.62907	0.90349	0.45511	0.74061
PAPLN	5	-0.076171	-1.1865	0.63979	0.90837	0.23541	0.59175
PAPOLA	5	-0.14178	-0.65561	0.37299	0.7843	0.51208	0.77647
PAPOLG	5	0.19931	1.1774	0.041486	0.31978	0.23902	0.59446
PAPPA	4	0.072313	0.64797	0.50922	0.85957	0.517	0.78002
PAPPA2	5	-0.0037415	-0.051826	0.93769	0.98691	0.95867	0.98318
PAPSS1	5	-0.0078637	-0.068497	0.96512	0.99314	0.94539	0.97832
PAPSS2	5	0.15489	1.5161	0.11868	0.51856	0.12949	0.50399
PAQR3	5	0.0072223	0.067964	0.86621	0.97154	0.94581	0.97864
PAQR4	5	-0.042692	-0.51513	0.8195	0.96243	0.60646	0.82597
PAQR5	5	0.11945	1.1717	0.23126	0.66747	0.24133	0.59628
PAQR6	5	-0.082732	-0.74999	0.60724	0.89536	0.45326	0.74015
PAQR7	5	0.014214	0.21754	0.82128	0.96283	0.82779	0.93052
PAQR8	5	0.15341	1.1727	0.1224	0.525	0.2409	0.59604
PAQR9	5	0.1476	1.2922	0.13551	0.54356	0.19628	0.56278
PARD3	5	0.080283	0.94611	0.41258	0.80912	0.34409	0.66843
PARD3B	5	0.13655	1.3926	0.16678	0.58562	0.16373	0.53642
PARD6A	5	0.015513	0.19202	0.81123	0.95898	0.84772	0.93983
PARD6B	5	-0.04325	-0.25361	0.81645	0.96143	0.7998	0.91815
PARD6G	5	0.21171	1.5747	0.030157	0.26895	0.11532	0.49234
PARK2	5	0.083607	0.67508	0.39492	0.79885	0.49962	0.76989
PARK7	5	-0.019386	-0.23292	0.9614	0.99273	0.81582	0.92526
PARL	5	-0.31599	-1.7461	0.070588	0.41851	0.080786	0.45916
PARM1	5	0.04566	0.57704	0.61385	0.89719	0.56391	0.80491
PARN	5	-0.057892	-0.40524	0.73264	0.93633	0.6853	0.86752
PARP1	5	-0.089745	-0.80794	0.57625	0.8854	0.41913	0.71775
PARP10	5	0.0021246	0.020229	0.90003	0.97827	0.98386	0.99417
PARP11	5	0.090743	0.39499	0.35694	0.7722	0.69285	0.87116
PARP12	5	0.14478	1.4245	0.1439	0.5547	0.15431	0.52741
PARP14	5	-0.032997	-0.27646	0.87649	0.97318	0.78219	0.90901
PARP15	5	0.10525	0.78697	0.2914	0.72705	0.4313	0.72576
PARP16	5	0.11331	0.98511	0.25591	0.6923	0.32457	0.65381
PARP2	5	-0.021671	-0.24731	0.94696	0.9899	0.80467	0.91995
PARP3	5	0.077712	0.54752	0.42419	0.81477	0.58402	0.81386
PARP4	5	0.10492	1.144	0.29274	0.72794	0.25262	0.60558
PARP6	5	-0.10294	-1.2336	0.51766	0.86243	0.21734	0.57899
PARP8	5	0.029833	0.25031	0.71676	0.93164	0.80235	0.91916
PARP9	5	0.032093	0.37724	0.70182	0.92737	0.706	0.87712
PARPBP	5	0.26779	1.1477	0.0058869	0.098696	0.25111	0.60456
PARS2	5	-0.63536	-3.4268	0.0018327	0.04577	0.00061083	0.035711
PARVA	5	0.043383	0.42469	0.62862	0.90335	0.67107	0.85903
PARVB	5	-0.034185	-0.34274	0.8701	0.97209	0.73179	0.88969
PARVG	5	0.16134	1.7035	0.10369	0.49287	0.088479	0.46704
PASD1	5	0.19926	1.6627	0.041486	0.31978	0.096365	0.47724
PASK	5	0.15818	1.5312	0.1103	0.50381	0.12573	0.50105
PATE1	5	0.15822	1.3492	0.1103	0.50381	0.17727	0.54806
PATE2	5	0.17301	1.1236	0.080529	0.44207	0.26119	0.61169
PATE3	5	-0.17628	-1.3101	0.27219	0.70875	0.19017	0.55876
PATE4	4	0.18929	1.0597	0.082139	0.44495	0.28929	0.62925
PATL1	5	-0.061416	-0.64593	0.7141	0.93071	0.51832	0.78035
PATL2	5	-0.01245	-0.14862	0.99406	0.99888	0.88185	0.95476
PATZ1	5	0.064622	0.76314	0.49933	0.85405	0.44538	0.73554
PAWR	5	0.22789	1.7277	0.019938	0.21298	0.084033	0.4639
PAX1	5	0.10371	0.63709	0.29823	0.73081	0.52407	0.78477
PAX2	5	0.033853	0.3758	0.68955	0.9227	0.70707	0.87743
PAX3	5	-0.36713	-2.473	0.041042	0.31801	0.013399	0.20889
PAX4	5	0.0051694	0.041422	0.87976	0.97453	0.96696	0.98787
PAX5	10	0.1273	1.6138	0.061868	0.39129	0.10657	0.48535
PAX6	5	0.18348	1.8181	0.063146	0.39452	0.069051	0.44219
PAX7	5	0.12579	1.4952	0.2071	0.64244	0.13486	0.51024
PAX8	5	-0.038128	-0.50836	0.84561	0.96707	0.6112	0.8286
PAX9	5	0.14263	1.5862	0.14945	0.56098	0.1127	0.48995
PAXBP1	5	-0.14909	-1.1429	0.35027	0.76758	0.25308	0.60558
PAXIP1	5	-0.14342	-1.2688	0.3676	0.78067	0.20452	0.5683
PBDC1	4	0.1363	0.9758	0.21454	0.64805	0.32916	0.65769
PBK	5	0.18415	1.1669	0.061979	0.39144	0.24326	0.59812
PBLD	5	0.19143	1.4022	0.051261	0.35459	0.16085	0.53369
PBOV1	5	0.14273	1.4843	0.14939	0.56098	0.13772	0.51214
PBRM1	5	0.09475	0.97742	0.33883	0.75839	0.32836	0.65701
PBX1	5	0.1923	1.6269	0.050261	0.35112	0.10376	0.48366
PBX2	5	-0.2422	-1.8364	0.14512	0.55702	0.066294	0.43784
PBX3	5	0.12314	1.0177	0.21759	0.65181	0.30881	0.64278
PBX4	5	-0.055788	-0.48143	0.74425	0.93969	0.63021	0.83882
PBXIP1	5	0.077211	0.61361	0.42719	0.81639	0.53948	0.7918
PC	5	-0.22263	-1.7694	0.177	0.602	0.076835	0.45405
PCBD1	5	0.23925	1.4155	0.014384	0.17595	0.15694	0.52972
PCBD2	5	-0.080932	-0.51488	0.61618	0.89816	0.60664	0.82607
PCBP1	5	-1.0464	-3.8759	0	0	0.00010621	0.014153
PCBP2	5	-0.63414	-3.2118	0.0018327	0.04577	0.0013192	0.055631
PCBP3	5	0.24652	2.0317	0.011218	0.14974	0.042179	0.38717
PCBP4	4	0.14734	1.3816	0.17822	0.60277	0.16709	0.53999
PCCA	5	0.074066	0.97292	0.4443	0.82568	0.33059	0.65826
PCCB	5	-0.13666	-1.5042	0.3902	0.79642	0.13254	0.50677
PCDH1	5	0.077787	0.96637	0.42375	0.81477	0.33386	0.66075
PCDH10	5	-0.099099	-1.0376	0.5351	0.87007	0.29946	0.63656
PCDH11X	3	0.0025901	0.037827	0.94879	0.99005	0.96983	0.98885
PCDH11Y	2	0.26693	1.2314	0.081084	0.44323	0.21816	0.57899
PCDH12	5	0.087967	0.90112	0.37121	0.78294	0.36753	0.68491
PCDH15	5	0.17682	1.5538	0.074253	0.42866	0.12024	0.49808
PCDH17	5	-0.073796	-1.017	0.65234	0.91139	0.30918	0.64278
PCDH18	5	0.033237	0.29471	0.69366	0.92382	0.76822	0.90471
PCDH19	5	0.19699	1.4989	0.044818	0.33402	0.1339	0.50877
PCDH20	5	-0.085179	-1.0606	0.59591	0.89229	0.28889	0.62925
PCDH7	5	-0.01037	-0.12642	0.98078	0.99628	0.8994	0.96279
PCDH8	5	0.0098605	0.13241	0.84816	0.96762	0.89466	0.96054
PCDH9	5	-0.064229	-0.57484	0.70066	0.92725	0.5654	0.80528
PCDHA1	5	-0.1021	-1.1793	0.52149	0.86364	0.23828	0.59389
PCDHA10	5	0.041378	0.44216	0.64256	0.90961	0.65837	0.85316
PCDHA11	5	0.15557	1.4294	0.11691	0.51605	0.15288	0.52584
PCDHA12	5	0.093985	0.88246	0.34177	0.76008	0.37753	0.6902
PCDHA13	5	-0.048247	-0.56747	0.7859	0.95039	0.57039	0.80794
PCDHA2	5	-0.16687	-1.2648	0.29829	0.73081	0.20593	0.56967
PCDHA3	5	-0.041208	-0.37099	0.829	0.96527	0.71064	0.87884
PCDHA4	4	0.048881	0.55873	0.63579	0.90659	0.57635	0.81069
PCDHA5	5	0.095354	0.88672	0.33505	0.75516	0.37523	0.68857
PCDHA6	5	0.25256	1.7215	0.0091636	0.13179	0.085167	0.4662
PCDHA7	5	-0.036434	-0.33012	0.8561	0.96972	0.74131	0.89345
PCDHA8	5	-0.0301	-0.34908	0.89542	0.97751	0.72703	0.88818
PCDHA9	5	0.12445	0.88264	0.21232	0.64621	0.37743	0.69017
PCDHAC1	5	-0.07898	-1.1123	0.6254	0.90126	0.26599	0.61461
PCDHAC2	5	0.046309	0.42864	0.61002	0.89629	0.66819	0.85766
PCDHB1	5	-0.058033	-0.55946	0.73192	0.93601	0.57585	0.8105
PCDHB10	5	0.16546	1.1113	0.095357	0.47537	0.26644	0.61471
PCDHB11	5	0.059992	0.69082	0.5281	0.86652	0.48968	0.7636
PCDHB12	5	0.14356	0.86898	0.14717	0.5593	0.38486	0.69309
PCDHB13	5	0.10126	0.8652	0.3084	0.73628	0.38693	0.69455
PCDHB14	5	0.077778	0.64236	0.42375	0.81477	0.52064	0.78258
PCDHB15	5	0.19652	1.1397	0.045429	0.33593	0.25443	0.60675
PCDHB16	5	0.083199	1.2316	0.39709	0.80022	0.2181	0.57899
PCDHB2	5	-0.09442	-1.0168	0.55576	0.87666	0.30925	0.64278
PCDHB3	5	0.1101	0.82288	0.26935	0.70576	0.41058	0.71211
PCDHB4	5	0.096399	1.0283	0.33061	0.75239	0.30382	0.63961
PCDHB5	5	0.11068	1.2481	0.26697	0.70348	0.21199	0.57575
PCDHB6	5	0.099247	1.0346	0.31745	0.74272	0.30084	0.63725
PCDHB7	5	-0.12633	-1.3863	0.42708	0.81635	0.16564	0.53889
PCDHB8	5	0.10303	0.81946	0.30118	0.7325	0.41252	0.71306
PCDHGA1	5	0.059698	0.4956	0.52977	0.86728	0.62018	0.83384
PCDHGA10	5	-0.014124	-0.17017	0.99556	0.99928	0.86488	0.94731
PCDHGA11	5	-0.06061	-0.74105	0.71859	0.93164	0.45867	0.74243
PCDHGA12	5	0.047744	0.46516	0.60197	0.89475	0.64182	0.84496
PCDHGA2	5	0.0074344	0.094896	0.86432	0.97087	0.9244	0.97187
PCDHGA3	5	0.16184	1.2972	0.10247	0.48939	0.19456	0.56214
PCDHGA5	5	-0.046044	-0.55585	0.79901	0.95468	0.57832	0.81157
PCDHGA6	5	0.23515	1.2041	0.01655	0.19152	0.22856	0.58751
PCDHGA7	5	0.037783	0.55274	0.66372	0.91552	0.58044	0.81239
PCDHGA8	5	0.02592	0.23461	0.74186	0.93852	0.81451	0.925
PCDHGA9	4	0.13593	1.0874	0.21537	0.64904	0.27688	0.62108
PCDHGB1	5	-0.042785	-0.44014	0.81889	0.96235	0.65983	0.85364
PCDHGB2	5	0.08429	1.0415	0.39109	0.7967	0.29764	0.63583
PCDHGB3	5	0.055078	0.60288	0.55704	0.87677	0.54659	0.7949
PCDHGB4	5	0.10865	0.91698	0.27574	0.7123	0.35915	0.68001
PCDHGB6	5	0.092658	1.1228	0.34766	0.76594	0.26154	0.61184
PCDHGB7	5	0.13363	1.3477	0.17777	0.60277	0.17775	0.54843
PCDHGC3	5	-0.1028	-1.0101	0.51805	0.86243	0.31244	0.64532
PCDHGC4	5	0.13738	1.0412	0.164	0.58135	0.29778	0.63597
PCDHGC5	5	-0.079747	-0.57106	0.62179	0.89978	0.56796	0.80643
PCDP1	5	-0.13181	-1.4132	0.40631	0.80415	0.1576	0.52993
PCED1A	5	0.20144	1.4819	0.039265	0.30968	0.13837	0.51266
PCED1B	5	-0.037975	-0.32596	0.84661	0.96707	0.74446	0.89488
PCF11	5	-0.4835	-2.7745	0.010552	0.14329	0.0055283	0.12423
PCGF1	4	-0.058939	-0.48504	0.73764	0.93788	0.62765	0.83776
PCGF2	5	-0.053228	-0.57059	0.75753	0.9444	0.56828	0.80643
PCGF3	5	0.25026	1.6429	0.0098301	0.13785	0.1004	0.48064
PCGF5	5	-0.029482	-0.14856	0.89931	0.97827	0.8819	0.95476
PCGF6	5	-0.041028	-0.20757	0.82967	0.96527	0.83557	0.93424
PCID2	5	-0.55514	-3.0605	0.0044985	0.082992	0.0022097	0.073468
PCIF1	5	0.098069	1.0172	0.3225	0.74525	0.30905	0.64278
PCK1	5	0.14232	1.3657	0.15006	0.56151	0.17203	0.54343
PCK2	5	-0.16955	-1.538	0.2899	0.72571	0.12405	0.50014
PCLO	5	0.069179	0.66695	0.47456	0.84466	0.50481	0.77253
PCM1	5	0.018313	0.22636	0.79224	0.95252	0.82093	0.92779
PCMT1	5	0.050476	0.38688	0.58608	0.88875	0.69884	0.8735
PCMTD1	5	0.017099	0.17334	0.80073	0.95547	0.86239	0.94661
PCMTD2	5	0.053692	0.68661	0.56531	0.87918	0.49233	0.76514
PCNA	5	-1.0558	-3.5544	0	0	0.0003789	0.027409
PCNP	5	-0.16022	-1.3983	0.31567	0.74133	0.16202	0.53463
PCNT	5	0.036896	0.44002	0.66911	0.91648	0.65992	0.85364
PCNX	5	0.052913	0.46453	0.57009	0.8818	0.64227	0.84513
PCNXL2	5	0.14492	1.2658	0.14356	0.5546	0.2056	0.56967
PCNXL3	5	-0.14715	-1.506	0.35666	0.7722	0.13206	0.50634
PCOLCE	5	0.21497	1.7744	0.02738	0.25677	0.075991	0.45229
PCOLCE2	5	0.043235	0.35942	0.62951	0.9035	0.71928	0.88368
PCP2	5	-0.085334	-1.3389	0.59519	0.89229	0.1806	0.5506
PCP4	2	0.17244	0.89227	0.27752	0.71312	0.37225	0.68689
PCP4L1	2	0.22316	1.2577	0.15162	0.56393	0.20851	0.57199
PCSK1	5	0.064355	0.71723	0.50072	0.85434	0.47323	0.75215
PCSK1N	5	0.15181	1.762	0.12557	0.53046	0.078068	0.45626
PCSK2	5	0.19984	1.7965	0.041042	0.31801	0.072418	0.44519
PCSK4	5	0.23336	1.5736	0.017328	0.19598	0.11558	0.49304
PCSK5	4	-0.069615	-0.69141	0.68372	0.92157	0.48931	0.76328
PCSK7	5	-0.16403	-1.8572	0.30573	0.7358	0.063285	0.4362
PCSK9	5	-0.19722	-1.6961	0.22393	0.65882	0.089864	0.46875
PCTP	6	0.018641	0.25253	0.74986	0.94097	0.80063	0.91822
PCYOX1	5	-0.090564	-0.97073	0.5722	0.88264	0.33168	0.6589
PCYOX1L	5	0.027685	0.1702	0.73053	0.9355	0.86485	0.94731
PCYT1A	5	-0.19183	-2.1356	0.23675	0.67442	0.032715	0.34529
PCYT1B	5	-0.02912	-0.46774	0.9012	0.97861	0.63997	0.84381
PCYT2	5	0.049759	0.66352	0.59014	0.89047	0.507	0.77404
PDAP1	3	-0.55888	-2.2929	0.023936	0.23642	0.021856	0.27617
PDC	4	-0.055294	-0.58273	0.75647	0.94415	0.56007	0.80216
PDCD1	5	0.035195	0.52078	0.68122	0.92046	0.60252	0.82376
PDCD10	5	0.50042	1.8559	0	0	0.063473	0.4362
PDCD11	5	-0.36796	-2.2938	0.040542	0.31602	0.021804	0.2759
PDCD1LG2	5	0.13807	1.1986	0.16228	0.57919	0.23069	0.58904
PDCD2	7	-0.80042	-3.8719	0	0	0.00010799	0.014193
PDCD2L	5	-0.17179	-2.2508	0.28452	0.72003	0.024396	0.29559
PDCD4	5	-0.0014283	-0.010889	0.92236	0.98266	0.99131	0.99663
PDCD5	5	-0.25332	-1.3367	0.13135	0.53804	0.18133	0.55091
PDCD6	9	-0.0063357	-0.081465	0.88154	0.975	0.93507	0.97493
PDCD6IP	4	-0.16438	-1.3723	0.33828	0.75796	0.16998	0.54249
PDCD7	5	-0.65333	-2.5888	0.001555	0.041359	0.0096318	0.17223
PDCL	5	-0.47878	-2.9371	0.011441	0.15092	0.0033135	0.090949
PDCL2	4	-0.00273	-0.013443	0.94941	0.99005	0.98927	0.9959
PDCL3	5	-0.27238	-1.4682	0.11052	0.50392	0.14205	0.51643
PDDC1	5	0.11254	0.96907	0.25864	0.69405	0.33251	0.65993
PDE10A	5	0.1361	1.4097	0.16839	0.58862	0.15864	0.53126
PDE11A	5	0.0029615	0.037085	0.89348	0.97687	0.97042	0.98889
PDE12	5	-0.23281	-1.9274	0.16011	0.57568	0.053934	0.41741
PDE1A	5	0.18114	0.94107	0.066589	0.40575	0.34667	0.67118
PDE1B	5	-0.026919	-0.23735	0.91436	0.98099	0.81239	0.92431
PDE1C	5	0.012249	0.088908	0.83367	0.9654	0.92915	0.97298
PDE2A	5	0.047233	0.63553	0.60552	0.89536	0.52508	0.7854
PDE3A	5	0.18032	1.624	0.067977	0.41033	0.10437	0.48494
PDE3B	5	-0.067518	-0.53199	0.68461	0.92159	0.59473	0.81915
PDE4A	5	-0.091639	-0.65656	0.56753	0.88034	0.51147	0.77647
PDE4B	5	-0.0031456	-0.068498	0.93413	0.9863	0.94539	0.97832
PDE4C	5	-0.032552	-0.43425	0.87904	0.97409	0.66411	0.85585
PDE4D	5	0.08633	0.61703	0.37893	0.78833	0.53722	0.79093
PDE4DIP	22	-0.53755	-5.4426	0	0	5.2512e-08	0.00015759
PDE5A	5	-0.021622	-0.25582	0.94746	0.99005	0.79809	0.91714
PDE6A	4	0.10153	0.89412	0.3601	0.77476	0.37126	0.68658
PDE6B	5	0.14616	1.4923	0.13945	0.54906	0.13563	0.51141
PDE6C	5	-0.013651	-0.1062	0.99811	0.99983	0.91542	0.9681
PDE6D	4	0.27673	1.3623	0.011552	0.15149	0.17312	0.5445
PDE6G	5	-0.14949	-1.2602	0.34883	0.76641	0.20761	0.57128
PDE6H	3	-0.016966	-0.13049	0.94774	0.99005	0.89618	0.96111
PDE7A	5	-0.10308	-0.90176	0.51744	0.86243	0.36719	0.68491
PDE7B	5	0.15893	1.4304	0.10885	0.50218	0.15259	0.52544
PDE8A	5	0.096322	1.1252	0.33111	0.75239	0.26048	0.61118
PDE8B	5	-0.01937	-0.14468	0.9614	0.99273	0.88496	0.956
PDE9A	5	0.04983	0.48186	0.58969	0.89018	0.6299	0.83859
PDF	5	0.012088	0.15551	0.83505	0.96571	0.87642	0.9524
PDGFA	5	-0.08306	-0.80423	0.60613	0.89536	0.42126	0.71926
PDGFB	5	0.087691	1.2133	0.37254	0.784	0.22502	0.58453
PDGFC	5	0.28021	1.2157	0.0041097	0.07864	0.22409	0.58401
PDGFD	5	-0.11413	-1.0206	0.47123	0.84294	0.30746	0.64187
PDGFRA	5	-0.13285	-1.4932	0.40275	0.80399	0.13537	0.51102
PDGFRB	5	-0.038618	-0.57825	0.84244	0.96707	0.5631	0.80452
PDGFRL	5	0.10832	1.0356	0.27724	0.71292	0.30041	0.63712
PDHA1	5	0.12988	1.4683	0.19094	0.61908	0.14201	0.51643
PDHA2	5	0.035428	0.36327	0.67933	0.91992	0.7164	0.8825
PDHB	5	0.057974	0.57353	0.5396	0.87007	0.56628	0.80579
PDHX	5	0.15305	1.2221	0.12296	0.52577	0.22167	0.58239
PDIA2	5	0.076599	0.95313	0.43097	0.81882	0.34052	0.66632
PDIA3	5	-0.077324	-0.8228	0.63384	0.90543	0.41062	0.71211
PDIA4	5	-0.13352	-1.2456	0.4012	0.80338	0.21291	0.57633
PDIA5	5	0.10481	0.72599	0.29324	0.72799	0.46785	0.7484
PDIA6	5	0.15574	0.95773	0.11641	0.51524	0.3382	0.66502
PDIK1L	5	-0.023921	-0.15126	0.93319	0.98627	0.87977	0.95348
PDILT	5	0.080967	1.0169	0.4082	0.80539	0.30921	0.64278
PDK1	5	0.024978	0.29183	0.74792	0.94059	0.77041	0.90544
PDK2	5	-0.026399	-0.28355	0.91708	0.98146	0.77676	0.90751
PDK3	5	0.10414	0.48667	0.29629	0.73002	0.62649	0.83734
PDK4	5	0.021964	0.19981	0.76813	0.94616	0.84163	0.93684
PDLIM1	5	-0.0014067	-0.015736	0.9223	0.98266	0.98744	0.99586
PDLIM2	5	0.20415	1.6015	0.036377	0.29678	0.10927	0.48833
PDLIM3	5	0.063622	0.688	0.50455	0.85643	0.49145	0.76478
PDLIM4	5	0.09502	0.64931	0.337	0.75633	0.51614	0.77927
PDLIM5	14	0.01461	0.18628	0.62357	0.90109	0.85222	0.94176
PDLIM7	5	0.012968	0.1532	0.82922	0.96527	0.87824	0.953
PDP1	5	0.070117	0.75386	0.4699	0.84249	0.45094	0.73841
PDP2	5	0.038856	0.38318	0.65684	0.91319	0.70158	0.87453
PDPK1	5	-0.87456	-3.392	0.00022215	0.010811	0.00069376	0.038128
PDPN	8	0.18805	2.0885	0.015717	0.18668	0.036751	0.36465
PDPR	5	0.033766	0.27119	0.6901	0.9227	0.78624	0.91097
