Gene	sgRNA	OMM23|beta	OMM23|z	OMM23|p-value	OMM23|fdr	OMM23|wald-p-value	OMM23|wald-fdr
MIF	5	0.192	1.3066	0.051705	0.35835	0.19134	0.66202
MIF4GD	5	-0.033503	-0.30276	0.87332	0.98313	0.76208	0.93444
MIIP	5	-0.023191	-0.37031	0.93274	0.98969	0.71115	0.91475
MINA	5	-0.061452	-0.70162	0.73437	0.95787	0.48291	0.81501
MINK1	5	0.27168	1.6984	0.0054426	0.088209	0.089434	0.56883
MINOS1	3	-0.40287	-1.4386	0.13712	0.56116	0.15025	0.63151
MINPP1	10	-0.03706	-0.35646	0.90437	0.98512	0.72149	0.91875
MIOS	5	-0.14812	-1.1931	0.41186	0.82768	0.23283	0.68334
MIOX	5	0.24666	1.5775	0.011441	0.1462	0.11469	0.5965
MIP	5	-0.015	-0.15144	0.98295	0.99573	0.87963	0.9706
MIPEP	5	-0.089941	-0.66693	0.60907	0.91805	0.50481	0.82476
MIPOL1	5	-0.0040637	-0.029084	0.95307	0.99343	0.9768	0.99367
MIS12	5	-0.85805	-2.8762	0.001444	0.032059	0.0040245	0.068363
MIS18A	5	0.11345	1.0812	0.26241	0.71606	0.27963	0.71112
MIS18BP1	5	-0.49018	-2.2703	0.031434	0.27055	0.023192	0.26363
MISP	5	0.13984	1.1195	0.16439	0.60138	0.26293	0.70142
MITD1	5	-0.058272	-0.21282	0.74914	0.96297	0.83147	0.95476
MITF	5	-1.3128	-4.0009	0.00011107	0.0047393	6.309e-05	0.0029281
MIXL1	5	-0.018575	-0.15945	0.96057	0.99448	0.87332	0.96855
MKI67	5	-0.050929	-0.43594	0.78507	0.96905	0.66288	0.89548
MKKS	5	0.039364	0.33428	0.67466	0.93684	0.73817	0.92562
MKL1	5	0.063739	0.78354	0.52277	0.88145	0.43331	0.79058
MKL2	5	0.11851	1.3535	0.24259	0.69754	0.17588	0.65245
MKLN1	5	-0.02643	-0.22442	0.91264	0.98622	0.82243	0.95286
MKNK1	5	-0.026541	-0.32024	0.91164	0.98622	0.74879	0.92933
MKNK2	5	0.22211	1.1299	0.023159	0.22614	0.25853	0.69881
MKRN1	5	0.019182	0.20695	0.80701	0.97398	0.83605	0.95695
MKRN2	5	0.20571	1.3318	0.035488	0.28668	0.18294	0.65738
MKRN3	5	0.097338	1.3051	0.33905	0.78398	0.19185	0.66202
MKS1	5	-0.01947	-0.24264	0.9554	0.99343	0.80829	0.94882
MKX	5	0.13418	1.0247	0.18311	0.62502	0.30551	0.72191
MLANA	4	0.065008	0.39273	0.57481	0.90347	0.69452	0.90718
MLC1	5	0.074567	0.41518	0.4594	0.85243	0.67801	0.90158
MLEC	5	0.21976	1.3232	0.024714	0.2352	0.18578	0.65952
MLF1	9	0.10552	1.3925	0.15289	0.58535	0.16378	0.64636
MLF2	5	0.17613	1.4851	0.074808	0.42489	0.13753	0.61956
MLH1	5	0.047969	0.43359	0.62107	0.92247	0.66459	0.8962
MLH3	5	-0.12669	-1.1007	0.47817	0.86143	0.27103	0.70649
MLIP	5	0.10772	1.1097	0.2894	0.74596	0.26713	0.70305
MLKL	5	0.049897	0.44409	0.60907	0.91805	0.65698	0.893
MLLT1	5	0.16949	1.231	0.086915	0.45573	0.21833	0.67548
MLLT10	7	-0.036421	-0.38798	0.88654	0.98354	0.69803	0.90828
MLLT11	5	-0.015664	-0.18806	0.97845	0.99573	0.85083	0.96262
MLLT3	5	-0.03946	-0.26834	0.84416	0.97829	0.78844	0.94159
MLLT4	5	0.13637	1.0132	0.17611	0.61531	0.31098	0.72411
MLLT6	5	0.067239	0.60342	0.50272	0.87264	0.54623	0.84265
MLN	5	0.10086	0.89694	0.32278	0.77564	0.36975	0.75858
MLNR	5	0.14103	1.4964	0.16067	0.59622	0.13454	0.618
MLPH	5	0.15543	1.2206	0.1184	0.52217	0.22225	0.67842
MLST8	5	-0.12325	-0.63934	0.48928	0.86789	0.5226	0.83231
MLX	5	-0.2152	-1.3582	0.26158	0.71513	0.17439	0.6516
MLXIPL	5	0.098308	0.91848	0.33461	0.78138	0.35837	0.75164
MLYCD	4	0.087169	0.73342	0.45307	0.85139	0.4633	0.80461
MMAA	5	0.029084	0.22256	0.74403	0.96143	0.82388	0.95314
MMAB	5	0.029789	0.32843	0.73948	0.95972	0.74259	0.92698
MMACHC	5	-0.052634	-0.47029	0.77713	0.9675	0.63814	0.88497
MMADHC	5	0.016334	0.14606	0.82534	0.97719	0.88387	0.97151
MMD	5	0.026014	0.17167	0.76241	0.96456	0.8637	0.96595
MMD2	5	0.15328	1.3514	0.12396	0.53423	0.17658	0.65317
MME	5	0.032055	0.27249	0.72454	0.95596	0.78525	0.94063
MMEL1	5	0.012998	0.11239	0.846	0.97829	0.91052	0.97832
MMGT1	4	-0.52966	-2.0006	0.041708	0.31581	0.045436	0.42307
MMP1	5	0.22851	1.7626	0.019049	0.20165	0.077968	0.53839
MMP10	5	0.13615	0.75915	0.17661	0.61531	0.44776	0.79656
MMP11	5	0.2498	2.0008	0.010441	0.13844	0.045416	0.42307
MMP13	5	0.11369	1.0579	0.2613	0.71502	0.29009	0.71597
MMP14	5	0.0070649	0.077581	0.88559	0.98354	0.93816	0.98441
MMP15	5	-0.07162	-0.54422	0.68577	0.94094	0.58629	0.86156
MMP16	5	0.13074	1.4306	0.19616	0.64518	0.15254	0.63433
MMP17	5	0.084179	0.92279	0.40675	0.82373	0.35611	0.75005
MMP19	5	-0.078145	-0.58724	0.65834	0.93131	0.55704	0.84706
MMP2	5	0.073597	0.77596	0.4659	0.85611	0.43777	0.79261
MMP20	5	0.048844	0.62178	0.61579	0.9207	0.53409	0.8374
MMP21	5	0.056335	0.59928	0.56809	0.90171	0.54899	0.84337
MMP23B	5	0.025843	0.25282	0.76325	0.96456	0.8004	0.94536
MMP24	5	0.059343	0.44527	0.54932	0.89188	0.65612	0.89278
MMP25	5	0.030649	0.37046	0.73376	0.95787	0.71104	0.91475
MMP26	5	0.056649	0.70652	0.5657	0.90088	0.47986	0.81344
MMP27	5	0.091592	0.50772	0.36827	0.79863	0.61165	0.874
MMP28	5	0.12391	1.1532	0.22187	0.67666	0.24884	0.6933
MMP3	5	0.049635	0.59223	0.61091	0.91844	0.5537	0.846
MMP7	5	-0.07476	-0.68499	0.67117	0.93646	0.49335	0.82069
MMP8	5	-0.28757	-2.1379	0.15634	0.58879	0.032526	0.33794
MMP9	5	0.1305	1.3505	0.19677	0.64518	0.17686	0.65317
MMRN1	5	0.12946	1.0789	0.20021	0.64932	0.28063	0.71184
MMRN2	5	0.086437	0.74409	0.39459	0.81631	0.45682	0.80088
MMS19	5	-0.62167	-3.0806	0.011441	0.1462	0.0020662	0.041291
MMS22L	5	-0.76731	-3.1271	0.0039431	0.068865	0.0017653	0.036747
MN1	5	0.040362	0.34169	0.66778	0.93499	0.73258	0.92278
MNAT1	5	-0.22789	-1.4346	0.23936	0.69555	0.15139	0.63307
MND1	5	0.15001	0.94404	0.13396	0.55448	0.34515	0.74491
MNDA	4	0.14591	0.90833	0.19777	0.64628	0.3637	0.75648
MNS1	5	-0.081703	-0.91525	0.64279	0.92807	0.36006	0.75343
MNT	5	-0.13371	-1.3546	0.45613	0.85179	0.17554	0.65205
MNX1	6	0.13809	1.427	0.12824	0.54329	0.15358	0.63555
MOAP1	5	0.2043	1.4983	0.036654	0.29204	0.13405	0.61746
MOB1A	5	-0.026372	-0.20505	0.91314	0.98622	0.83753	0.95768
MOB1B	5	0.080215	0.57473	0.4288	0.83635	0.56547	0.85116
MOB2	5	0.11368	0.92136	0.26136	0.71502	0.35686	0.7504
MOB3A	5	0.026782	0.37951	0.75886	0.96388	0.70431	0.91196
MOB3B	5	-0.14003	-1.336	0.43541	0.84039	0.18155	0.65537
MOB3C	5	0.060838	0.64068	0.54054	0.88931	0.52173	0.83231
MOB4	3	-0.78593	-2.0647	0.018494	0.19751	0.038953	0.38406
MOBP	8	0.13911	1.3482	0.075308	0.42521	0.17761	0.65317
MOCOS	5	0.086291	0.63408	0.39526	0.81664	0.52603	0.83392
MOCS1	5	0.092496	0.95549	0.36377	0.79628	0.33933	0.74051
MOCS2	9	-0.063786	-0.45436	0.71732	0.95335	0.64957	0.88986
MOCS3	5	-0.67453	-3.3576	0.0077752	0.11155	0.00078622	0.019635
MOG	13	0.044554	0.69075	0.39281	0.81524	0.48972	0.81913
MOGAT1	5	-0.096663	-0.58586	0.58275	0.90731	0.55797	0.84785
MOGAT2	5	-0.12211	-0.86693	0.49334	0.86851	0.38598	0.76862
MOGAT3	5	0.00062241	0.0057664	0.92386	0.98754	0.9954	0.9985
MOGS	5	-0.095441	-0.96506	0.58653	0.90914	0.33452	0.73824
MOK	5	0.12423	1.1169	0.22037	0.67449	0.26403	0.70184
MON1A	5	0.08592	0.77117	0.39748	0.81888	0.44061	0.79375
MON1B	5	0.067426	0.76424	0.50167	0.87233	0.44472	0.79576
MON2	5	-0.2254	-1.4361	0.2432	0.69829	0.15099	0.63241
MORC1	5	-0.022806	-0.19334	0.93491	0.99018	0.8467	0.96038
MORC2	5	0.064995	0.8348	0.515	0.8772	0.40383	0.77858
MORC3	5	-0.056425	-0.50748	0.75869	0.96388	0.61182	0.874
MORC4	5	0.14387	1.0165	0.15178	0.5849	0.30939	0.72354
MORF4L1	4	-0.2301	-1.3647	0.27313	0.72745	0.17236	0.65045
MORF4L2	5	-0.0086902	-0.057091	0.97962	0.99573	0.95447	0.98925
MORN1	5	-0.013128	-0.11274	0.99334	0.99872	0.91024	0.97832
MORN2	5	-0.075976	-0.37959	0.66622	0.93427	0.70425	0.91196
MORN3	5	0.09419	0.90141	0.35549	0.79328	0.36737	0.75806
MORN4	5	0.048827	0.52625	0.61579	0.9207	0.59871	0.86729
MORN5	5	-0.14228	-1.3828	0.42858	0.83635	0.16673	0.64743
MOS	5	-0.00076507	-0.008201	0.93191	0.98933	0.99346	0.99791
MOSPD1	5	-0.00098869	-0.0085828	0.9333	0.98975	0.99315	0.99791
MOSPD2	5	0.13788	1.1259	0.1715	0.61016	0.2602	0.69973
MOSPD3	5	-0.077713	-0.55138	0.65961	0.93131	0.58137	0.85994
MOV10	5	-0.17424	-1.4116	0.34422	0.78664	0.15807	0.63946
MOV10L1	10	0.13315	1.6455	0.056203	0.37015	0.099861	0.58241
MOXD1	5	0.15085	1.2894	0.13146	0.54906	0.19726	0.66451
MPC1	4	0.076227	0.65685	0.51361	0.87675	0.51128	0.82712
MPC2	5	0.10692	0.89687	0.29285	0.74809	0.36979	0.75858
MPDU1	5	-0.034063	-0.4127	0.8701	0.98287	0.67983	0.90239
MPDZ	5	0.028669	0.24848	0.74647	0.96165	0.80377	0.94687
MPEG1	5	-0.053161	-0.54558	0.7748	0.96687	0.58535	0.86119
MPG	5	0.22817	1.52	0.019327	0.2028	0.12852	0.61418
MPHOSPH10	4	-0.92063	-2.7749	0.0026102	0.049474	0.0055219	0.087141
MPHOSPH6	5	-0.33575	-1.6758	0.10991	0.50847	0.093782	0.57395
MPHOSPH8	5	-0.25515	-1.6488	0.19782	0.64634	0.099189	0.58181
MPHOSPH9	5	-0.10443	-0.86905	0.55254	0.89318	0.38482	0.76804
MPI	5	0.11908	0.9877	0.24031	0.696	0.3233	0.73041
MPL	5	0.039428	0.406	0.67416	0.93684	0.68474	0.90412
MPLKIP	5	-0.068589	-0.5777	0.69999	0.94653	0.56346	0.84995
MPND	5	0.12008	0.89337	0.23642	0.69276	0.37166	0.75985
MPO	5	0.070121	0.88427	0.48567	0.86581	0.37655	0.7629
MPP1	5	0.042818	0.36428	0.65167	0.92963	0.71565	0.91689
MPP2	5	-0.055698	-0.55579	0.76208	0.96456	0.57835	0.85851
MPP3	5	0.0059111	0.056699	0.89248	0.9842	0.95478	0.98925
MPP4	5	-0.067577	-0.64213	0.70477	0.9485	0.52079	0.83228
MPP5	5	0.017345	0.1538	0.81989	0.97594	0.87777	0.97011
MPP6	5	-0.019232	-0.094423	0.95679	0.99343	0.92477	0.98198
MPP7	5	-0.0053723	-0.024125	0.96001	0.99436	0.98075	0.99459
MPPE1	5	-0.070044	-0.36686	0.69294	0.94375	0.71373	0.91619
MPPED1	5	0.044366	0.63945	0.64167	0.92807	0.52253	0.83231
MPPED2	5	0.022956	0.15186	0.78291	0.96867	0.8793	0.97052
MPRIP	5	-0.095899	-0.96946	0.58503	0.90874	0.33232	0.73627
MPST	5	0.08742	0.70773	0.38976	0.81302	0.47911	0.81314
MPV17	5	-0.0037013	-0.044497	0.95096	0.99343	0.96451	0.99211
MPV17L	7	0.16275	1.2546	0.05015	0.35164	0.20964	0.66863
MPV17L2	5	-0.10107	-0.69654	0.56559	0.90088	0.48609	0.81694
MPZ	5	-0.023931	-0.26193	0.92791	0.98806	0.79337	0.94341
MPZL1	6	-0.028874	-0.21979	0.91614	0.98702	0.82603	0.95364
MPZL2	5	-0.056816	-0.28987	0.75641	0.96366	0.77191	0.93714
MPZL3	5	-0.037972	-0.21319	0.85144	0.97844	0.83118	0.95476
MR1	5	0.055182	0.55451	0.57425	0.90314	0.57923	0.85876
MRAP	8	0.26338	2.7203	0.00077752	0.019391	0.006522	0.099102
MRAP2	5	0.17761	1.6277	0.072476	0.42034	0.10359	0.58439
MRAS	8	0.13168	1.1306	0.093136	0.47161	0.25823	0.69881
MRC1	5	0.041897	0.43897	0.65834	0.93131	0.66068	0.89417
MRC2	5	-0.015923	-0.1468	0.97723	0.99559	0.88329	0.97149
MRE11A	5	-0.051929	-0.42236	0.78046	0.96825	0.67276	0.89918
MREG	5	-0.048749	-0.32761	0.79679	0.9715	0.74321	0.92698
MRFAP1	5	0.030871	0.40443	0.73264	0.95787	0.6859	0.90458
MRFAP1L1	4	0.25396	1.6023	0.017383	0.18924	0.1091	0.58908
MRGBP	5	-0.29985	-2.1329	0.14295	0.57007	0.032932	0.34079
MRGPRD	5	-0.18134	-1.878	0.33028	0.77896	0.060381	0.48896
MRGPRE	5	0.17699	1.7101	0.073476	0.42327	0.087246	0.56422
MRGPRF	5	-0.08147	-0.7077	0.64417	0.92859	0.47913	0.81314
MRGPRG	5	0.29039	1.7771	0.0025547	0.049145	0.075554	0.53434
MRGPRX1	5	0.040486	0.24704	0.66728	0.93487	0.80488	0.94717
MRGPRX2	5	0.1839	1.4924	0.062201	0.38701	0.13559	0.61908
MRGPRX3	5	-0.035767	-0.29592	0.86166	0.98017	0.76729	0.93512
MRGPRX4	5	0.10355	0.81437	0.30917	0.76385	0.41543	0.78311
MRI1	5	0.097782	0.95774	0.33672	0.78252	0.33819	0.73991
MRM1	5	0.073794	0.6011	0.46479	0.85565	0.54777	0.84279
MRO	5	-0.027337	-0.21497	0.90642	0.98534	0.82979	0.95399
MROH1	5	0.14278	1.6024	0.15489	0.58679	0.10906	0.58908
MROH2B	5	0.15131	1.0915	0.12996	0.54692	0.27504	0.7078
MROH6	5	0.13676	1.0601	0.17489	0.61468	0.28908	0.71589
MROH7	5	0.025657	0.27053	0.76436	0.96456	0.78675	0.94084
MROH9	5	0.042729	0.22191	0.65223	0.92963	0.82438	0.95324
MRP63	5	-0.71059	-3.0992	0.0058869	0.092415	0.0019403	0.039433
MRPL1	5	-0.21201	-1.3026	0.26719	0.7214	0.19272	0.66202
MRPL10	5	-0.74667	-3.63	0.0047762	0.079482	0.00028345	0.008953
MRPL11	5	-0.69065	-3.0077	0.0069421	0.10297	0.002632	0.049263
MRPL12	5	-0.34168	-2.553	0.10469	0.49514	0.010681	0.14648
MRPL13	5	-0.39903	-1.8865	0.066644	0.40268	0.059226	0.48452
MRPL14	5	-0.26408	-2.0763	0.18538	0.62924	0.037868	0.37692
MRPL15	5	-0.27563	-1.6661	0.17028	0.60974	0.0957	0.57554
MRPL16	5	-0.85512	-3.449	0.0014995	0.032374	0.00056259	0.015302
MRPL17	5	-0.65648	-2.988	0.0088304	0.12335	0.0028078	0.051589
MRPL18	5	-0.64974	-3.0157	0.0096079	0.13186	0.0025636	0.048411
MRPL19	5	-0.39957	-2.7852	0.066478	0.40195	0.0053492	0.084861
MRPL2	5	-0.35874	-2.1108	0.09147	0.46723	0.034789	0.35531
MRPL20	5	-0.55634	-2.9323	0.019105	0.20176	0.0033642	0.059225
MRPL21	8	-0.85626	-4.7621	0.00011107	0.0047393	1.9155e-06	0.0002053
MRPL22	5	-0.57124	-2.4565	0.016383	0.18109	0.014028	0.17895
MRPL23	5	-0.58112	-2.7579	0.015384	0.17532	0.005818	0.090857
MRPL24	5	-0.48347	-2.5781	0.032878	0.2742	0.0099337	0.13844
MRPL27	5	-0.48037	-1.938	0.033822	0.27758	0.052621	0.45475
MRPL28	5	-0.55057	-2.9323	0.019827	0.20541	0.0033649	0.059225
MRPL3	5	-0.63468	-3.1416	0.010497	0.13856	0.0016801	0.035675
MRPL30	5	-0.26773	-1.2137	0.17911	0.61949	0.22485	0.67958
MRPL32	5	-0.36607	-2.1951	0.087249	0.45576	0.02816	0.30398
MRPL33	2	-0.46176	-1.6979	0.15001	0.58224	0.089522	0.56883
MRPL34	5	-0.69612	-3.2573	0.0066644	0.10059	0.0011246	0.026436
MRPL35	5	-0.59271	-2.2866	0.013995	0.16428	0.022218	0.25546
MRPL36	5	-0.48557	-2.8532	0.0326	0.2734	0.0043278	0.071955
MRPL37	5	-0.69052	-2.8898	0.0069421	0.10297	0.0038546	0.06629
MRPL38	5	-0.74998	-3.5581	0.004554	0.076208	0.00037359	0.01123
MRPL39	4	-0.63008	-2.7538	0.020715	0.21097	0.0058904	0.091592
MRPL4	5	-0.54313	-3.0908	0.021049	0.21352	0.0019963	0.040173
MRPL40	5	-0.48113	-2.6757	0.033655	0.27684	0.0074571	0.11033
MRPL41	5	-0.69731	-2.9896	0.0066089	0.10025	0.0027937	0.051435
MRPL42	5	-0.49999	-2.3089	0.028768	0.2572	0.020949	0.24384
MRPL43	5	-0.6767	-2.8786	0.007553	0.10915	0.0039947	0.06805
MRPL44	5	-0.74491	-3.2027	0.0048317	0.080258	0.0013615	0.030416
MRPL45	5	-0.76119	-2.9236	0.0039987	0.069632	0.0034603	0.060609
MRPL46	5	-0.57645	-3.0907	0.015939	0.17926	0.0019968	0.040173
MRPL47	6	-0.93304	-3.9979	0.00033322	0.011111	6.3917e-05	0.0029479
MRPL48	5	-0.62517	-2.8045	0.011274	0.14552	0.0050397	0.081168
MRPL49	5	-0.65566	-3.2879	0.0088304	0.12335	0.0010093	0.024232
MRPL50	5	-0.67656	-3.4456	0.007553	0.10915	0.00056987	0.015453
MRPL51	5	-0.57892	-3.0109	0.015717	0.17788	0.002605	0.048961
MRPL52	10	-0.49331	-3.5894	0.0017216	0.035632	0.00033142	0.010097
MRPL53	5	-0.59818	-3.3764	0.013496	0.16125	0.00073441	0.018573
MRPL54	5	-0.25807	-2.0608	0.1941	0.64199	0.039324	0.3865
MRPL55	5	-0.69229	-3.3138	0.0068311	0.10207	0.00092032	0.022515
MRPL9	5	-0.70036	-3.2387	0.0064423	0.098305	0.0012006	0.027823
MRPS10	5	-0.59418	-2.3048	0.013551	0.16159	0.021179	0.24599
MRPS11	5	-0.61031	-2.848	0.012107	0.15034	0.0043998	0.072749
MRPS12	5	-0.82547	-3.7967	0.0018327	0.0375	0.00014664	0.0054795
MRPS14	5	-0.91378	-3.0209	0.00088859	0.021592	0.0025203	0.048123
MRPS15	5	-0.34205	-2.482	0.10424	0.49434	0.013064	0.16959
MRPS16	5	-0.77532	-3.6296	0.0035544	0.063745	0.00028391	0.008953
MRPS17	5	-0.25076	-1.6515	0.20415	0.65538	0.098632	0.58058
MRPS18A	5	-0.44738	-2.4379	0.044818	0.32939	0.014775	0.1856
MRPS18B	5	-0.48391	-2.8726	0.032822	0.27412	0.0040713	0.068899
MRPS18C	5	-0.58413	-2.4276	0.015051	0.17281	0.015199	0.1894
MRPS2	5	-0.6323	-3.1306	0.010552	0.13879	0.0017444	0.036497
MRPS21	5	-0.91417	-3.7441	0.00088859	0.021592	0.00018106	0.0063551
MRPS22	5	-0.56602	-2.7806	0.017105	0.18712	0.0054259	0.085776
MRPS23	5	-0.48125	-3.0051	0.0336	0.27663	0.0026546	0.049575
MRPS24	5	-0.62349	-3.1403	0.01133	0.14592	0.001688	0.0358
MRPS25	5	-0.77413	-3.4275	0.003721	0.066271	0.00060925	0.016156
MRPS26	5	-0.37114	-2.7488	0.08375	0.44668	0.0059817	0.09277
MRPS27	4	-0.75189	-3.0542	0.0088859	0.12393	0.0022568	0.044217
MRPS28	5	-0.28723	-2.5386	0.15673	0.58927	0.011131	0.15092
MRPS30	4	-0.53116	-2.5413	0.041375	0.31448	0.011043	0.15007
MRPS31	5	-0.64666	-2.2813	0.0098301	0.13389	0.022532	0.25776
MRPS33	5	-0.72199	-3.119	0.0054982	0.088314	0.0018147	0.037386
MRPS34	4	-0.58125	-3.0057	0.028935	0.25779	0.0026497	0.049544
MRPS35	5	-0.64314	-2.6664	0.010052	0.13558	0.0076661	0.11274
MRPS36	5	-0.09901	-0.6869	0.57403	0.9031	0.49214	0.82036
MRPS5	5	-0.7658	-3.1744	0.0039431	0.068865	0.0015017	0.032657
MRPS6	5	-0.45141	-2.6712	0.043374	0.32326	0.0075591	0.11147
MRPS7	5	-0.29815	-2.3766	0.14556	0.57491	0.017475	0.21117
MRPS9	5	-0.18398	-1.1505	0.32389	0.77564	0.24994	0.69373
MRRF	5	-0.13263	-1.0753	0.46018	0.85319	0.28224	0.71244
MRS2	5	0.061572	0.33301	0.53615	0.88748	0.73913	0.92595
MRTO4	5	-0.66383	-3.1293	0.0082195	0.11617	0.0017522	0.036601
MRVI1	5	-0.0015536	-0.010128	0.9378	0.99027	0.99192	0.99777
MS4A1	4	-0.17427	-1.2291	0.37571	0.80206	0.21903	0.67575
MS4A10	5	-0.28514	-2.0596	0.15917	0.59374	0.039439	0.38742
MS4A12	5	-0.10873	-0.94596	0.53832	0.88878	0.34417	0.74444
MS4A13	6	-0.22298	-1.29	0.21843	0.6715	0.19705	0.66451
MS4A14	5	0.03528	0.35611	0.70277	0.94843	0.72176	0.9189
MS4A15	5	-0.064664	-0.57906	0.72009	0.95458	0.56255	0.84977
MS4A2	5	-0.10681	-0.59722	0.54399	0.89005	0.55036	0.84434
MS4A3	13	-0.067172	-0.54134	0.68322	0.9403	0.58827	0.86236
MS4A4A	5	-0.2183	-1.8693	0.25564	0.70903	0.061575	0.49407
MS4A5	5	0.044374	0.23757	0.64145	0.92807	0.81222	0.94959
MS4A6A	5	-0.068562	-0.39904	0.7001	0.94654	0.68986	0.90581
MS4A6E	5	-0.017148	-0.13837	0.96984	0.99476	0.88994	0.97331
MS4A7	5	-0.10914	-0.45324	0.53677	0.88776	0.65038	0.89034
MS4A8	5	-0.10859	-1.1075	0.5386	0.88914	0.26808	0.70425
MSANTD1	5	0.092003	0.83565	0.3661	0.79748	0.40335	0.77858
MSANTD2	5	-0.043782	-0.48447	0.81962	0.97586	0.62805	0.88036
MSANTD3	6	-0.16761	-1.0486	0.33966	0.78413	0.29437	0.71665
MSANTD4	5	-0.021348	-0.12991	0.94369	0.99189	0.89664	0.97531
MSC	5	0.1103	0.85347	0.27702	0.73195	0.3934	0.77374
MSGN1	5	-0.034967	-0.37618	0.86543	0.98167	0.70678	0.91274
MSH2	5	-0.0085903	-0.067429	0.97878	0.99573	0.94624	0.98625
MSH3	5	-0.078174	-0.71981	0.65811	0.93131	0.47164	0.80865
MSH4	5	-0.13569	-1.3778	0.45007	0.84929	0.16826	0.64875
MSH5	5	0.0072194	0.05732	0.88487	0.98354	0.95429	0.98917
MSH6	5	0.01407	0.14411	0.83989	0.97829	0.88541	0.97184
MSI1	5	0.086729	0.92532	0.39331	0.81524	0.3548	0.74913
MSI2	5	-0.053341	-0.4792	0.7738	0.96673	0.63179	0.88221
MSL1	5	-0.24953	-1.9199	0.20593	0.65652	0.054866	0.46406
MSL2	5	0.025577	0.20596	0.76486	0.96456	0.83682	0.95757
MSL3	9	0.15941	1.5001	0.030712	0.26702	0.13359	0.61713
MSLN	5	0.21351	2.1348	0.02949	0.26091	0.03278	0.33961
MSMB	7	-0.093684	-1.092	0.57847	0.9059	0.27483	0.7078
MSMO1	9	-0.19267	-1.6944	0.20826	0.65917	0.090185	0.56978
MSMP	5	0.026431	0.31413	0.76075	0.96456	0.75342	0.93123
MSN	5	0.1061	1.0366	0.29629	0.75053	0.29993	0.71923
MSR1	5	0.15932	1.0149	0.10913	0.50749	0.31014	0.72387
MSRA	5	0.12794	0.93808	0.20593	0.65652	0.3482	0.74692
MSRB1	5	0.090526	1.0892	0.37382	0.80067	0.27605	0.70845
MSRB2	5	0.036507	0.19358	0.69388	0.94388	0.8465	0.96031
MSRB3	5	-0.0019565	-0.015415	0.93985	0.9911	0.9877	0.99667
MSS51	5	-0.015301	-0.11399	0.98062	0.99573	0.90924	0.97824
MST1	5	-0.28591	-2.2242	0.158	0.59197	0.026138	0.28768
MST1R	5	-0.018297	-0.24901	0.96212	0.99463	0.80336	0.94668
MST4	5	0.090609	0.56299	0.37343	0.80067	0.57344	0.85551
MSTN	5	-0.0092384	-0.092386	0.98251	0.99573	0.92639	0.98219
MSTO1	5	-0.27706	-2.127	0.16828	0.60636	0.033416	0.345
MSX1	5	0.10407	0.76193	0.30673	0.76253	0.4461	0.79641
MSX2	5	-0.039302	-0.41237	0.84477	0.97829	0.68007	0.9025
MT1A	2	-0.33524	-1.6102	0.22542	0.68115	0.10735	0.58825
MT1B	3	-0.57004	-2.2215	0.059591	0.38143	0.026317	0.28877
MT1E	2	-0.62376	-1.9606	0.091803	0.46774	0.04992	0.44696
MT1F	2	-0.073767	-0.38196	0.68105	0.93934	0.70249	0.91119
MT1H	1	-0.37335	-1.3497	0.23759	0.69419	0.17712	0.65317
MT1HL1	1	0.15952	0.50578	0.5055	0.87272	0.61301	0.87491
MT1M	1	0.076643	0.74047	0.79779	0.97179	0.45901	0.8018
MT2A	1	0.041526	0.079202	0.92419	0.98754	0.93687	0.98399
MT3	2	-0.04444	-0.35139	0.78557	0.96905	0.72529	0.91969
MT4	3	0.16896	1.0178	0.19344	0.64108	0.30879	0.72342
MTA1	5	0.019084	0.24504	0.80745	0.97398	0.80642	0.94781
MTA2	5	-0.46616	-2.5837	0.038487	0.30104	0.0097757	0.13666
MTA3	5	-0.050521	-0.37512	0.7864	0.96907	0.70757	0.9132
MTAP	5	-0.13299	-0.625	0.45885	0.8524	0.53197	0.837
MTBP	5	-0.92733	-2.4887	0.00088859	0.021592	0.012822	0.16742
MTCH1	5	0.0085483	0.082551	0.87682	0.98331	0.93421	0.98319
MTCH2	5	-0.046017	-0.29966	0.80951	0.97415	0.76444	0.93502
MTCP1	5	0.17493	1.3232	0.076475	0.42911	0.18578	0.65952
MTDH	5	0.13182	1.0679	0.19238	0.63989	0.28555	0.71413
MTERF	5	0.15913	0.99073	0.10952	0.50825	0.32182	0.72927
MTERFD1	4	0.080602	0.35212	0.48995	0.86823	0.72475	0.9196
MTERFD2	5	-0.23094	-1.6001	0.2337	0.68972	0.10958	0.59023
MTERFD3	5	0.098802	0.58137	0.33239	0.77997	0.56099	0.849
MTF1	5	-0.019621	-0.21936	0.9544	0.99343	0.82637	0.95364
MTF2	5	-0.14589	-0.83872	0.41875	0.82996	0.40163	0.77825
MTFMT	5	-0.3243	-1.9301	0.1199	0.52543	0.053595	0.45898
MTFP1	6	-0.015028	-0.15845	0.99556	0.99939	0.8741	0.96877
MTFR1	5	0.19556	1.4538	0.046707	0.33721	0.14601	0.62754
MTFR1L	5	0.061897	0.596	0.53427	0.88624	0.55118	0.84471
MTFR2	5	0.046886	0.40935	0.62685	0.92332	0.68228	0.90291
MTG1	5	-0.18728	-2.1234	0.31656	0.76871	0.033724	0.34778
