Gene	sgRNA	Mel202|beta	Mel202|z	Mel202|p-value	Mel202|fdr	Mel202|wald-p-value	Mel202|wald-fdr
P2RY2	5	0.076813	0.3892	0.51838	0.83705	0.69713	0.88166
P2RY4	5	0.244	1.8382	0.05226	0.30852	0.066029	0.43202
P2RY6	5	-0.018093	-0.15072	0.96157	0.99192	0.8802	0.95446
P2RY8	5	0.031961	0.42833	0.7282	0.92698	0.66841	0.86946
P4HA1	5	0.11945	0.51718	0.34244	0.72601	0.60503	0.83567
P4HA2	5	-0.19403	-1.3296	0.41958	0.78193	0.18365	0.58865
P4HA3	5	0.12948	1.0027	0.30912	0.7054	0.31599	0.68104
P4HB	5	-0.47488	-2.7713	0.063923	0.34617	0.0055828	0.078966
P4HTM	5	0.038906	0.33833	0.69394	0.91131	0.73512	0.89581
PA2G4	5	-0.46008	-2.01	0.071587	0.36707	0.044434	0.34984
PAAF1	5	0.0053311	0.038826	0.85194	0.96618	0.96903	0.98818
PABPC1	5	-0.69715	-2.7233	0.01033	0.11025	0.0064643	0.088514
PABPC1L	5	0.037587	0.22611	0.70082	0.91528	0.82111	0.93204
PABPC1L2A	2	0.18416	0.9874	0.38348	0.75846	0.32345	0.68608
PABPC1L2B	3	-0.0083178	-0.068175	0.97756	0.99519	0.94565	0.98044
PABPC3	5	0.16437	0.8854	0.19621	0.5914	0.37594	0.71351
PABPC4	5	0.072941	0.52729	0.53521	0.8452	0.59799	0.83121
PABPC5	5	0.10685	0.87595	0.39098	0.76125	0.38105	0.71666
PABPN1	4	-1.2845	-3.6078	0.00055537	0.012739	0.00030877	0.0097998
PABPN1L	5	0.14639	1.4841	0.25058	0.65716	0.13779	0.54718
PACRG	5	0.25721	1.6319	0.040209	0.26684	0.1027	0.5028
PACRGL	7	0.30782	1.3062	0.0033322	0.04918	0.1915	0.59574
PACS1	5	0.026069	0.22401	0.75364	0.93367	0.82275	0.93286
PACS2	5	-0.042526	-0.29408	0.92825	0.98491	0.76869	0.90952
PACSIN1	5	-0.0036876	-0.024139	0.89609	0.97771	0.98074	0.99254
PACSIN2	5	0.085109	0.38168	0.48412	0.82508	0.7027	0.88421
PACSIN3	5	-0.081509	-0.80366	0.77147	0.94081	0.4216	0.73973
PADI1	5	0.27361	1.5457	0.027657	0.21401	0.12217	0.53094
PADI2	5	0.20713	0.98786	0.1013	0.43692	0.32322	0.68608
PADI3	5	-0.19675	-1.1501	0.41314	0.77626	0.25011	0.64198
PADI4	5	0.19851	1.3928	0.11707	0.47012	0.16368	0.57116
PAEP	5	-0.20877	-1.2197	0.38576	0.75959	0.22259	0.61971
PAF1	5	-0.83782	-2.6773	0.0026658	0.041237	0.0074221	0.098122
PAFAH1B1	5	-1.5935	-3.1909	0	0	0.0014184	0.029424
PAFAH1B2	5	0.2429	1.2656	0.052982	0.31055	0.20564	0.60903
PAFAH1B3	5	-0.0096908	-0.080293	0.92453	0.98422	0.936	0.9764
PAFAH2	5	0.16398	0.90805	0.19788	0.59334	0.36385	0.70717
PAG1	5	-0.44745	-1.6774	0.078196	0.38544	0.093469	0.4836
PAGE1	5	0.14156	0.66104	0.26652	0.67194	0.50858	0.78525
PAGE2	2	0.41204	0.92266	0.027546	0.21379	0.35618	0.70245
PAGE2B	2	0.17891	0.99555	0.40031	0.76871	0.31947	0.68407
PAGE4	5	0.13036	0.60768	0.30673	0.70405	0.5434	0.79971
PAGE5	4	0.25301	1.4146	0.067922	0.35789	0.15718	0.56596
PAGR1	5	-0.043369	-0.36383	0.92497	0.98422	0.71598	0.8891
PAH	5	0.0044558	0.033984	0.85644	0.96787	0.97289	0.98993
PAICS	4	-0.21924	-1.2523	0.39337	0.76293	0.21046	0.61064
PAIP1	5	-0.20523	-1.303	0.39448	0.76393	0.19257	0.59712
PAIP2	4	-0.16365	-0.87144	0.52155	0.83842	0.38351	0.71816
PAIP2B	5	0.27381	1.3407	0.027546	0.21379	0.18001	0.58437
PAK1	5	0.024764	0.13991	0.76008	0.9361	0.88873	0.95824
PAK1IP1	5	-1.6218	-3.9351	0	0	8.3166e-05	0.0038104
PAK2	5	-0.20713	-1.8789	0.38987	0.76042	0.060264	0.41448
PAK3	5	0.23467	1.3817	0.061868	0.33891	0.16706	0.57319
PAK4	5	0.069536	0.39566	0.55059	0.85267	0.69236	0.87918
PAK6	5	0.22167	1.5835	0.079807	0.38869	0.11331	0.52007
PAK7	5	0.058609	0.59298	0.60074	0.87647	0.55319	0.8057
PALB2	5	-0.27162	-1.7271	0.26541	0.67083	0.084148	0.46891
PALD1	5	0.048748	0.3276	0.64523	0.89383	0.74321	0.89887
PALLD	5	-0.016591	-0.095818	0.95424	0.99049	0.92367	0.97232
PALM	5	-0.0076384	-0.029298	0.91414	0.98204	0.97663	0.99138
PALM2	5	0.092648	0.65932	0.45207	0.80467	0.50969	0.78578
PALM2-AKAP2	2	0.082763	0.83708	0.72293	0.92411	0.40255	0.72914
PALM3	5	0.093947	0.70856	0.44591	0.80066	0.47859	0.77063
PALMD	5	0.074806	0.42147	0.52671	0.84075	0.67341	0.87141
PAM	5	0.24739	0.96701	0.048817	0.29766	0.33354	0.69222
PAM16	5	-1.4912	-3.9987	0	0	6.3688e-05	0.0031332
PAMR1	5	0.12327	0.82586	0.32978	0.71941	0.40888	0.73199
PAN2	5	-0.068471	-0.49125	0.82306	0.95718	0.62325	0.84575
PAN3	5	0.090256	0.59808	0.46157	0.80984	0.54979	0.80359
PANK1	5	0.17916	1.1288	0.15922	0.54186	0.25898	0.64724
PANK2	5	0.13195	0.69338	0.30046	0.70031	0.48807	0.77497
PANK3	5	-0.11798	-1.159	0.64062	0.89123	0.24647	0.6399
PANK4	5	-0.011235	-0.077604	0.93102	0.98504	0.93814	0.97728
PANX1	5	0.14273	1.1436	0.2618	0.66742	0.2528	0.64425
PANX2	5	0.17403	1.1059	0.17139	0.55924	0.26878	0.65348
PANX3	5	0.31587	1.5605	0.0098856	0.10678	0.11865	0.5275
PAOX	4	-0.29708	-1.591	0.2608	0.66662	0.11162	0.51678
PAPD4	5	0.36789	1.9296	0.0024992	0.039613	0.053652	0.39149
PAPD5	5	0.15999	1.1321	0.20804	0.6069	0.2576	0.64638
PAPD7	5	0.13102	1.2385	0.30429	0.70298	0.21554	0.61436
PAPL	5	-0.012212	-0.10461	0.93541	0.98607	0.91668	0.96979
PAPLN	5	0.065515	0.51031	0.57031	0.86308	0.60984	0.8373
PAPOLA	5	-0.52482	-1.5472	0.043486	0.27855	0.12183	0.53075
PAPOLG	5	0.17879	1.3284	0.16022	0.54362	0.18404	0.589
PAPPA	4	0.14207	1.0696	0.32145	0.71557	0.28481	0.66228
PAPPA2	5	0.00063717	0.0051046	0.87426	0.9718	0.99593	0.99853
PAPSS1	5	0.24131	1.2945	0.054871	0.31667	0.19549	0.59823
PAPSS2	5	0.14979	1.5428	0.2387	0.6438	0.12289	0.5317
PAQR3	5	0.15889	0.68795	0.21087	0.61032	0.49148	0.77683
PAQR4	5	-0.033238	-0.43288	0.96784	0.99384	0.6651	0.86777
PAQR5	5	0.12242	1.0111	0.33222	0.72003	0.31199	0.67968
PAQR6	5	-0.53323	-2.4567	0.040264	0.26684	0.014021	0.15691
PAQR7	5	0.0055429	0.042137	0.85072	0.96564	0.96639	0.98745
PAQR8	5	-0.103	-0.76601	0.69288	0.91094	0.44367	0.75433
PAQR9	5	0.11491	1.1728	0.36021	0.74168	0.24088	0.63497
PARD3	5	-0.01883	-0.1513	0.96529	0.99314	0.87974	0.95446
PARD3B	5	0.21702	1.3244	0.085805	0.40297	0.18536	0.5901
PARD6A	5	-0.032368	-0.29077	0.9714	0.99428	0.77123	0.91039
PARD6B	5	0.029686	0.14498	0.73831	0.92992	0.88473	0.95627
PARD6G	5	0.063049	0.6255	0.58147	0.86815	0.53164	0.79412
PARK2	5	0.12197	1.1508	0.33378	0.72083	0.24983	0.64197
PARK7	5	-0.1243	-0.72772	0.62168	0.88532	0.46678	0.76603
PARL	5	-0.62554	-2.3863	0.020271	0.17565	0.01702	0.17994
PARM1	5	0.15184	1.0654	0.23298	0.63795	0.28671	0.66257
PARN	5	0.088301	0.42995	0.46907	0.81425	0.66723	0.86891
PARP1	5	-0.5409	-2.3805	0.037821	0.25884	0.01729	0.18174
PARP10	5	-0.40348	-1.5125	0.10802	0.45187	0.13041	0.54004
PARP11	5	0.13466	0.6586	0.29101	0.69224	0.51015	0.78594
PARP12	5	0.022106	0.16535	0.77296	0.94161	0.86867	0.94956
PARP14	5	0.11881	0.81602	0.34489	0.7287	0.41449	0.73534
PARP15	5	-0.14896	-0.79822	0.54471	0.84918	0.42474	0.74193
PARP16	5	0.13539	1.0465	0.28779	0.69038	0.29535	0.66782
PARP2	5	0.017558	0.13403	0.79418	0.94712	0.89338	0.96039
PARP3	5	0.16949	0.7951	0.18233	0.5746	0.42656	0.74324
PARP4	5	0.057692	0.39117	0.60435	0.87744	0.69567	0.88079
PARP6	5	0.024176	0.19346	0.76308	0.93699	0.8466	0.94052
PARP8	5	0.083727	0.57226	0.49056	0.82851	0.56715	0.81363
PARP9	5	0.18027	1.2846	0.1565	0.53707	0.19894	0.60235
PARPBP	5	0.17207	0.84976	0.17627	0.56646	0.39546	0.72492
PARS2	5	-0.70696	-3.2649	0.0092191	0.10234	0.001095	0.024282
PARVA	5	0.14482	1.1529	0.25575	0.6623	0.24894	0.64188
PARVB	5	0.006481	0.088321	0.84655	0.96438	0.92962	0.97456
PARVG	5	0.28616	1.8964	0.020604	0.17692	0.057913	0.40571
PASD1	5	0.31423	1.3858	0.010274	0.10999	0.16582	0.57166
PASK	5	0.13039	0.88349	0.30662	0.70405	0.37697	0.7138
PATE1	5	0.30141	1.6524	0.014773	0.14347	0.098448	0.49295
PATE2	5	0.27922	1.4359	0.023881	0.19422	0.15103	0.5605
PATE3	5	0.15663	0.8467	0.21826	0.62261	0.39716	0.7262
PATE4	4	0.37117	1.442	0.0055537	0.071685	0.1493	0.55809
PATL1	5	0.38371	1.7799	0.0017216	0.030969	0.075092	0.45312
PATL2	5	-0.016876	-0.13333	0.95563	0.99119	0.89393	0.96039
PATZ1	5	0.16887	1.7779	0.18388	0.57663	0.07542	0.45403
PAWR	5	0.11609	0.56917	0.3556	0.73657	0.56924	0.81443
PAX1	5	0.076698	0.54178	0.51894	0.83739	0.58797	0.82532
PAX2	5	-0.0057778	-0.045919	0.90536	0.97897	0.96337	0.9871
PAX3	5	-0.48974	-2.1171	0.056315	0.32119	0.034248	0.29662
PAX4	5	0.021875	0.16057	0.77441	0.94254	0.87244	0.95195
PAX5	10	0.20182	1.8484	0.021659	0.18237	0.064539	0.42787
PAX6	5	0.16595	1.087	0.19188	0.58556	0.27703	0.65947
PAX7	5	0.067073	0.59814	0.56292	0.85933	0.54974	0.80359
PAX8	5	0.091647	0.70828	0.45607	0.80741	0.47877	0.77068
PAX9	5	0.1107	0.63503	0.37626	0.75308	0.52541	0.79328
PAXBP1	5	-0.2796	-1.4185	0.2518	0.65758	0.15604	0.56525
PAXIP1	5	-0.12992	-0.83091	0.6033	0.87697	0.40602	0.73029
PBDC1	4	0.2215	1.1522	0.11535	0.46695	0.24924	0.64188
PBK	5	0.086913	0.42804	0.47529	0.81966	0.66862	0.86951
PBLD	5	0.19988	1.153	0.1148	0.46578	0.24889	0.64188
PBOV1	5	0.32807	1.1162	0.0069421	0.083056	0.26434	0.65134
PBRM1	5	0.077974	0.59669	0.51338	0.83568	0.55071	0.80396
PBX1	5	-0.10642	-0.64305	0.68094	0.90701	0.52019	0.79136
PBX2	5	-0.13732	-0.84276	0.57892	0.86657	0.39936	0.72768
PBX3	5	0.1174	0.74426	0.35072	0.73268	0.45672	0.7617
PBX4	5	-0.078929	-0.61257	0.78018	0.94404	0.54016	0.79818
PBXIP1	5	-0.095237	-0.48512	0.72265	0.92411	0.62759	0.84834
PC	5	-0.2601	-1.6931	0.28357	0.6871	0.090432	0.47674
PCBD1	5	0.19961	1.1923	0.11535	0.46695	0.23316	0.629
PCBD2	5	-0.24946	-1.3345	0.30173	0.7013	0.18203	0.58675
PCBP1	5	-0.62386	-2.7065	0.020604	0.17692	0.0067992	0.092259
PCBP2	5	-0.7547	-3.0659	0.0057203	0.072792	0.0021698	0.039797
PCBP3	5	0.19382	1.4146	0.12551	0.48487	0.15719	0.56596
PCBP4	4	0.076366	0.45395	0.58175	0.86815	0.64986	0.86188
PCCA	5	0.12906	1.2634	0.31073	0.70644	0.20646	0.60984
PCCB	5	0.093631	0.69773	0.44724	0.80145	0.48535	0.77299
PCDH1	5	0.26818	1.4425	0.031767	0.2329	0.14915	0.55795
PCDH10	5	-0.11822	-0.92158	0.63984	0.89075	0.35675	0.70281
PCDH11X	3	0.1354	0.80353	0.42625	0.78678	0.42167	0.73973
PCDH11Y	2	0.30407	1.075	0.12229	0.47995	0.28236	0.66126
PCDH12	5	0.031842	0.3225	0.72865	0.92698	0.74707	0.89978
PCDH15	5	0.16802	1.1355	0.18599	0.57766	0.25617	0.64522
PCDH17	5	-0.13572	-1.0743	0.58481	0.86954	0.28267	0.66126
PCDH18	5	0.0034163	0.020233	0.86193	0.96989	0.98386	0.99384
PCDH19	5	0.17	1.2176	0.18133	0.57331	0.22337	0.62016
PCDH20	5	-0.024888	-0.19383	0.99361	0.99844	0.84631	0.94049
PCDH7	5	-0.096183	-0.74403	0.71915	0.92275	0.45686	0.76171
PCDH8	5	-0.030642	-0.31248	0.97901	0.99543	0.75468	0.90308
PCDH9	5	0.11289	0.52457	0.3691	0.75011	0.59988	0.83268
PCDHA1	5	-0.092929	-0.6896	0.73059	0.92758	0.49045	0.77646
PCDHA10	5	0.060244	0.27999	0.59358	0.87356	0.77948	0.91481
PCDHA11	5	0.16472	1.4112	0.19532	0.59	0.15818	0.56605
PCDHA12	5	0.17985	1.0548	0.1575	0.53886	0.29151	0.66565
PCDHA13	5	0.22585	1.2322	0.073476	0.37215	0.21786	0.61617
PCDHA2	5	0.21537	1.1071	0.088526	0.40803	0.26825	0.65328
PCDHA3	5	0.0051106	0.039492	0.85299	0.96666	0.9685	0.98791
PCDHA4	4	0.11582	1.4392	0.41758	0.77974	0.15009	0.55966
PCDHA5	5	0.10655	0.96559	0.39248	0.76243	0.33425	0.69259
PCDHA6	5	0.15907	1.2279	0.2106	0.61032	0.21948	0.61738
PCDHA7	5	0.14087	0.99372	0.26919	0.67329	0.32036	0.68432
PCDHA8	5	0.071487	0.5528	0.5416	0.84793	0.5804	0.82041
PCDHA9	5	0.068005	0.83142	0.55815	0.8569	0.40574	0.73029
PCDHAC1	5	0.054778	0.36416	0.61829	0.88455	0.71574	0.88893
PCDHAC2	5	0.091563	0.66026	0.45629	0.80741	0.50909	0.7856
PCDHB1	5	0.12334	1.2567	0.32967	0.71941	0.20885	0.61064
PCDHB10	5	0.13746	0.77388	0.28074	0.68459	0.439	0.752
PCDHB11	5	-0.17504	-1.0853	0.46884	0.81425	0.27779	0.66009
PCDHB12	5	0.089076	0.63186	0.46612	0.81217	0.52748	0.79384
PCDHB13	5	0.19571	1.5272	0.12235	0.48006	0.12671	0.53482
PCDHB14	5	0.21899	0.73419	0.082972	0.39639	0.46283	0.76444
PCDHB15	5	0.071962	0.49842	0.53954	0.84701	0.61819	0.84204
PCDHB16	5	0.11019	0.83731	0.37871	0.75507	0.40242	0.72914
PCDHB2	5	0.047726	0.27736	0.65034	0.89622	0.78151	0.9156
PCDHB3	5	0.041926	0.37796	0.67977	0.90644	0.70546	0.88513
PCDHB4	5	0.11477	0.88036	0.36082	0.74201	0.37867	0.7153
PCDHB5	5	0.098699	0.62533	0.42569	0.78644	0.53176	0.79412
PCDHB6	5	0.11346	0.6914	0.36671	0.74774	0.48931	0.77563
PCDHB7	5	0.040962	0.44271	0.68483	0.9089	0.65797	0.86499
PCDHB8	5	-0.0087256	-0.074296	0.91942	0.98273	0.94078	0.97844
PCDHGA1	5	0.15135	0.71658	0.23381	0.63827	0.47363	0.76868
PCDHGA10	5	0.10164	0.70687	0.41331	0.77626	0.47965	0.77107
PCDHGA11	5	0.1901	1.2194	0.13373	0.50073	0.22267	0.61971
PCDHGA12	5	-0.028312	-0.18697	0.99061	0.99821	0.85168	0.94284
PCDHGA2	5	0.089345	0.61072	0.4654	0.81217	0.54138	0.79864
PCDHGA3	5	0.047929	0.32158	0.64939	0.89581	0.74777	0.89991
PCDHGA5	5	0.17874	1.1322	0.16045	0.54386	0.25753	0.64638
PCDHGA6	5	0.26698	1.5179	0.032545	0.23629	0.12904	0.53813
PCDHGA7	5	0.099373	0.78192	0.4228	0.78383	0.43426	0.74871
PCDHGA8	5	0.10981	0.93459	0.38054	0.75662	0.35	0.6991
PCDHGA9	4	-0.014661	-0.10587	0.97329	0.99428	0.91569	0.96908
PCDHGB1	5	0.11805	0.8672	0.34833	0.73141	0.38583	0.71943
PCDHGB2	5	0.19734	1.1323	0.11918	0.47425	0.25753	0.64638
PCDHGB3	5	0.2462	1.5204	0.049928	0.30077	0.1284	0.53806
PCDHGB4	5	0.12177	1.085	0.33428	0.72101	0.27793	0.66021
PCDHGB6	5	0.22254	1.3439	0.078752	0.38675	0.17899	0.58348
PCDHGB7	5	0.065363	0.50205	0.57081	0.86308	0.61563	0.84035
PCDHGC3	5	0.10155	1.347	0.41386	0.7769	0.17799	0.58348
PCDHGC4	5	0.24145	1.4497	0.054704	0.31591	0.14713	0.55701
PCDHGC5	5	0.0095703	0.087387	0.83261	0.96074	0.93036	0.9746
PCDP1	5	0.10674	0.83822	0.39131	0.76126	0.40191	0.72914
PCED1A	5	0.17726	1.1118	0.16383	0.54884	0.26622	0.65262
PCED1B	5	0.013562	0.098362	0.81328	0.95339	0.92165	0.97119
PCF11	5	-0.56042	-2.6167	0.0326	0.2365	0.0088789	0.11141
PCGF1	4	-0.072669	-0.57094	0.80018	0.94938	0.56804	0.81424
PCGF2	5	0.023784	0.21054	0.76486	0.93802	0.83325	0.93631
PCGF3	5	0.12315	0.78297	0.33028	0.7196	0.43365	0.74835
PCGF5	5	0.1147	0.63725	0.36099	0.74218	0.52396	0.79305
PCGF6	5	0.00091197	0.005041	0.87326	0.97152	0.99598	0.99853
PCID2	5	-0.18174	-1.8416	0.45257	0.805	0.065537	0.43056
PCIF1	5	0.05173	0.62599	0.63162	0.8881	0.53132	0.79412
PCK1	5	0.051941	0.42499	0.63057	0.88797	0.67085	0.87077
PCK2	5	-0.11246	-0.8536	0.65922	0.8998	0.39333	0.72393
PCLO	5	0.046907	0.34435	0.65511	0.89826	0.73058	0.89417
PCM1	5	-0.39186	-2.523	0.11757	0.47107	0.011634	0.13637
PCMT1	5	0.2532	1.2142	0.043652	0.27932	0.22466	0.62167
PCMTD1	5	-0.27451	-1.2259	0.26091	0.66662	0.22022	0.61773
PCMTD2	5	0.11634	0.54211	0.35466	0.73581	0.58774	0.82526
PCNA	5	-2.2624	-4.8268	0	0	1.3874e-06	0.00021633
PCNP	5	-0.1579	-1.0086	0.5191	0.83739	0.31317	0.67996
PCNT	5	0.17655	1.1289	0.16567	0.55159	0.25895	0.64724
PCNX	5	0.2633	1.9222	0.03521	0.24737	0.054579	0.39342
PCNXL2	5	-0.07512	-0.71844	0.79474	0.94712	0.47249	0.76844
PCNXL3	5	-0.27883	-2.0406	0.25319	0.65977	0.041289	0.33504
PCOLCE	5	0.086356	0.66994	0.47817	0.82102	0.5029	0.78189
PCOLCE2	5	0.099068	0.90937	0.42414	0.78505	0.36316	0.70677
PCP2	5	0.0076112	0.058689	0.84161	0.96235	0.9532	0.98407
PCP4	2	0.41351	0.92848	0.02688	0.20952	0.35316	0.70067
PCP4L1	2	-0.070234	-0.20164	0.77841	0.94404	0.8402	0.93815
PCSK1	5	0.14292	1.4014	0.2608	0.66662	0.16109	0.568
PCSK1N	5	0.3244	2.0257	0.0080529	0.093188	0.042794	0.34227
PCSK2	5	0.15045	1.1872	0.23692	0.64247	0.23516	0.63123
PCSK4	5	0.024748	0.14866	0.76014	0.9361	0.88182	0.95484
PCSK5	4	0.078285	0.63878	0.57375	0.86401	0.52297	0.79251
PCSK7	5	0.058611	0.51003	0.60074	0.87647	0.61003	0.83741
PCSK9	5	-0.038499	-0.25807	0.94446	0.98752	0.79635	0.92168
PCTP	6	0.057065	0.57025	0.56626	0.86093	0.56851	0.81424
PCYOX1	5	0.12441	0.89252	0.32639	0.7189	0.37212	0.71202
PCYOX1L	5	0.15931	0.49601	0.20976	0.60929	0.61989	0.84316
PCYT1A	5	-2.3349	-5.7224	0	0	1.0501e-08	9.4542e-06
PCYT1B	5	0.17743	1.0754	0.16328	0.54738	0.28222	0.66126
PCYT2	5	-0.34944	-1.8794	0.15895	0.54162	0.060187	0.41426
PDAP1	3	-0.81094	-2.6937	0.026436	0.20732	0.007066	0.094877
PDC	4	-0.15109	-1.1647	0.55626	0.85585	0.24415	0.63741
PDCD1	5	-0.0027618	-0.023899	0.89148	0.97636	0.98093	0.99254
PDCD10	5	0.11884	0.76007	0.34483	0.72867	0.44721	0.75636
PDCD11	5	-0.82961	-3.102	0.0028324	0.042607	0.0019225	0.036592
PDCD1LG2	5	0.27087	1.7772	0.029601	0.22236	0.07553	0.45409
PDCD2	7	-1.0875	-3.9325	0.00016661	0.0050847	8.4055e-05	0.0038316
PDCD2L	5	-0.056593	-0.50909	0.86871	0.97071	0.61069	0.83767
PDCD4	5	0.0084088	0.066689	0.83822	0.96103	0.94683	0.98112
PDCD5	5	-0.79298	-1.8317	0.0041653	0.057296	0.066995	0.43471
PDCD6	9	-0.15376	-1.1358	0.44119	0.79887	0.25603	0.64522
PDCD6IP	4	-0.6672	-2.9621	0.026102	0.20569	0.0030552	0.05075
PDCD7	5	-0.87175	-2.4707	0.0021659	0.035846	0.013484	0.1526
PDCL	5	-0.92023	-3.4786	0.0014995	0.027551	0.00050404	0.013835
PDCL2	4	0.13712	0.39043	0.338	0.72401	0.69622	0.88122
PDCL3	5	-0.19367	-0.89582	0.42019	0.78209	0.37035	0.71147
PDDC1	5	0.090076	0.59276	0.46218	0.81008	0.55334	0.80574
PDE10A	5	0.22559	1.5957	0.073864	0.37328	0.11057	0.5147
PDE11A	5	0.083599	0.4406	0.49073	0.82851	0.65951	0.86578
PDE12	5	-0.82372	-3.0936	0.0028324	0.042607	0.0019776	0.037412
PDE1A	5	0.42757	1.5215	0.00061091	0.013784	0.12814	0.5372
PDE1B	5	0.25901	1.5928	0.038654	0.26185	0.1112	0.51593
PDE1C	5	0.21564	1.0241	0.088082	0.4076	0.3058	0.6737
PDE2A	5	0.12835	1.083	0.31278	0.70802	0.2788	0.66042
PDE3A	5	0.082313	0.7932	0.49595	0.82993	0.42766	0.74379
PDE3B	5	-0.081403	-0.68689	0.77163	0.94082	0.49215	0.77687
PDE4A	5	0.009647	0.068246	0.83239	0.96074	0.94559	0.98044
PDE4B	5	0.13288	1.0741	0.29735	0.69763	0.28279	0.66126
PDE4C	5	0.25606	1.7927	0.041264	0.26908	0.07302	0.44966
PDE4D	5	0.053802	0.29701	0.62257	0.88533	0.76646	0.90819
PDE4DIP	22	-0.6432	-4.8349	0.00016661	0.0050847	1.3319e-06	0.00021413
PDE5A	5	0.12071	0.66518	0.338	0.72401	0.50594	0.78393
PDE6A	4	0.09302	0.69779	0.51039	0.8347	0.48531	0.77299
PDE6B	5	0.1594	1.0495	0.2096	0.60891	0.29397	0.66732
PDE6C	5	0.05086	0.44405	0.63545	0.88986	0.65701	0.86471
PDE6D	4	0.21501	1.0135	0.12674	0.48729	0.31082	0.67879
PDE6G	5	-0.62439	-2.7799	0.020438	0.17647	0.0054382	0.077407
PDE6H	3	-0.14383	-0.65425	0.59591	0.8747	0.51295	0.7874
PDE7A	5	-0.37266	-1.9331	0.13568	0.50392	0.05322	0.38938
PDE7B	5	0.22505	1.5026	0.074808	0.37636	0.13293	0.54175
PDE8A	5	0.19344	1.5472	0.12662	0.48728	0.12181	0.53075
PDE8B	5	-0.1099	-0.77892	0.66839	0.90173	0.43602	0.74992
PDE9A	5	0.18115	0.86931	0.15428	0.53269	0.38468	0.71882
PDF	5	0.028856	0.30606	0.74253	0.93097	0.75956	0.90478
PDGFA	5	-0.11322	-0.70255	0.65634	0.89852	0.48234	0.77244
PDGFB	5	0.039918	0.35806	0.68916	0.91008	0.7203	0.89004
PDGFC	5	0.25148	1.0252	0.045485	0.28606	0.30528	0.67356
PDGFD	5	-0.019246	-0.1248	0.96773	0.99384	0.90068	0.96311
PDGFRA	5	-0.16118	-1.1846	0.51011	0.8347	0.23618	0.63216
PDGFRB	5	0.04582	0.42457	0.6605	0.90043	0.67115	0.87097
PDGFRL	5	-0.28679	-1.6782	0.24048	0.64595	0.093312	0.4836
PDHA1	5	0.014356	0.1143	0.80945	0.95199	0.909	0.9666
PDHA2	5	0.26105	1.4208	0.03671	0.25384	0.15537	0.56473
PDHB	5	-0.1488	-1.2477	0.54565	0.84991	0.21214	0.61119
PDHX	5	0.062439	0.3088	0.58353	0.86883	0.75747	0.90385
PDIA2	5	0.031654	0.2624	0.72987	0.92739	0.79301	0.92078
PDIA3	5	-0.067678	-0.4709	0.82572	0.9585	0.63771	0.85449
PDIA4	5	-0.21678	-1.1161	0.3676	0.74836	0.26437	0.65134
PDIA5	5	0.2584	1.1785	0.038931	0.26186	0.23859	0.63337
PDIA6	5	0.15072	0.82269	0.23625	0.64173	0.41068	0.73317
PDIK1L	5	0.16853	1.3184	0.18505	0.57766	0.18738	0.5908
PDILT	5	0.12496	1.0377	0.32439	0.7173	0.29943	0.66922
PDK1	5	0.14946	1.0523	0.2402	0.64572	0.29265	0.66587
PDK2	5	0.025199	0.22117	0.75747	0.9347	0.82496	0.93366
PDK3	5	0.1456	0.96379	0.25336	0.66001	0.33515	0.69324
PDK4	5	0.069946	0.41004	0.54871	0.85143	0.68178	0.87439
PDLIM1	5	0.0811	0.6264	0.50067	0.8318	0.53105	0.79412
PDLIM2	5	-0.23818	-1.7855	0.32389	0.71681	0.074181	0.45244
PDLIM3	5	0.040179	0.22976	0.68822	0.90972	0.81828	0.93064
PDLIM4	5	0.21283	1.4076	0.092858	0.41873	0.15925	0.56726
PDLIM5	14	0.19617	2.189	0.0085527	0.096794	0.028594	0.26003
PDLIM7	5	-0.021601	-0.21769	0.97884	0.99543	0.82767	0.93369
PDP1	5	0.010205	0.086401	0.82972	0.96028	0.93115	0.9746
PDP2	5	-0.038416	-0.25409	0.94491	0.98755	0.79943	0.92302
PDPK1	5	-1.7998	-4.6245	0	0	3.7554e-06	0.00043345
PDPN	8	0.24154	1.7016	0.015217	0.14629	0.088823	0.47459
PDPR	5	-0.28869	-1.5789	0.23775	0.64328	0.11436	0.52192
PDRG1	5	-0.28341	-1.541	0.24575	0.65141	0.12331	0.53252
PDS5A	5	0.19798	0.94721	0.11796	0.47169	0.34353	0.69644
PDS5B	5	0.050898	0.29502	0.63545	0.88986	0.76798	0.90915
PDSS1	5	-1.0473	-3.5136	0.00038876	0.0095628	0.000442	0.012553
PDSS2	5	-0.59995	-2.9464	0.02477	0.19866	0.0032148	0.052768
PDX1	5	0.055129	0.36588	0.61652	0.8837	0.71446	0.88826
PDXDC1	5	-0.11896	-1.0188	0.63734	0.89048	0.30828	0.67649
PDXK	5	0.024835	0.13921	0.75975	0.9361	0.88929	0.95847
PDXP	5	-0.041521	-0.56874	0.9323	0.98504	0.56953	0.81443
PDYN	5	-0.18453	-1.1295	0.4448	0.80054	0.25868	0.64724
PDZD11	5	0.126	1.0402	0.32095	0.71522	0.29825	0.66894
PDZD2	5	-0.011282	-0.10015	0.93125	0.98504	0.92022	0.97068
PDZD3	5	0.0089126	0.053824	0.83544	0.96087	0.95708	0.98435
PDZD4	5	0.026846	0.13133	0.75019	0.93216	0.89551	0.96088
