Gene	sgRNA	Mel285|beta	Mel285|z	Mel285|p-value	Mel285|fdr	Mel285|wald-p-value	Mel285|wald-fdr
PCYOX1	5	-0.10022	-0.72535	0.41564	0.81658	0.46824	0.8521
PCYOX1L	5	-0.11473	-0.5399	0.36693	0.79016	0.58927	0.8839
PCYT1A	5	-0.041563	-0.28425	0.66544	0.92256	0.77622	0.94195
PCYT1B	5	-0.031133	-0.31113	0.71421	0.93231	0.7557	0.93562
PCYT2	5	0.28846	1.3947	0.044818	0.36286	0.16312	0.80175
PDAP1	3	-0.39445	-1.7889	0.058314	0.40854	0.073624	0.80175
PDC	4	-0.13472	-0.6094	0.35072	0.78494	0.54226	0.87161
PDCD1	5	0.011618	0.071863	0.93869	0.98877	0.94271	0.98683
PDCD10	5	0.94921	1.4306	0	0	0.15253	0.80175
PDCD11	5	-0.54138	-2.3172	0.0021659	0.06	0.020493	0.48425
PDCD1LG2	5	0.30961	1.1946	0.02949	0.29176	0.23225	0.80175
PDCD2	7	-0.68396	-2.8602	0	0	0.0042333	0.20565
PDCD2L	5	0.080502	0.61816	0.68166	0.92446	0.53647	0.87107
PDCD4	5	0.04855	0.41959	0.85882	0.97103	0.67479	0.90999
PDCD5	5	-0.24026	-0.90757	0.10235	0.51842	0.36411	0.82778
PDCD6	9	-0.025074	-0.19866	0.68127	0.92446	0.84253	0.96035
PDCD6IP	4	-0.048869	-0.71963	0.65178	0.91822	0.47175	0.85266
PDCD7	5	-0.31091	-1.9638	0.047484	0.37271	0.049557	0.75155
PDCL	5	-0.31296	-1.9449	0.045985	0.36637	0.051783	0.76762
PDCL2	4	-0.13648	-0.66029	0.34633	0.78332	0.50907	0.866
PDCL3	5	-0.094926	-0.47663	0.43541	0.829	0.63362	0.90054
PDDC1	5	-0.11811	-0.47854	0.35671	0.78519	0.63227	0.90006
PDE10A	5	0.25923	1.595	0.074364	0.45008	0.11072	0.80175
PDE11A	5	-0.0069244	-0.036819	0.84383	0.96914	0.97063	0.9924
PDE12	5	0.11873	0.72339	0.48867	0.85777	0.46944	0.85239
PDE1A	5	0.22178	0.91312	0.13851	0.57812	0.36118	0.82583
PDE1B	5	0.030251	0.21562	0.96212	0.99298	0.82928	0.95725
PDE1C	5	0.047861	0.24936	0.86232	0.97183	0.80308	0.94995
PDE2A	5	0.013321	0.098511	0.9478	0.99125	0.92153	0.98125
PDE3A	5	0.26505	1.5659	0.068255	0.43659	0.11737	0.80175
PDE3B	5	-0.10906	-0.66596	0.38448	0.79846	0.50544	0.86517
PDE4A	5	0.11302	0.61208	0.51661	0.87163	0.54049	0.87151
PDE4B	5	0.060919	0.42394	0.78901	0.95375	0.67161	0.90915
PDE4C	5	0.31789	1.3849	0.024936	0.2713	0.16609	0.80175
PDE4D	5	-0.11413	-0.70262	0.36888	0.79096	0.48229	0.85798
PDE4DIP	22	-0.30975	-3.2116	0.00011107	0.005988	0.0013198	0.12457
PDE5A	5	0.23086	1.1964	0.12018	0.54486	0.23154	0.80175
PDE6A	4	-0.040068	-0.27516	0.69355	0.9273	0.7832	0.94401
PDE6B	5	0.22034	1.1634	0.14173	0.58385	0.24467	0.80175
PDE6C	5	-0.12957	-1.0983	0.323	0.76852	0.27209	0.80981
PDE6D	4	0.10508	0.4218	0.60213	0.90516	0.67317	0.90961
PDE6G	5	-0.2693	-2.191	0.073531	0.44821	0.028449	0.56665
PDE6H	3	-0.042325	-0.096668	0.71426	0.93231	0.92299	0.98148
PDE7A	5	-0.16097	-1.0024	0.2392	0.70307	0.31613	0.8182
PDE7B	5	0.16324	1.1563	0.30212	0.75221	0.24758	0.80175
PDE8A	5	0.098959	0.64008	0.58597	0.90003	0.52212	0.86777
PDE8B	5	-0.041194	-0.21639	0.66672	0.92274	0.82868	0.95723
PDE9A	5	0.098538	0.73638	0.58775	0.90119	0.4615	0.85017
PDF	5	0.075928	0.59616	0.70521	0.93005	0.55107	0.87371
PDGFA	5	0.10516	0.65515	0.55393	0.88587	0.51237	0.86608
PDGFB	5	0.056014	0.33915	0.81639	0.96248	0.7345	0.93215
PDGFC	5	-0.029619	-0.18371	0.7212	0.93398	0.85424	0.96176
PDGFD	5	-0.20731	-1.2388	0.14828	0.5966	0.21541	0.80175
PDGFRA	5	0.016047	0.096972	0.96246	0.99298	0.92275	0.98142
PDGFRB	5	0.15516	0.71165	0.33261	0.77327	0.47668	0.85591
PDGFRL	5	0.30035	1.5869	0.035766	0.32509	0.11254	0.80175
PDHA1	5	0.4485	1.3686	0.0013329	0.042179	0.17112	0.80175
PDHA2	5	0.15311	0.75668	0.33994	0.77865	0.44924	0.84587
PDHB	5	0.074815	0.3854	0.7126	0.93231	0.69994	0.91905
PDHX	5	0.16282	0.5701	0.30362	0.75303	0.56861	0.8771
PDIA2	5	0.14967	1.3943	0.35222	0.78494	0.16322	0.80175
PDIA3	5	-0.22008	-1.2253	0.12718	0.55772	0.22047	0.80175
PDIA4	5	0.076925	0.51781	0.70038	0.92948	0.60459	0.88974
PDIA5	5	0.43518	1.3124	0.0018883	0.053883	0.18938	0.80175
PDIA6	5	-0.0052106	-0.034286	0.85238	0.97035	0.97265	0.99279
PDIK1L	5	0.080347	0.35769	0.68255	0.92503	0.72058	0.92758
PDILT	5	0.25305	1.5104	0.082861	0.4729	0.13093	0.80175
PDK1	5	0.14216	0.82044	0.38043	0.79725	0.41196	0.83808
PDK2	5	0.11224	0.74304	0.52005	0.87247	0.45746	0.84947
PDK3	5	0.09268	0.42291	0.61652	0.90815	0.67236	0.90938
PDK4	5	0.21205	1.1811	0.15911	0.61205	0.23758	0.80175
PDLIM1	5	-0.020321	-0.12638	0.76913	0.94791	0.89943	0.97374
PDLIM2	5	0.30352	1.6658	0.033822	0.31538	0.095752	0.80175
PDLIM3	5	0.15145	0.87555	0.34588	0.7829	0.38127	0.83134
PDLIM4	5	0.00048679	0.0034256	0.88137	0.97668	0.99727	0.9991
PDLIM5	14	0.15618	1.108	0.10041	0.51392	0.26784	0.80892
PDLIM7	5	0.046175	0.31399	0.87338	0.97527	0.75352	0.93502
PDP1	5	0.19924	0.8436	0.19005	0.65094	0.39889	0.83589
PDP2	5	-0.2039	-1.0244	0.15412	0.60492	0.30564	0.81705
PDPK1	5	-0.51327	-2.5627	0.0032767	0.079408	0.010387	0.32918
PDPN	8	0.1808	1.6906	0.13784	0.57681	0.090917	0.80175
PDPR	5	-0.24798	-1.3092	0.093302	0.49543	0.19046	0.80175
PDRG1	5	-0.018673	-0.10897	0.77857	0.95084	0.91323	0.97869
PDS5A	5	-0.47467	-1.8449	0.0056092	0.1116	0.06505	0.80175
PDS5B	5	-0.17016	-1.1139	0.21815	0.68171	0.26532	0.80832
PDSS1	5	-0.13206	-1.007	0.31484	0.7624	0.31393	0.81775
PDSS2	5	0.13961	0.93184	0.39226	0.80172	0.35142	0.82419
PDX1	5	-0.079341	-0.49103	0.49284	0.86038	0.62341	0.89705
PDXDC1	5	0.092184	0.54881	0.6199	0.90948	0.58313	0.88225
PDXK	5	-0.034441	-0.24389	0.69827	0.92897	0.80731	0.9513
PDXP	5	0.25756	1.1963	0.077085	0.45933	0.23157	0.80175
PDYN	5	-0.103	-0.70088	0.40548	0.81095	0.48338	0.85802
PDZD11	5	-0.030676	-0.21324	0.71637	0.93257	0.83114	0.95725
PDZD2	5	-0.098415	-0.93148	0.42153	0.81983	0.35161	0.82419
PDZD3	5	-0.1064	-0.68592	0.39254	0.80172	0.49276	0.8623
PDZD4	5	-0.045143	-0.21891	0.64806	0.91759	0.82672	0.95668
PDZD7	5	0.014128	0.087497	0.95229	0.99167	0.93028	0.98247
PDZD8	5	0.13122	0.89225	0.42897	0.82575	0.37226	0.83075
PDZD9	5	0.36287	0.79816	0.0094413	0.15799	0.42478	0.8398
PDZK1	6	-0.11391	-0.85766	0.32872	0.77063	0.39108	0.83509
PDZK1IP1	5	0.0074241	0.046359	0.9188	0.98612	0.96302	0.99163
PDZRN3	5	-0.0048515	-0.033887	0.85383	0.97053	0.97297	0.9928
PDZRN4	5	0.084763	0.57905	0.65906	0.92093	0.56255	0.87556
PEA15	5	0.087924	0.62352	0.64373	0.91701	0.53294	0.87068
PEAK1	5	0.15224	0.76112	0.34255	0.77987	0.44659	0.84493
PEAR1	5	-0.16001	-1.366	0.24142	0.70545	0.17193	0.80175
PEBP1	5	0.01707	0.1062	0.96784	0.99322	0.91542	0.97962
PEBP4	5	0.15776	1.1042	0.32317	0.76852	0.26953	0.80895
PECR	5	-0.051468	-0.27616	0.61802	0.90864	0.78242	0.94401
PEF1	5	-0.07865	-0.41155	0.49528	0.86149	0.68067	0.91205
PEG10	5	0.17672	1.157	0.2568	0.71989	0.24726	0.80175
PEG3	5	0.067485	0.57963	0.75314	0.94368	0.56217	0.87541
PELI1	5	0.21956	1.056	0.14306	0.58639	0.29098	0.81188
PELI2	5	0.21065	1.0675	0.16245	0.61652	0.28574	0.81188
PELI3	5	-0.047795	-0.43506	0.63584	0.91468	0.66352	0.90806
PELO	5	-0.31202	-2.3488	0.046818	0.36925	0.018834	0.46138
PELP1	5	0.024749	0.1617	0.98984	0.99681	0.87154	0.96614
PEMT	5	-0.021906	-0.17987	0.76075	0.94554	0.85725	0.96253
PENK	5	0.30877	1.3482	0.029823	0.29296	0.17759	0.80175
PEPD	5	0.12691	0.74489	0.4478	0.8366	0.45634	0.84887
PER1	5	0.17625	1.4271	0.25825	0.72025	0.15355	0.80175
PER2	5	-0.26866	-1.6457	0.073864	0.44902	0.099816	0.80175
PER3	5	0.083082	0.51094	0.6675	0.92274	0.6094	0.89127
PERP	5	-0.20502	-1.2214	0.152	0.60207	0.22193	0.80175
PES1	5	-0.54166	-3.0514	0.0021659	0.06	0.0022777	0.16253
PET100	5	0.12255	0.68652	0.46951	0.84857	0.49239	0.86187
PET112	5	-0.013904	-0.14155	0.80551	0.96002	0.88743	0.97085
PET117	4	0.28164	1.414	0.080418	0.46815	0.15736	0.80175
PEX1	5	-0.033351	-0.19452	0.70349	0.93	0.84577	0.961
PEX10	5	-0.030575	-0.38279	0.71693	0.93257	0.70187	0.91978
PEX11A	5	0.086311	0.61169	0.65217	0.91822	0.54074	0.87152
PEX11B	5	-0.24536	-1.5647	0.096412	0.50377	0.11765	0.80175
PEX11G	5	0.06795	0.73846	0.75025	0.94277	0.46024	0.85017
PEX12	5	-0.053736	-0.4041	0.60724	0.90675	0.68614	0.91382
PEX13	4	-0.19803	-0.848	0.20743	0.66935	0.39644	0.83586
PEX14	5	0.1478	0.92296	0.35827	0.78528	0.35603	0.82419
PEX16	5	0.0011542	0.006553	0.88443	0.97735	0.99477	0.99864
PEX19	5	0.019119	0.097775	0.97923	0.99568	0.92211	0.98125
PEX2	5	-0.031201	-0.29949	0.71376	0.93231	0.76457	0.93914
PEX26	5	0.41303	1.6685	0.0031656	0.077975	0.095224	0.80175
PEX3	5	0.20665	1.0423	0.17222	0.62783	0.29726	0.81494
PEX5	5	0.20488	1.0055	0.177	0.63436	0.31464	0.81809
PEX5L	5	-0.27573	-2.2423	0.068755	0.43761	0.024944	0.53299
PEX6	5	0.0060601	0.0412	0.91192	0.98494	0.96714	0.992
PEX7	5	0.021342	0.11495	0.99134	0.99721	0.90848	0.97657
PF4	2	-0.082823	-0.44612	0.61652	0.90815	0.65551	0.9071
PF4V1	2	-0.014391	-0.061718	0.84122	0.96911	0.95079	0.98961
PFAS	5	0.29738	1.1973	0.038154	0.33545	0.23118	0.80175
PFDN1	4	-0.7613	-2.999	0.00033322	0.013544	0.002709	0.17175
PFDN2	5	-0.52498	-2.5824	0.0029435	0.074438	0.0098107	0.31861
PFDN4	3	-0.10392	-0.53528	0.50089	0.86493	0.59246	0.88456
PFDN5	8	-0.51309	-3.1998	0.00027769	0.011547	0.0013751	0.12468
PFDN6	5	-0.47498	-2.1375	0.0056092	0.1116	0.032558	0.61195
PFKFB1	5	-0.01363	-0.094341	0.80684	0.96015	0.92484	0.98213
PFKFB2	5	-0.027266	-0.15619	0.73264	0.93687	0.87589	0.96758
PFKFB3	5	0.20505	1.2003	0.17655	0.6339	0.23004	0.80175
PFKFB4	5	0.039285	0.23175	0.91297	0.98502	0.81673	0.95409
PFKL	5	-0.0032237	-0.033095	0.86227	0.97183	0.9736	0.9928
PFKM	5	-0.017818	-0.12813	0.78285	0.95153	0.89805	0.97367
PFKP	5	-0.093128	-0.62766	0.44124	0.83237	0.53023	0.87016
PFN1	5	-0.12143	-0.7993	0.34738	0.78364	0.42412	0.83968
PFN2	5	-0.20023	-1.0407	0.16	0.61324	0.29802	0.81503
PFN3	5	0.19195	1.1954	0.2096	0.6717	0.23193	0.80175
PFN4	5	-0.13889	-0.72651	0.29401	0.74658	0.46753	0.85148
PGAM1	3	-0.18752	-0.68274	0.28774	0.74173	0.49477	0.86258
PGAM2	5	-0.097937	-0.52073	0.42314	0.82079	0.60256	0.88921
PGAM4	2	-0.7994	-2.2445	0.011829	0.17914	0.024803	0.53185
PGAM5	5	-0.024381	-0.16876	0.74742	0.94252	0.86598	0.96496
PGAP1	5	-0.16342	-1.0114	0.23242	0.69692	0.31181	0.81775
PGAP2	5	0.059421	0.38207	0.79751	0.95765	0.70241	0.91996
PGAP3	5	0.15663	1.3302	0.32689	0.77005	0.18346	0.80175
PGBD1	5	0.23302	1.3768	0.11624	0.5383	0.16857	0.80175
PGBD2	5	0.09481	0.61182	0.60558	0.9064	0.54066	0.87151
PGBD3	5	-0.24432	-1.3333	0.098023	0.50832	0.18245	0.80175
PGBD4	5	0.20629	1.295	0.17316	0.62888	0.19532	0.80175
PGC	5	0.091173	0.64378	0.62562	0.91227	0.51972	0.8667
PGD	5	-0.036277	-0.24277	0.68855	0.92558	0.80818	0.95159
PGF	5	0.23809	1.1508	0.10708	0.52416	0.24983	0.80232
PGGT1B	5	-0.523	-2.6196	0.002999	0.075524	0.0088026	0.30258
PGK1	5	-0.17007	-1.1805	0.21832	0.68198	0.23779	0.80175
PGK2	5	0.28376	1.501	0.049039	0.37848	0.13335	0.80175
PGLS	5	-0.11414	-1.2128	0.36888	0.79096	0.22521	0.80175
PGLYRP1	5	0.13464	0.80671	0.41364	0.81499	0.41983	0.83932
PGLYRP2	5	0.18404	1.4962	0.23381	0.69748	0.13461	0.80175
PGLYRP3	5	0.0062511	0.037463	0.91297	0.98502	0.97012	0.99224
PGLYRP4	5	-0.054074	-0.45105	0.60563	0.90641	0.65195	0.90589
PGM1	5	0.18578	1.0171	0.22876	0.69425	0.3091	0.81715
PGM2	5	0.075772	0.40883	0.70615	0.93062	0.68266	0.91257
PGM2L1	5	0.0011292	0.0078259	0.88443	0.97735	0.99376	0.99797
PGM3	5	0.37044	1.4465	0.0080529	0.14174	0.14803	0.80175
PGM5	5	0.041713	0.22512	0.89859	0.9811	0.82188	0.95507
PGP	5	-0.041214	-0.2689	0.66672	0.92274	0.78801	0.94561
PGPEP1	5	0.1488	1.0146	0.35533	0.78494	0.31031	0.81749
PGPEP1L	5	0.16525	1.4179	0.29523	0.74821	0.15623	0.80175
PGR	7	-0.094976	-0.64353	0.36466	0.78921	0.51988	0.8667
PGRMC1	6	0.023476	0.17646	0.98895	0.99653	0.85993	0.96301
PGRMC2	5	0.083736	0.53916	0.6645	0.92244	0.58977	0.8839
PGS1	5	-0.012065	-0.077453	0.81445	0.96214	0.93826	0.98509
PHACTR2	5	0.17122	1.1555	0.27513	0.73171	0.24787	0.80175
PHACTR3	5	-0.093294	-0.63969	0.44074	0.83206	0.52237	0.86777
PHACTR4	5	0.19685	1.3262	0.19643	0.65823	0.18476	0.80175
PHAX	5	-0.67073	-2.6163	0.00022215	0.0093023	0.0088879	0.30412
PHB	5	-0.75114	-2.8552	0	0	0.0043013	0.20565
PHB2	5	-0.94164	-3.3869	0	0	0.00070689	0.098139
PHC1	5	-0.09346	-0.89961	0.44058	0.83206	0.36833	0.82994
PHC2	6	0.040867	0.32758	0.88726	0.97832	0.74323	0.93348
PHC3	5	0.30595	1.0785	0.031823	0.30576	0.28082	0.81083
PHEX	5	0.021583	0.12987	0.993	0.99755	0.89667	0.97347
PHF1	5	0.26272	1.4314	0.070921	0.44356	0.15233	0.80175
PHF10	5	0.29859	0.70662	0.037265	0.33218	0.4798	0.85707
PHF11	5	0.075318	0.51745	0.70954	0.93231	0.60484	0.88974
PHF12	5	0.18518	1.0015	0.23053	0.69559	0.31656	0.81852
PHF13	5	0.10746	0.72219	0.54271	0.88179	0.47017	0.85239
PHF14	5	0.061047	0.38785	0.78846	0.95339	0.69813	0.91887
PHF19	13	0.040133	0.46103	0.81562	0.96228	0.64478	0.90384
PHF2	5	0.02012	0.12871	0.98456	0.99568	0.89759	0.97367
PHF20	4	-0.23496	-1.2866	0.14912	0.59853	0.19824	0.80175
PHF20L1	5	0.1508	1.0464	0.34838	0.78432	0.29539	0.81464
PHF21A	5	-0.04385	-0.36553	0.65395	0.91901	0.71472	0.92522
PHF21B	5	0.30483	1.5109	0.032711	0.31098	0.1308	0.80175
PHF23	5	0.24345	1.4661	0.098356	0.50832	0.14261	0.80175
PHF3	5	0.18225	1.1957	0.23909	0.70307	0.23183	0.80175
PHF5A	5	-0.92245	-3.1231	0	0	0.0017894	0.14142
PHF6	5	-0.1519	-1.4578	0.26086	0.7226	0.14489	0.80175
PHF7	5	0.25099	1.5716	0.085249	0.477	0.11604	0.80175
PHF8	5	0.18904	0.81406	0.21854	0.68198	0.41561	0.83877
PHGDH	5	0.12167	0.83355	0.47351	0.85043	0.40453	0.83589
PHGR1	1	0.70625	0.49425	0.015273	0.2096	0.62113	0.89609
PHIP	5	0.088176	0.62005	0.64256	0.91665	0.53522	0.87078
PHKA1	5	0.057632	0.56045	0.80745	0.96024	0.57517	0.87906
PHKA2	5	0.27537	1.4	0.056592	0.40277	0.16153	0.80175
PHKB	5	0.13457	0.82288	0.41392	0.81516	0.41057	0.83808
PHKG1	5	0.067336	0.45701	0.75386	0.94368	0.64767	0.90448
PHKG2	5	0.10766	0.65236	0.5416	0.88102	0.51417	0.86608
PHLDA1	5	0.096283	0.56441	0.59863	0.90405	0.57247	0.87763
PHLDA2	5	-0.15432	-1.2619	0.25525	0.7179	0.20697	0.80175
PHLDA3	5	0.0060537	0.074162	0.91192	0.98494	0.94088	0.9862
PHLDB1	5	0.074568	0.62688	0.71376	0.93231	0.53074	0.87043
PHLDB2	5	-0.046282	-0.32884	0.64379	0.91702	0.74228	0.93321
PHLDB3	5	0.12236	0.92772	0.47029	0.84867	0.35355	0.82419
PHLPP1	5	0.071058	0.65926	0.73276	0.93687	0.50973	0.86608
PHLPP2	5	-0.094185	-0.80011	0.43758	0.83035	0.42365	0.83968
PHOSPHO1	5	0.31118	1.4017	0.028768	0.28939	0.16101	0.80175
PHOSPHO2	5	0.33395	1.1686	0.017494	0.22388	0.24258	0.80175
PHOX2A	5	0.093022	0.78093	0.61552	0.90815	0.43485	0.8418
PHOX2B	5	0.39097	1.3987	0.004554	0.096927	0.16191	0.80175
PHPT1	5	-0.073488	-0.7211	0.51605	0.87163	0.47085	0.85241
PHRF1	5	0.084001	0.48547	0.66306	0.92172	0.62734	0.89836
PHTF1	5	-0.0052065	-0.040294	0.85238	0.97035	0.96786	0.9921
PHTF2	5	0.23832	1.6686	0.10674	0.52416	0.095198	0.80175
PHYH	5	0.046836	0.28255	0.86938	0.97454	0.77752	0.94258
PHYHD1	5	-0.099547	-0.53602	0.41742	0.81713	0.59195	0.88443
PHYHIP	5	0.14059	1.2335	0.38793	0.79993	0.21739	0.80175
PHYHIPL	5	-0.0089543	-0.043821	0.83222	0.9674	0.96505	0.99163
PHYKPL	5	-0.01553	-0.12132	0.79668	0.95749	0.90343	0.97531
PI15	5	0.015349	0.11479	0.95829	0.99298	0.90861	0.97657
PI16	5	0.088582	0.84261	0.6404	0.91567	0.39945	0.83589
PI3	5	-0.04461	-0.33499	0.65039	0.91822	0.73763	0.93262
PI4K2A	5	-0.066007	-0.51884	0.54804	0.88352	0.60387	0.88965
PI4K2B	5	0.027143	0.17109	0.97767	0.99548	0.86415	0.96454
PI4KA	5	-0.07769	-0.58953	0.49878	0.86397	0.5555	0.87429
PI4KB	5	-0.50249	-2.4788	0.0037765	0.086076	0.013183	0.37485
PIANP	5	0.29978	1.6431	0.036488	0.32916	0.10036	0.80175
PIAS1	5	0.3473	1.3517	0.013107	0.18986	0.17646	0.80175
PIAS2	5	0.31214	1.0765	0.028157	0.28563	0.28171	0.81083
PIAS3	5	-0.010411	-0.049783	0.82378	0.96469	0.9603	0.99089
PIAS4	5	0.089768	0.54348	0.63379	0.91464	0.5868	0.88316
PIBF1	5	0.10153	0.33499	0.5732	0.89592	0.73763	0.93262
PICALM	5	0.326	1.2898	0.021104	0.24918	0.19712	0.80175
PICK1	5	0.16902	0.93657	0.28246	0.7371	0.34898	0.82419
PID1	5	-0.19182	-1.2282	0.17433	0.63057	0.21938	0.80175
PIDD	5	0.046286	0.4278	0.87249	0.97505	0.6688	0.90872
PIEZO1	5	-0.070443	-0.58146	0.52832	0.87569	0.56093	0.875
PIF1	5	0.12223	0.87614	0.47101	0.84929	0.38095	0.83095
PIFO	5	-0.27999	-1.4324	0.065312	0.42717	0.15204	0.80175
PIGA	5	0.11591	0.67146	0.50172	0.86494	0.50193	0.86421
PIGB	5	0.15874	0.44441	0.31973	0.76617	0.65674	0.90737
PIGC	5	-0.2398	-0.93906	0.10274	0.51975	0.3477	0.82419
PIGF	5	0.14436	0.52162	0.37254	0.79385	0.60193	0.88898
PIGG	5	0.13766	0.80806	0.4007	0.80704	0.41905	0.83932
PIGH	5	-0.098374	-0.63347	0.42164	0.81989	0.52642	0.86917
PIGK	5	0.26834	0.92647	0.064201	0.4235	0.3542	0.82419
PIGL	5	-0.10857	-0.73242	0.38565	0.79862	0.46391	0.85051
PIGM	5	0.082389	0.51869	0.67122	0.92335	0.60398	0.88965
PIGN	5	0.053663	0.37743	0.82978	0.9663	0.70586	0.92246
PIGO	5	0.019476	0.15413	0.98095	0.99568	0.87751	0.96785
PIGP	5	-0.0041523	-0.018426	0.85738	0.97103	0.9853	0.99681
PIGQ	5	0.090225	0.40513	0.63085	0.91377	0.68538	0.91354
PIGR	5	-0.0044321	-0.033629	0.85594	0.97053	0.97317	0.9928
PIGS	5	-0.13128	-1.0168	0.31734	0.7637	0.30926	0.81715
PIGT	5	0.039114	0.37168	0.91414	0.98516	0.71013	0.92376
PIGU	5	-0.46564	-2.156	0.0064978	0.12226	0.031082	0.59476
PIGV	5	-0.086216	-0.63752	0.46657	0.84636	0.52378	0.86853
PIGW	5	-0.23677	-1.1791	0.10596	0.52317	0.23836	0.80175
PIGX	5	0.1551	0.6573	0.33278	0.77339	0.51099	0.86608
PIGY	4	-0.40788	-2.0235	0.025714	0.2751	0.043025	0.70621
PIGZ	5	-0.01794	-0.14517	0.78257	0.95153	0.88458	0.96974
PIH1D1	5	-0.010392	-0.08974	0.82389	0.96469	0.92849	0.98247
PIH1D2	4	-0.21798	-0.94402	0.17261	0.62801	0.34516	0.82419
PIH1D3	5	0.19536	1.2024	0.20066	0.66269	0.22923	0.80175
PIK3AP1	5	0.012992	0.066127	0.94624	0.99104	0.94728	0.98856
PIK3C2A	5	-0.049968	-0.19335	0.62546	0.91227	0.84669	0.96102
PIK3C2B	5	0.14139	0.95711	0.38421	0.79836	0.33851	0.821
PIK3C2G	5	0.16396	0.55414	0.29968	0.75163	0.57948	0.88104
PIK3C3	5	-0.051136	-0.37031	0.62035	0.90962	0.71115	0.92435
PIK3CA	5	-0.24298	-1.0692	0.099134	0.51	0.28498	0.81188
PIK3CB	5	-0.3272	-2.2183	0.040042	0.34432	0.026532	0.55039
PIK3CD	4	0.19943	1.0599	0.24392	0.70873	0.28921	0.81188
PIK3CG	5	0.12443	0.95805	0.46007	0.84331	0.33804	0.821
PIK3IP1	5	0.11425	0.8411	0.51022	0.86908	0.40029	0.83589
PIK3R1	5	-0.037503	-0.24296	0.68227	0.9248	0.80803	0.95159
PIK3R2	5	-0.016258	-0.1536	0.79196	0.95525	0.87793	0.96785
PIK3R3	5	0.14001	1.0578	0.39065	0.80172	0.29014	0.81188
PIK3R4	5	-0.058754	-0.29402	0.58342	0.89932	0.76874	0.94009
PIK3R5	5	0.1549	1.2114	0.33361	0.77358	0.22574	0.80175
PIKFYVE	5	0.09707	0.60996	0.59486	0.9027	0.54189	0.87161
PILRA	8	0.072556	0.58002	0.63962	0.91557	0.5619	0.87537
PILRB	4	0.0028599	0.015626	0.89431	0.97992	0.98753	0.99685
PIM1	5	-0.015455	-0.10384	0.79696	0.9575	0.91729	0.97988
PIM2	5	-0.16344	-1.0285	0.23231	0.69682	0.30373	0.81705
PIM3	5	0.0090499	0.071201	0.92697	0.98769	0.94324	0.98708
PIN1	5	0.12675	0.95166	0.44818	0.83679	0.34127	0.8218
PIN4	6	-0.11319	-0.61804	0.33128	0.77239	0.53655	0.87107
PINK1	5	0.30017	1.3746	0.035877	0.3256	0.16924	0.80175
PINLYP	5	0.10685	0.7338	0.54615	0.88352	0.46307	0.8502
PINX1	5	-0.0093444	-0.052188	0.82972	0.9663	0.95838	0.99082
PIP	5	0.34915	1.4448	0.012218	0.18242	0.14851	0.80175
PIP4K2A	5	0.14478	0.95337	0.37077	0.79194	0.3404	0.82129
PIP4K2B	5	0.067104	0.57787	0.75514	0.94375	0.56335	0.87581
PIP4K2C	5	-0.082429	-0.73302	0.48162	0.85506	0.46355	0.85041
PIP5K1A	9	-0.42155	-3.0034	0.00094413	0.032443	0.0026701	0.17175
PIP5K1B	5	0.10451	0.65761	0.55748	0.88747	0.51079	0.86608
PIP5K1C	5	0.072229	0.55943	0.72631	0.93501	0.57587	0.87909
PIP5KL1	5	0.1196	0.88215	0.48378	0.85605	0.3777	0.83095
PIPOX	5	0.12571	0.71278	0.45352	0.84012	0.47598	0.85587
PIR	5	0.18499	1.137	0.23092	0.6956	0.25555	0.80441
PIRT	5	0.29964	1.4797	0.036821	0.33133	0.13895	0.80175
PISD	5	-0.17163	-1.2184	0.21476	0.67842	0.22309	0.80175
PITHD1	5	0.20085	1.1403	0.18572	0.64432	0.25417	0.80417
PITPNA	5	0.05723	0.33508	0.8104	0.96184	0.73756	0.93262
PITPNB	5	-0.15996	-0.87623	0.24153	0.70566	0.3809	0.83095
PITPNC1	5	-0.08175	-0.53927	0.48412	0.85605	0.5897	0.8839
PITPNM1	5	-0.17624	-1.4457	0.20488	0.66691	0.14825	0.80175
PITPNM2	5	-0.073205	-0.55461	0.51716	0.87163	0.57916	0.88086
PITPNM3	5	-0.043549	-0.39659	0.65556	0.91954	0.69167	0.91616
PITRM1	5	-0.084235	-0.69046	0.47545	0.85235	0.4899	0.86116
PITX1	5	-0.014487	-0.13825	0.80279	0.95973	0.89005	0.97152
PITX2	5	0.12728	0.91206	0.44596	0.83559	0.36174	0.82637
PITX3	5	0.06353	0.57293	0.77485	0.94976	0.56669	0.87697
PIWIL1	5	0.006286	0.040891	0.91314	0.98502	0.96738	0.9921
PIWIL2	5	0.041677	0.25506	0.8987	0.9811	0.79868	0.94851
PIWIL3	5	0.090976	0.48815	0.62646	0.91227	0.62544	0.89747
PIWIL4	5	-0.12708	-0.88624	0.33022	0.7719	0.37549	0.83075
PJA1	5	0.15763	0.99971	0.32345	0.76852	0.31745	0.81871
PJA2	5	0.01233	0.056618	0.94263	0.98939	0.95485	0.99038
PKD1	5	0.2998	1.5399	0.036432	0.32882	0.12359	0.80175
PKD1L1	5	-0.19503	-1.6993	0.16911	0.62495	0.089268	0.80175
PKD1L2	5	0.042968	0.33187	0.8912	0.97895	0.73998	0.93267
PKD2	5	0.027325	0.16444	0.97629	0.99536	0.86939	0.96531
PKD2L1	5	-0.057892	-0.32524	0.58769	0.90119	0.745	0.93408
