Gene	sgRNA	MP46|beta	MP46|z	MP46|p-value	MP46|fdr	MP46|wald-p-value	MP46|wald-fdr
MICB	5	-0.15512	-1.3549	0.08114	0.61792	0.17545	0.99593
MICU1	5	0.083147	0.5379	0.31301	0.84527	0.59065	0.99593
MICU2	5	0.051964	0.4943	0.54526	0.92227	0.62109	0.99593
MICU3	5	0.054319	0.33685	0.52316	0.91688	0.73623	0.99593
MID1	5	-0.011727	-0.15419	0.84666	0.97687	0.87746	0.99593
MID1IP1	5	0.13044	1.4537	0.098467	0.65197	0.14603	0.99593
MID2	5	-0.072398	-0.63433	0.36782	0.87263	0.52587	0.99593
MIDN	5	0.012058	0.12566	0.91725	0.98674	0.9	0.99664
MIEF1	5	-0.20807	-1.4214	0.026491	0.41871	0.15521	0.99593
MIEF2	5	0.016804	0.18997	0.86893	0.97961	0.84933	0.99593
MIEN1	5	-0.035321	-0.41898	0.6389	0.94557	0.67523	0.99593
MIER1	10	0.071782	0.73723	0.2136	0.78618	0.46098	0.99593
MIER2	5	-0.028392	-0.36382	0.6956	0.95509	0.71599	0.99593
MIER3	5	-0.08138	-0.62076	0.31984	0.84778	0.53476	0.99593
MIF	5	0.006315	0.087137	0.97445	0.99575	0.93056	0.99925
MIF4GD	5	-0.030891	-0.41942	0.67344	0.95116	0.67491	0.99593
MIIP	5	0.15748	1.2011	0.045651	0.51534	0.2297	0.99593
MINA	5	-0.021668	-0.26002	0.75364	0.96337	0.79485	0.99593
MINK1	5	0.16087	1.4793	0.039931	0.49146	0.13906	0.99593
MINOS1	3	0.039598	0.13311	0.73798	0.96226	0.89411	0.99593
MINPP1	10	0.0016668	0.021207	0.98234	0.99752	0.98308	0.99954
MIOS	5	0.026603	0.21714	0.77963	0.96771	0.8281	0.99593
MIOX	5	0.10522	0.50174	0.1916	0.76889	0.61585	0.99593
MIP	5	-0.046562	-0.34739	0.5481	0.92227	0.7283	0.99593
MIPEP	5	0.046893	0.3034	0.5903	0.93632	0.76158	0.99593
MIPOL1	5	-0.1029	-0.57421	0.22259	0.7917	0.56583	0.99593
MIS12	5	0.10957	0.65606	0.17044	0.74569	0.51179	0.99593
MIS18A	5	-0.079199	-0.79745	0.33006	0.85155	0.42519	0.99593
MIS18BP1	5	-0.10741	-1.1611	0.2051	0.7801	0.24562	0.99593
MISP	5	-0.043483	-0.40742	0.57375	0.93215	0.6837	0.99593
MITD1	5	-0.21819	-0.8053	0.021382	0.385	0.42064	0.99593
MITF	5	-0.96436	-3.6065	0	0	0.00031041	0.57319
MIXL1	5	-0.098357	-0.77641	0.24064	0.80427	0.43751	0.99593
MKI67	5	-0.11821	-1.0765	0.16467	0.74115	0.2817	0.99593
MKKS	5	0.08422	0.64582	0.30679	0.84475	0.51839	0.99593
MKL1	5	0.012656	0.17754	0.91086	0.98627	0.85909	0.99593
MKL2	5	-0.04282	-0.38363	0.57847	0.93219	0.70125	0.99593
MKLN1	5	-0.21546	-1.9228	0.022992	0.39731	0.054505	0.99593
MKNK1	5	-0.012662	-0.20544	0.83711	0.97492	0.83723	0.99593
MKNK2	5	0.13784	1.2555	0.08014	0.61772	0.2093	0.99593
MKRN1	5	-0.12651	-1.0952	0.14118	0.71789	0.27341	0.99593
MKRN2	5	0.15672	1.0363	0.046873	0.52035	0.30007	0.99593
MKRN3	5	-0.0088952	-0.086214	0.8746	0.98059	0.9313	0.99925
MKS1	5	0.00091189	0.0098635	0.97062	0.99575	0.99213	0.99957
MKX	5	0.10575	1.0563	0.18921	0.76523	0.29084	0.99593
MLANA	4	0.069563	0.61655	0.45424	0.89919	0.53753	0.99593
MLC1	5	0.058528	0.36807	0.4875	0.90855	0.71282	0.99593
MLEC	5	0.021842	0.20438	0.824	0.97236	0.83806	0.99593
MLF1	9	0.098253	1.0922	0.099745	0.65441	0.27475	0.99593
MLF2	5	0.2613	1.9274	0.0012774	0.080986	0.053928	0.99593
MLH1	5	-0.0086218	-0.10578	0.87732	0.98059	0.91575	0.99866
MLH3	5	0.025526	0.23347	0.78963	0.96812	0.8154	0.99593
MLIP	5	0.041689	0.49795	0.63634	0.94557	0.61852	0.99593
MLKL	5	-0.059179	-0.39618	0.45329	0.89861	0.69197	0.99593
MLLT1	5	-0.042791	-0.70171	0.57864	0.93219	0.48286	0.99593
MLLT10	7	-0.026074	-0.29518	0.67877	0.9517	0.76785	0.99593
MLLT11	5	0.051632	0.57698	0.54782	0.92227	0.56395	0.99593
MLLT3	5	0.038124	0.30672	0.66839	0.95078	0.75906	0.99593
MLLT4	5	-0.0041155	-0.055283	0.92058	0.98763	0.95591	0.99925
MLLT6	5	0.053413	0.76623	0.53127	0.91748	0.44354	0.99593
MLN	5	0.0060226	0.079855	0.97784	0.99604	0.93635	0.99925
MLNR	5	-0.0021972	-0.034985	0.93946	0.99029	0.97209	0.9994
MLPH	5	0.15038	1.1924	0.057092	0.55706	0.2331	0.99593
MLST8	5	-0.23851	-1.3272	0.013773	0.31039	0.18445	0.99593
MLX	5	-0.06793	-0.70472	0.39637	0.88195	0.48099	0.99593
MLXIPL	5	0.11192	1.4946	0.16106	0.73805	0.13502	0.99593
MLYCD	4	0.12673	1.0596	0.153	0.73065	0.28931	0.99593
MMAA	5	-0.14853	-0.67436	0.091803	0.63787	0.50008	0.99593
MMAB	5	0.075302	0.55486	0.36266	0.86941	0.57899	0.99593
MMACHC	5	0.016958	0.24271	0.86727	0.97955	0.80823	0.99593
MMADHC	5	0.033621	0.39829	0.71132	0.95922	0.69041	0.99593
MMD	5	-0.062344	-0.54451	0.43352	0.89262	0.58609	0.99593
MMD2	5	0.085235	0.74627	0.3004	0.84202	0.4555	0.99593
MME	5	0.072856	0.79585	0.37932	0.87667	0.42612	0.99593
MMEL1	5	-0.063623	-0.94297	0.42491	0.88977	0.34569	0.99593
MMGT1	4	-0.028401	-0.31935	0.71404	0.95933	0.74946	0.99593
MMP1	5	0.17281	1.6003	0.027713	0.42759	0.10953	0.99593
MMP10	5	0.076828	0.69494	0.35233	0.86338	0.48709	0.99593
MMP11	5	0.063036	0.85201	0.45179	0.89794	0.39421	0.99593
MMP13	5	0.0069296	0.068675	0.96701	0.99503	0.94525	0.99925
MMP14	5	0.099912	0.95926	0.21748	0.78824	0.33743	0.99593
MMP15	5	-0.10496	-1.255	0.21487	0.78625	0.20948	0.99593
MMP16	5	-0.067372	-0.6605	0.40064	0.88245	0.50893	0.99593
MMP17	5	0.069603	0.99803	0.40081	0.88245	0.31826	0.99593
MMP19	5	-0.059285	-0.57567	0.45268	0.89858	0.56484	0.99593
MMP2	5	0.063871	0.88248	0.44541	0.89574	0.37752	0.99593
MMP20	5	-0.01806	-0.21502	0.7874	0.96812	0.82975	0.99593
MMP21	5	0.063988	0.67679	0.44435	0.89559	0.49854	0.99593
MMP23B	5	0.006267	0.082918	0.97506	0.99575	0.93392	0.99925
MMP24	5	-0.097802	-1.2604	0.2432	0.80674	0.20751	0.99593
MMP25	5	-0.022464	-0.23403	0.74731	0.96226	0.81496	0.99593
MMP26	5	0.22019	1.7059	0.0049983	0.17078	0.088023	0.99593
MMP27	5	0.17934	0.91701	0.022604	0.39172	0.35914	0.99593
MMP28	5	-0.03834	-0.39906	0.61418	0.94143	0.68985	0.99593
MMP3	5	0.068232	1.1439	0.41092	0.88558	0.25265	0.99593
MMP7	5	0.12893	0.99605	0.10224	0.66091	0.31923	0.99593
MMP8	5	-0.11715	-0.85296	0.16817	0.74424	0.39368	0.99593
MMP9	5	-0.070424	-1.3065	0.38082	0.87667	0.19138	0.99593
MMRN1	5	0.051609	0.56297	0.5481	0.92227	0.57345	0.99593
MMRN2	5	0.032355	0.43758	0.72287	0.96007	0.66169	0.99593
MMS19	5	-0.23125	-1.7958	0.015495	0.32517	0.072519	0.99593
MMS22L	5	-0.0055748	-0.056659	0.90548	0.98472	0.95482	0.99925
MN1	5	0.011641	0.17837	0.92136	0.98763	0.85843	0.99593
MNAT1	5	-0.30644	-2.2491	0.0027769	0.12469	0.024509	0.99593
MND1	5	0.14568	1.2172	0.0652	0.58408	0.22351	0.99593
MNDA	4	0.064347	0.44745	0.49023	0.90879	0.65455	0.99593
MNS1	5	-0.038039	-0.26491	0.61679	0.94207	0.79108	0.99593
MNT	5	-0.08808	-0.94899	0.28718	0.83513	0.34263	0.99593
MNX1	6	0.074648	0.87797	0.31784	0.84762	0.37996	0.99593
MOAP1	5	0.13292	0.97483	0.091858	0.63787	0.32964	0.99593
MOB1A	5	-0.028613	-0.24523	0.69355	0.95484	0.80628	0.99593
MOB1B	5	0.0017885	0.013988	0.97856	0.99627	0.98884	0.99954
MOB2	5	-0.0070258	-0.083607	0.89143	0.98279	0.93337	0.99925
MOB3A	5	0.0073194	0.1082	0.96307	0.99432	0.91383	0.99827
MOB3B	5	-0.091893	-0.92419	0.26869	0.82391	0.35539	0.99593
MOB3C	5	0.052766	0.43194	0.53765	0.92094	0.66578	0.99593
MOB4	3	-0.20874	-0.92815	0.076974	0.61009	0.35333	0.99593
MOBP	8	0.093088	1.0344	0.1439	0.72012	0.30094	0.99593
MOCOS	5	0.019833	0.16764	0.84194	0.97544	0.86686	0.99593
MOCS1	5	0.08308	0.87993	0.31362	0.84527	0.3789	0.99593
MOCS2	9	0.050067	0.57155	0.42808	0.88977	0.56763	0.99593
MOCS3	5	-0.081526	-1.0621	0.31912	0.84778	0.28819	0.99593
MOG	13	-0.019156	-0.32307	0.68072	0.95199	0.74664	0.99593
MOGAT1	5	-0.044421	-0.36365	0.56614	0.93028	0.71612	0.99593
MOGAT2	5	-0.01272	-0.18334	0.83678	0.97492	0.85453	0.99593
MOGAT3	5	-0.056082	-0.66152	0.4749	0.90395	0.50828	0.99593
MOGS	5	-0.070082	-0.61597	0.38259	0.87667	0.53792	0.99593
MOK	5	0.026213	0.17698	0.78363	0.96812	0.85953	0.99593
MON1A	5	0.018613	0.29063	0.85372	0.97756	0.77133	0.99593
MON1B	5	0.044635	0.60069	0.60969	0.93877	0.54804	0.99593
MON2	5	0.10195	0.66577	0.20693	0.78162	0.50555	0.99593
MORC1	5	0.050205	0.39911	0.5607	0.92837	0.68981	0.99593
MORC2	5	-0.1703	-1.6382	0.059314	0.56508	0.10137	0.99593
MORC3	5	-0.10873	-1.1771	0.1996	0.77763	0.23915	0.99593
MORC4	5	0.18783	1.6148	0.016661	0.33898	0.10636	0.99593
MORF4L1	4	-0.12188	-1.0277	0.19466	0.77254	0.30411	0.99593
MORF4L2	5	0.043265	0.45756	0.62185	0.94386	0.64727	0.99593
MORN1	5	-0.019126	-0.29964	0.77635	0.96633	0.76445	0.99593
MORN2	5	0.10755	1.0526	0.18077	0.75885	0.29251	0.99593
MORN3	5	0.069618	0.89567	0.40081	0.88245	0.37043	0.99593
MORN4	5	0.17646	1.4561	0.024658	0.40327	0.14536	0.99593
MORN5	5	-0.036315	-0.31099	0.63118	0.94557	0.75581	0.99593
MOS	5	-0.16808	-1.3344	0.062812	0.57382	0.18208	0.99593
MOSPD1	5	0.17622	1.697	0.024825	0.40452	0.089696	0.99593
MOSPD2	5	0.0635	0.70203	0.44791	0.89584	0.48266	0.99593
MOSPD3	5	-0.078466	-0.96378	0.33406	0.85406	0.33516	0.99593
MOV10	5	-0.064466	-0.85714	0.41936	0.88794	0.39137	0.99593
MOV10L1	10	0.043345	0.65819	0.46918	0.9027	0.51041	0.99593
MOXD1	5	0.22544	1.7072	0.0042208	0.15385	0.087791	0.99593
MPC1	4	0.17258	1.5595	0.047206	0.52115	0.11889	0.99593
MPC2	5	0.062407	0.60087	0.45729	0.89965	0.54793	0.99593
MPDU1	5	0.15483	1.3346	0.049261	0.53071	0.18201	0.99593
MPDZ	5	0.095274	0.85335	0.2417	0.80593	0.39346	0.99593
MPEG1	5	0.093717	1.1779	0.25058	0.81078	0.23882	0.99593
MPG	5	0.15611	1.3714	0.047484	0.52198	0.17025	0.99593
MPHOSPH10	4	-0.17838	-1.049	0.07653	0.60893	0.29419	0.99593
MPHOSPH6	5	0.076001	0.49885	0.35788	0.86651	0.61788	0.99593
MPHOSPH8	5	-0.014675	-0.12087	0.81867	0.9721	0.90379	0.99734
MPHOSPH9	5	-0.065879	-0.46912	0.41047	0.88558	0.63898	0.99593
MPI	5	0.032039	0.26634	0.72637	0.96007	0.78998	0.99593
MPL	5	0.0049335	0.04475	0.991	0.99844	0.96431	0.9994
MPLKIP	5	0.0054495	0.069841	0.98506	0.9982	0.94432	0.99925
MPND	5	-0.0092764	-0.09236	0.87099	0.98007	0.92641	0.99925
MPO	5	-0.068983	-0.67784	0.38876	0.87725	0.49788	0.99593
MPP1	5	-0.015283	-0.19722	0.8134	0.97174	0.84365	0.99593
MPP2	5	-0.014949	-0.19393	0.81617	0.9721	0.84623	0.99593
MPP3	5	-0.057083	-0.47328	0.46823	0.9027	0.63601	0.99593
MPP4	5	0.014865	0.13365	0.8882	0.98279	0.89368	0.99593
MPP5	5	0.073541	0.85463	0.37426	0.87657	0.39276	0.99593
MPP6	5	0.0059211	0.041826	0.9794	0.99638	0.96664	0.9994
MPP7	5	0.066952	0.55878	0.42003	0.88867	0.57631	0.99593
MPPE1	5	-0.040603	-0.25108	0.5963	0.93709	0.80175	0.99593
MPPED1	5	0.035882	0.54206	0.69016	0.95343	0.58778	0.99593
MPPED2	5	-0.024373	-0.17642	0.73087	0.96051	0.85997	0.99593
MPRIP	5	-0.10048	-1.0616	0.23198	0.79837	0.28842	0.99593
MPST	5	-0.011749	-0.16828	0.8465	0.97687	0.86637	0.99593
MPV17	5	-0.13848	-0.933	0.11196	0.6747	0.35082	0.99593
MPV17L	7	-0.08977	-1.0876	0.20771	0.78226	0.27678	0.99593
MPV17L2	5	-0.1073	-1.006	0.2056	0.78052	0.31442	0.99593
MPZ	5	-0.060739	-0.45691	0.44307	0.8953	0.64774	0.99593
MPZL1	6	-0.035131	-0.43129	0.6148	0.94173	0.66626	0.99593
MPZL2	5	0.017205	0.24905	0.8646	0.9785	0.80333	0.99593
MPZL3	5	-0.085796	-0.34152	0.29962	0.84165	0.73271	0.99593
MR1	5	0.069653	0.73719	0.40042	0.88245	0.461	0.99593
MRAP	8	0.052539	0.96956	0.43263	0.89181	0.33226	0.99593
MRAP2	5	0.10688	0.8399	0.18372	0.76121	0.40096	0.99593
MRAS	8	-0.0058167	-0.083367	0.88865	0.98279	0.93356	0.99925
MRC1	5	0.0074272	0.083804	0.96179	0.99426	0.93321	0.99925
MRC2	5	0.012174	0.14778	0.91614	0.98673	0.88252	0.99593
MRE11A	5	0.046064	0.41044	0.59708	0.93714	0.68148	0.99593
MREG	5	0.027929	0.18882	0.7663	0.9647	0.85023	0.99593
MRFAP1	5	-0.038421	-0.45333	0.61335	0.94112	0.65031	0.99593
MRFAP1L1	4	0.10875	1.2343	0.22348	0.7917	0.21709	0.99593
MRGBP	5	-0.071606	-0.60971	0.37304	0.87608	0.54206	0.99593
MRGPRD	5	0.088738	1.1017	0.27907	0.83075	0.27058	0.99593
MRGPRE	5	0.062198	0.81879	0.45896	0.90012	0.41291	0.99593
MRGPRF	5	0.071919	0.72441	0.3857	0.87667	0.46881	0.99593
MRGPRG	5	0.081389	0.67161	0.324	0.84922	0.50183	0.99593
MRGPRX1	5	-0.085328	-0.73675	0.3019	0.8428	0.46128	0.99593
MRGPRX2	5	0.042436	0.47392	0.62979	0.94557	0.63556	0.99593
MRGPRX3	5	-0.15566	-1.4005	0.079973	0.6167	0.16137	0.99593
MRGPRX4	5	0.09594	0.88688	0.23775	0.80079	0.37515	0.99593
MRI1	5	-0.063822	-0.58396	0.42375	0.88969	0.55924	0.99593
MRM1	5	0.11556	1.1321	0.1454	0.72135	0.2576	0.99593
MRO	5	-0.003144	-0.026497	0.93036	0.98986	0.97886	0.99954
MROH1	5	-0.012587	-0.11684	0.83817	0.97525	0.90699	0.99739
MROH2B	5	-0.038138	-0.39758	0.61563	0.94205	0.69094	0.99593
MROH6	5	-0.23992	-1.9237	0.013273	0.30524	0.054395	0.99593
MROH7	5	9.8368e-05	0.0012849	0.96129	0.9942	0.99897	0.99977
MROH9	5	0.033896	0.2547	0.70882	0.95922	0.79896	0.99593
MRP63	5	-0.14753	-1.7309	0.093469	0.64196	0.08347	0.99593
MRPL1	5	-0.12226	-1.1026	0.15428	0.73337	0.27022	0.99593
MRPL10	5	-0.074816	-1.0568	0.35327	0.86345	0.29062	0.99593
MRPL11	5	-0.015826	-0.16991	0.80912	0.97121	0.86508	0.99593
MRPL12	5	0.082757	0.77857	0.31495	0.84556	0.43624	0.99593
MRPL13	5	0.087618	0.64676	0.28579	0.83498	0.51779	0.99593
MRPL14	5	0.080844	0.82469	0.32722	0.84985	0.40955	0.99593
MRPL15	5	-0.10513	-0.92696	0.21421	0.78625	0.35395	0.99593
MRPL16	5	-0.030501	-0.24591	0.67677	0.9517	0.80575	0.99593
MRPL17	5	-0.12103	-0.77667	0.15811	0.7358	0.43736	0.99593
MRPL18	5	-0.033943	-0.40995	0.64923	0.94855	0.68185	0.99593
MRPL19	5	0.0048106	0.065997	0.99184	0.99844	0.94738	0.99925
MRPL2	5	0.19434	1.437	0.012662	0.29716	0.15072	0.99593
MRPL20	5	0.023731	0.22894	0.80618	0.9709	0.81891	0.99593
MRPL21	8	-0.095412	-1.6487	0.15567	0.73526	0.099218	0.99593
MRPL22	5	-0.0028655	-0.026077	0.93297	0.98987	0.9792	0.99954
MRPL23	5	-0.14731	-1.2426	0.093747	0.64196	0.21403	0.99593
MRPL24	5	-0.097665	-0.82617	0.24381	0.80713	0.40871	0.99593
MRPL27	5	-0.014265	-0.11056	0.82267	0.97236	0.91196	0.99785
MRPL28	5	0.075579	0.94991	0.36077	0.86847	0.34216	0.99593
MRPL3	5	-0.024307	-0.16823	0.73159	0.96069	0.8664	0.99593
MRPL30	5	0.037669	0.23513	0.67283	0.95116	0.8141	0.99593
MRPL32	5	-0.040427	-0.36357	0.59747	0.93714	0.71618	0.99593
MRPL33	2	0.13675	0.80238	0.26719	0.82294	0.42233	0.99593
MRPL34	5	-0.094279	-1.3425	0.25836	0.81829	0.17944	0.99593
MRPL35	5	-0.17519	-1.4471	0.052649	0.54198	0.14788	0.99593
MRPL36	5	-0.0982	-1.2746	0.2412	0.80515	0.20247	0.99593
MRPL37	5	-0.057633	-0.62315	0.46429	0.90125	0.53319	0.99593
MRPL38	5	-0.08744	-0.68755	0.29074	0.8368	0.49174	0.99593
MRPL39	4	-0.087983	-0.67594	0.33222	0.85311	0.49908	0.99593
MRPL4	5	0.13084	1.5841	0.097801	0.65174	0.11317	0.99593
MRPL40	5	-0.08663	-1.1268	0.2949	0.83899	0.25981	0.99593
MRPL41	5	-0.052443	-0.34499	0.50172	0.91134	0.7301	0.99593
MRPL42	5	0.071308	0.62515	0.38943	0.87725	0.53187	0.99593
MRPL43	5	-0.006533	-0.040831	0.89676	0.98365	0.96743	0.9994
MRPL44	5	-0.073646	-0.71059	0.35999	0.86751	0.47734	0.99593
MRPL45	5	-0.18324	-0.80398	0.044374	0.51049	0.42141	0.99593
MRPL46	5	-0.19247	-1.6863	0.036821	0.48148	0.091734	0.99593
MRPL47	6	-0.066922	-0.69556	0.36721	0.87263	0.48671	0.99593
MRPL48	5	0.12636	0.91373	0.10969	0.66972	0.36086	0.99593
MRPL49	5	-0.096053	-1.0545	0.25158	0.8115	0.29163	0.99593
MRPL50	5	-0.15651	-1.5325	0.078696	0.61356	0.12541	0.99593
MRPL51	5	-0.015965	-0.1377	0.80823	0.97121	0.89047	0.99593
MRPL52	10	0.070714	1.0345	0.22015	0.7899	0.30091	0.99593
MRPL53	5	-0.060935	-0.72334	0.44235	0.89525	0.46947	0.99593
MRPL54	5	0.038791	0.3097	0.66306	0.95078	0.75679	0.99593
MRPL55	5	-0.10577	-1.7059	0.21182	0.78554	0.088021	0.99593
MRPL9	5	-0.025375	-0.31817	0.72359	0.96007	0.75036	0.99593
MRPS10	5	-0.21702	-1.5404	0.021882	0.38665	0.12347	0.99593
MRPS11	5	-0.069713	-0.49799	0.38415	0.87667	0.61849	0.99593
MRPS12	5	-0.001871	-0.016616	0.94257	0.99066	0.98674	0.99954
MRPS14	5	-0.02353	-0.1898	0.73809	0.96226	0.84946	0.99593
MRPS15	5	-0.094006	-1.0463	0.25958	0.81957	0.29544	0.99593
MRPS16	5	-0.14103	-1.3707	0.10646	0.66598	0.17046	0.99593
MRPS17	5	-0.070923	-0.75236	0.37765	0.87667	0.45184	0.99593
MRPS18A	5	-0.065933	-0.58235	0.40986	0.88533	0.56033	0.99593
MRPS18B	5	0.038331	0.57837	0.66672	0.95078	0.56301	0.99593
MRPS18C	5	-0.04633	-0.3003	0.54971	0.92246	0.76395	0.99593
MRPS2	5	-0.08677	-1.0191	0.29457	0.83899	0.30814	0.99593
MRPS21	5	-0.28757	-2.2707	0.0042208	0.15385	0.023168	0.99593
MRPS22	5	-0.066026	-0.56278	0.40925	0.88523	0.57358	0.99593
MRPS23	5	-0.086361	-0.82322	0.2964	0.83947	0.41038	0.99593
MRPS24	5	-0.081104	-0.98213	0.32139	0.84805	0.32603	0.99593
MRPS25	5	-0.1363	-1.507	0.11835	0.68875	0.13182	0.99593
MRPS26	5	0.00048687	0.0059885	0.96518	0.99445	0.99522	0.99973
MRPS27	4	-0.046041	-0.36554	0.58153	0.9331	0.7147	0.99593
MRPS28	5	-0.14084	-1.2968	0.10685	0.66598	0.19469	0.99593
MRPS30	4	-0.00055289	-0.0068863	0.95085	0.99241	0.99451	0.99973
MRPS31	5	0.027214	0.15005	0.77396	0.96633	0.88073	0.99593
MRPS33	5	-0.10498	-0.69157	0.21471	0.78625	0.48921	0.99593
MRPS34	4	-0.23744	-2.137	0.026102	0.41667	0.032598	0.99593
MRPS35	5	-0.10003	-1.2921	0.23376	0.79837	0.19631	0.99593
MRPS36	5	-0.12049	-0.72106	0.159	0.73663	0.47087	0.99593
MRPS5	5	-0.11226	-0.92142	0.18594	0.76267	0.35683	0.99593
MRPS6	5	0.003706	0.028122	0.9965	0.99916	0.97756	0.99954
MRPS7	5	0.013293	0.11366	0.90359	0.98398	0.90951	0.99766
MRPS9	5	0.11497	1.1166	0.1479	0.72431	0.26418	0.99593
MRRF	5	0.054598	0.52864	0.52055	0.91624	0.59705	0.99593
MRS2	5	0.038951	0.24313	0.66172	0.95069	0.80791	0.99593
MRTO4	5	-0.19415	-1.4825	0.035766	0.47601	0.13819	0.99593
MRVI1	5	-0.048698	-0.37824	0.52993	0.91748	0.70525	0.99593
MS4A1	4	0.063943	0.46963	0.49278	0.90883	0.63862	0.99593
MS4A10	5	0.078601	0.81791	0.34128	0.85776	0.41341	0.99593
MS4A12	5	0.03599	0.43023	0.68933	0.95323	0.66703	0.99593
MS4A13	6	-0.035039	-0.21607	0.61552	0.94203	0.82893	0.99593
MS4A14	5	0.17556	1.7573	0.025492	0.41277	0.078866	0.99593
MS4A15	5	0.086889	0.71581	0.29051	0.8368	0.47411	0.99593
MS4A2	5	0.079327	0.52899	0.33633	0.85457	0.59681	0.99593
MS4A3	13	0.039079	0.57354	0.45868	0.90007	0.56628	0.99593
MS4A4A	5	0.015893	0.1225	0.87821	0.98059	0.9025	0.99701
MS4A5	5	0.087066	0.50932	0.2894	0.83643	0.61053	0.99593
MS4A6A	5	0.04947	0.42433	0.56631	0.93028	0.67132	0.99593
MS4A6E	5	0.084482	0.74887	0.30512	0.84425	0.45394	0.99593
MS4A7	5	-0.043992	-0.37078	0.56964	0.93138	0.7108	0.99593
MS4A8	5	0.0080292	0.087195	0.95618	0.99348	0.93052	0.99925
MSANTD1	5	0.071538	0.86588	0.38793	0.87725	0.38655	0.99593
MSANTD2	5	0.035499	0.36395	0.69349	0.95484	0.71589	0.99593
MSANTD3	6	-0.087504	-1.1365	0.25164	0.8115	0.25576	0.99593
MSANTD4	5	0.063949	0.49221	0.44474	0.89574	0.62257	0.99593
MSC	5	-0.012104	-0.1395	0.84294	0.97551	0.88905	0.99593
MSGN1	5	0.060256	0.93175	0.47356	0.90395	0.35146	0.99593
MSH2	5	-0.14484	-1.0768	0.098911	0.65286	0.28158	0.99593
MSH3	5	-0.09337	-1.2046	0.26252	0.82182	0.22834	0.99593
MSH4	5	-0.047224	-0.47483	0.54249	0.92227	0.63491	0.99593
MSH5	5	-0.020861	-0.27931	0.76069	0.96427	0.78	0.99593
MSH6	5	-0.1264	-1.3119	0.14162	0.71789	0.18954	0.99593
MSI1	5	0.02228	0.24936	0.81984	0.9721	0.80308	0.99593
MSI2	5	-0.22251	-1.6019	0.019105	0.36117	0.10919	0.99593
MSL1	5	-0.020097	-0.20148	0.76802	0.96524	0.84032	0.99593
MSL2	5	-0.10242	-1.2603	0.22481	0.79296	0.20754	0.99593
MSL3	9	0.072689	0.81833	0.23087	0.79837	0.41317	0.99593
MSLN	5	0.11166	1.3084	0.16195	0.73805	0.19075	0.99593
MSMB	7	0.01573	0.14212	0.85994	0.97849	0.88698	0.99593
MSMO1	9	0.091964	0.89095	0.12568	0.69954	0.37296	0.99593
MSMP	5	0.10835	1.2016	0.17672	0.75528	0.22953	0.99593
MSN	5	-0.055632	-0.54829	0.47767	0.90491	0.58349	0.99593
MSR1	5	0.04348	0.38727	0.62018	0.94351	0.69855	0.99593
MSRA	5	0.19465	1.8355	0.012385	0.29513	0.066426	0.99593
MSRB1	5	-0.002488	-0.028513	0.93708	0.9901	0.97725	0.99954
MSRB2	5	0.074411	0.767	0.3681	0.87275	0.44308	0.99593
MSRB3	5	-0.082126	-0.77703	0.31634	0.84597	0.43714	0.99593
MSS51	5	0.092936	1.0053	0.25547	0.8148	0.31474	0.99593
MST1	5	-0.3075	-2.4854	0.0027213	0.12374	0.01294	0.99593
MST1R	5	-0.037938	-0.51037	0.61791	0.94208	0.60979	0.99593
MST4	5	0.13254	0.851	0.092969	0.64089	0.39477	0.99593
MSTN	5	0.0061391	0.083324	0.97651	0.99575	0.93359	0.99925
MSTO1	5	-0.11132	-1.3442	0.18955	0.76523	0.17887	0.99593
MSX1	5	0.035642	0.31993	0.69238	0.95452	0.74902	0.99593
MSX2	5	0.014252	0.16502	0.89454	0.98364	0.86893	0.99593
MT1A	2	-0.2116	-1.1671	0.13418	0.71059	0.24316	0.99593
MT1B	3	-0.18468	-1.4308	0.10819	0.66781	0.15248	0.99593
MT1E	2	-0.15248	-1.0584	0.25014	0.81076	0.28989	0.99593
MT1F	2	-0.014901	-0.15143	0.85755	0.97821	0.87963	0.99593
MT1H	1	0.26105	0.71101	0.12102	0.69395	0.47708	0.99593
MT1HL1	1	0.088732	0.73891	0.64379	0.94737	0.45996	0.99593
MT1M	1	-0.028628	-0.41964	0.8149	0.97174	0.67475	0.99593
MT2A	1	-0.04995	-0.45762	0.72804	0.96008	0.64722	0.99593
MT3	2	0.10112	0.58705	0.42714	0.88977	0.55717	0.99593
MT4	3	0.055157	0.39175	0.62607	0.94501	0.69524	0.99593
MTA1	5	-0.0084716	-0.087933	0.8786	0.98062	0.92993	0.99925
MTA2	5	-0.1718	-1.4981	0.057203	0.55706	0.13411	0.99593
MTA3	5	-0.066992	-0.47585	0.40259	0.88311	0.63418	0.99593
MTAP	5	-0.19592	-1.1128	0.034933	0.47587	0.2658	0.99593
MTBP	5	-0.12251	-0.76301	0.15328	0.73113	0.44545	0.99593
MTCH1	5	0.19218	1.6731	0.013551	0.30886	0.094308	0.99593
MTCH2	5	0.022102	0.16766	0.82173	0.97236	0.86685	0.99593
MTCP1	5	0.060118	0.69653	0.47468	0.90395	0.48609	0.99593
MTDH	5	-0.011064	-0.1536	0.85255	0.97756	0.87793	0.99593
MTERF	5	-0.042667	-0.48554	0.57992	0.9324	0.6273	0.99593
MTERFD1	4	-0.026496	-0.18775	0.72942	0.96029	0.85107	0.99593
