Gene	sgRNA	Mel270|beta	Mel270|z	Mel270|p-value	Mel270|fdr	Mel270|wald-p-value	Mel270|wald-fdr
INADL	5	-0.034713	-0.47554	0.9097	0.98049	0.6344	0.836
INCA1	4	-0.0048992	-0.044833	0.96351	0.99042	0.96424	0.98698
INCENP	5	-0.77984	-3.2344	0.0028879	0.052685	0.0012192	0.028847
INF2	5	0.095433	0.77815	0.40625	0.799	0.43648	0.72655
ING1	10	0.12362	1.4396	0.12363	0.51948	0.14997	0.53702
ING2	5	0.12829	0.69869	0.27074	0.70164	0.48474	0.75461
ING3	7	-0.50559	-3.291	0.0081639	0.11028	0.00099839	0.024968
ING4	5	0.21173	1.4179	0.066478	0.39349	0.15621	0.54274
ING5	5	0.083261	0.73131	0.46479	0.82979	0.46459	0.7426
INHA	4	0.13693	1.1856	0.29551	0.71692	0.23577	0.6019
INHBA	5	-0.066235	-0.48291	0.75519	0.93239	0.62916	0.83274
INHBB	5	-0.13935	-1.3429	0.48023	0.83652	0.1793	0.5627
INHBC	5	-0.15427	-1.5053	0.43474	0.81601	0.13224	0.5268
INHBE	5	-0.33621	-1.5194	0.11563	0.50571	0.12867	0.52252
INIP	5	0.13964	0.78614	0.22992	0.66081	0.43179	0.72372
INMT	5	-0.076947	-0.86227	0.70876	0.91781	0.38854	0.69647
INO80	5	-0.49097	-2.6255	0.032378	0.2657	0.0086525	0.12718
INO80B	5	-0.25696	-1.3642	0.20982	0.63652	0.1725	0.55413
INO80C	5	0.068689	0.57042	0.53549	0.85809	0.5684	0.80149
INO80D	5	0.072079	0.68852	0.51783	0.85061	0.49113	0.75836
INO80E	5	-0.045413	-0.48909	0.85449	0.96558	0.62477	0.83086
INPP1	5	0.1497	0.94128	0.19716	0.61983	0.34656	0.67013
INPP4A	5	-0.26685	-1.794	0.19444	0.61733	0.072819	0.45527
INPP4B	5	0.12569	1.0554	0.28096	0.70882	0.29124	0.63375
INPP5A	5	-0.32594	-1.9855	0.12524	0.52079	0.047088	0.39381
INPP5B	5	-0.14957	-1.291	0.44868	0.82128	0.1967	0.57273
INPP5E	5	0.23215	1.5521	0.044207	0.31701	0.12064	0.51518
INPP5F	4	-0.069552	-0.4084	0.75108	0.93121	0.68298	0.86152
INPP5J	5	-0.21265	-1.6121	0.29101	0.71409	0.10693	0.49971
INPP5K	5	0.2534	1.7253	0.026269	0.23404	0.084466	0.47204
INPPL1	5	0.031601	0.26687	0.73414	0.92683	0.78957	0.91187
INS	4	-0.027973	-0.28361	0.92791	0.98514	0.77671	0.9065
INS-IGF2	4	0.12043	1.035	0.35966	0.76925	0.30066	0.63991
INSC	5	0.045279	0.67709	0.65795	0.90132	0.49835	0.76308
INSIG1	5	0.11482	0.64062	0.32445	0.74254	0.52177	0.77689
INSIG2	5	-0.15103	-1.1542	0.44413	0.81921	0.24841	0.60916
INSL3	5	0.17267	1.1233	0.13684	0.53868	0.26129	0.61743
INSL4	5	0.14535	1.1408	0.2111	0.63711	0.25396	0.61379
INSL5	4	-0.17715	-1.4689	0.40659	0.79915	0.14185	0.53216
INSL6	5	0.24732	1.418	0.030934	0.25871	0.15618	0.54274
INSM1	5	0.33418	2.0493	0.0027213	0.050256	0.040432	0.36806
INSM2	5	0.048764	0.47355	0.63945	0.89659	0.63582	0.83696
INSR	5	-0.075385	-0.66192	0.7146	0.91868	0.50802	0.7683
INSRR	5	0.064286	0.53533	0.55798	0.86739	0.59242	0.81354
INTS1	5	-0.71405	-3.1405	0.0048317	0.074678	0.0016865	0.0365
INTS10	5	-0.18491	-1.2743	0.35477	0.76643	0.20256	0.57681
INTS12	5	-0.89907	-3.5591	0.0010552	0.025099	0.00037219	0.012277
INTS2	5	-1.0487	-3.2609	0.00027769	0.0085034	0.0011108	0.026991
INTS3	5	-0.95286	-3.4602	0.00072198	0.018868	0.0005398	0.016013
INTS4	5	-1.035	-3.5433	0.00038876	0.011382	0.00039509	0.012818
INTS5	5	-0.93721	-3.8618	0.00083306	0.020718	0.00011254	0.005088
INTS6	8	-1.8716	-5.622	0	0	1.8876e-08	1.5697e-05
INTS7	5	-1.0446	-3.8292	0.00027769	0.0085034	0.00012854	0.0055237
INTS8	5	-0.92911	-3.0453	0.00083306	0.020718	0.0023241	0.046446
INTS9	5	-1.1409	-4.0239	0.00016661	0.0059172	5.7235e-05	0.0030948
INTU	5	0.048595	0.35436	0.64018	0.89669	0.72307	0.88161
INVS	5	0.1436	0.95495	0.21648	0.64419	0.3396	0.66387
IP6K1	5	0.049135	0.32731	0.63684	0.89466	0.74344	0.8915
IP6K2	9	0.07014	0.78757	0.37304	0.77689	0.43095	0.72333
IP6K3	5	-0.024171	-0.29102	0.96151	0.99042	0.77103	0.90459
IPCEF1	5	0.10641	0.68611	0.35921	0.7689	0.49265	0.75986
IPMK	5	0.098947	0.53146	0.3912	0.78916	0.5951	0.81461
IPO11	5	-0.84904	-2.971	0.001555	0.033373	0.0029686	0.055049
IPO13	5	-1.3804	-4.6412	5.5537e-05	0.0028249	3.4632e-06	0.00040757
IPO4	5	0.057159	0.54482	0.59497	0.8784	0.58588	0.80921
IPO5	5	0.06376	0.69917	0.56054	0.86816	0.48445	0.75452
IPO7	5	-0.53672	-2.0732	0.019382	0.19421	0.038158	0.35729
IPO8	5	-0.093291	-0.8091	0.64101	0.89678	0.41846	0.71501
IPO9	5	-0.58309	-2.7094	0.013496	0.15399	0.0067412	0.10491
IPP	5	-0.025702	-0.237	0.95546	0.99042	0.81266	0.92146
IPPK	5	-0.3476	-2.3643	0.10508	0.48764	0.018063	0.21554
IQCA1	5	-0.010784	-0.12059	0.96718	0.99046	0.90401	0.96352
IQCB1	5	-0.22489	-0.935	0.2668	0.69824	0.34979	0.67154
IQCC	5	0.10321	0.92583	0.37188	0.77583	0.35453	0.67431
IQCD	5	0.092968	1.4775	0.41886	0.80773	0.13953	0.53174
IQCE	5	0.22889	1.4809	0.047429	0.33126	0.13862	0.53138
IQCF1	5	0.0014263	0.009205	0.90148	0.97749	0.99266	0.99798
IQCF2	5	0.13747	1.7434	0.23764	0.66786	0.081268	0.46681
IQCF3	5	-0.1511	-1.3335	0.44391	0.81921	0.18236	0.56392
IQCF5	5	-0.10405	-0.9845	0.59836	0.88088	0.32487	0.65608
IQCF6	5	0.073115	0.50457	0.51333	0.84988	0.61386	0.82553
IQCG	5	-0.038388	-0.35521	0.89026	0.97445	0.72243	0.88136
IQCH	10	0.057072	0.71441	0.42147	0.80905	0.47497	0.74948
IQCJ	9	-0.040085	-0.29067	0.90487	0.97921	0.7713	0.9047
IQCJ-SCHIP1	5	-0.12192	-0.88402	0.53621	0.85809	0.37669	0.68872
IQCK	5	0.12409	0.83706	0.2854	0.71103	0.40256	0.7059
IQGAP1	5	0.094647	0.61316	0.41059	0.80265	0.53977	0.7844
IQGAP2	5	0.11684	0.82792	0.31545	0.73413	0.40772	0.70924
IQGAP3	5	0.15096	1.158	0.19321	0.61641	0.24688	0.60777
IQSEC1	5	-0.020209	-0.18986	0.98223	0.99438	0.84942	0.93886
IQSEC2	5	-0.02914	-0.23656	0.9373	0.98661	0.81299	0.92146
IQSEC3	5	0.077163	0.83264	0.49306	0.84261	0.40505	0.7078
IQUB	5	0.20069	1.1599	0.082972	0.43825	0.24608	0.60704
IRAK1	5	0.039324	0.40729	0.69027	0.91128	0.68379	0.86169
IRAK1BP1	5	0.14909	0.9782	0.19921	0.62307	0.32797	0.65785
IRAK2	5	0.13932	0.82216	0.23087	0.66116	0.41099	0.71009
IRAK3	5	0.019727	0.21144	0.80168	0.95017	0.83255	0.93111
IRAK4	5	-0.046916	-0.20951	0.84666	0.96341	0.83405	0.93192
IREB2	5	-0.60208	-3.1453	0.011441	0.13853	0.0016591	0.036166
IRF1	5	0.35175	1.1067	0.0018327	0.038018	0.26841	0.62269
IRF2	5	0.18791	0.95358	0.10591	0.48911	0.34029	0.66442
IRF2BP1	5	0.1127	0.75024	0.33306	0.74832	0.45311	0.73745
IRF2BP2	5	0.081275	0.95798	0.47423	0.83429	0.33807	0.66354
IRF2BPL	5	0.056351	0.55465	0.59986	0.88164	0.57913	0.80636
IRF3	9	0.035582	0.45404	0.58558	0.87794	0.6498	0.84513
IRF4	5	-0.10017	-0.99388	0.61157	0.88615	0.32028	0.65433
IRF5	5	-0.066893	-0.63551	0.75253	0.93166	0.5251	0.77807
IRF6	5	0.038958	0.46725	0.69255	0.91256	0.64032	0.83938
IRF7	5	0.13947	1.235	0.23053	0.66115	0.21684	0.58695
IRF8	5	0.17472	1.088	0.13234	0.5325	0.27658	0.62702
IRF9	5	-0.1078	-0.95836	0.58486	0.87747	0.33788	0.66346
IRG1	5	0.079206	0.54106	0.48406	0.83865	0.58847	0.81033
IRGC	5	0.16991	1.7116	0.14506	0.55222	0.086977	0.47706
IRGM	5	0.2618	1.6003	0.022159	0.21201	0.10954	0.50289
IRGQ	5	0.15201	1.2939	0.1901	0.6141	0.19571	0.57255
IRS1	5	0.015063	0.12489	0.82689	0.95786	0.90061	0.96203
IRS2	5	-0.19513	-1.6533	0.33117	0.74615	0.09826	0.48912
IRS4	5	-0.0066895	-0.046957	0.9468	0.9889	0.96255	0.98666
IRX1	5	0.16135	1.2098	0.16639	0.58452	0.22634	0.59637
IRX2	5	0.095073	0.7779	0.40803	0.79972	0.43663	0.72655
IRX3	5	0.14155	1.4159	0.22315	0.65333	0.15681	0.54322
IRX4	5	0.12621	1.2962	0.27891	0.70795	0.19491	0.57223
IRX5	5	0.064389	0.71304	0.55737	0.86689	0.47582	0.74995
IRX6	5	0.10045	0.73085	0.38498	0.78537	0.46487	0.74292
ISCA1	3	-0.18153	-0.88475	0.42675	0.81218	0.37629	0.68872
ISCA2	6	-0.23472	-1.5957	0.21298	0.64045	0.11055	0.50328
ISCU	5	-1.9172	-4.3174	0	0	1.5789e-05	0.0012469
ISG15	5	0.062247	0.72743	0.56753	0.87002	0.46696	0.74415
ISG20	5	0.14073	1.0948	0.2262	0.65701	0.27362	0.62563
ISG20L2	5	-1.0427	-4.1604	0.00027769	0.0085034	3.1774e-05	0.0020288
ISL1	5	0.07022	0.54755	0.52699	0.85417	0.584	0.80863
ISL2	5	0.024653	0.12766	0.77419	0.94057	0.89842	0.96143
ISLR	5	0.11036	0.78764	0.34427	0.75977	0.43091	0.72333
ISLR2	5	-0.15446	-1.5263	0.4343	0.81552	0.12694	0.52078
ISM1	5	0.078862	0.71833	0.48523	0.83911	0.47255	0.7475
ISM2	5	0.090168	0.70368	0.43075	0.81303	0.48163	0.75234
ISOC1	5	0.16018	1.1318	0.16905	0.58708	0.2577	0.6158
ISOC2	5	-0.004808	-0.080218	0.93585	0.98619	0.93606	0.97696
IST1	7	-0.39497	-2.6177	0.0321	0.26489	0.0088516	0.12874
ISX	4	0.33813	1.6332	0.0069977	0.098979	0.10244	0.49481
ISY1	5	-1.6105	-4.2771	0	0	1.8934e-05	0.0014265
ISY1-RAB43	1	-1.2605	-1.7547	0.060091	0.37414	0.079309	0.4644
ISYNA1	5	-0.019449	-0.12994	0.98584	0.99579	0.89661	0.96035
ITCH	5	0.21815	1.124	0.059036	0.37181	0.26102	0.61736
ITFG1	5	0.16134	0.84752	0.16644	0.58452	0.39671	0.70255
ITFG2	5	0.10194	0.8954	0.37821	0.78087	0.37057	0.6857
ITFG3	5	0.20588	1.4353	0.075031	0.4193	0.1512	0.5387
ITGA1	5	-0.038057	-0.2849	0.89209	0.97452	0.77572	0.90642
ITGA10	5	-0.04939	-0.60227	0.83478	0.96008	0.54699	0.78859
ITGA11	5	-0.0041648	-0.050333	0.93258	0.98594	0.95986	0.98535
ITGA2	5	0.22731	1.2904	0.048873	0.33626	0.19692	0.57303
ITGA2B	5	-0.24971	-1.4716	0.22026	0.64937	0.14112	0.53216
ITGA3	5	0.036133	0.40205	0.70887	0.91781	0.68765	0.8633
ITGA4	5	0.077463	1.1482	0.49161	0.84196	0.25089	0.61131
ITGA5	5	-0.27221	-2.1618	0.18649	0.60933	0.030636	0.31131
ITGA6	5	0.1293	0.85909	0.26674	0.69824	0.39029	0.69754
ITGA7	5	-0.15394	-1.6879	0.43569	0.81694	0.091424	0.48346
ITGA8	5	0.016139	0.16925	0.82089	0.95642	0.8656	0.94555
ITGA9	5	-0.020497	-0.18448	0.98101	0.99431	0.85363	0.94055
ITGAD	5	-0.036726	-0.30478	0.89826	0.97645	0.76053	0.89953
ITGAE	5	0.012483	0.14053	0.84011	0.96173	0.88824	0.95698
ITGAL	5	0.057853	0.60578	0.59136	0.87817	0.54466	0.78716
ITGAM	5	-0.25894	-2.3562	0.20632	0.63342	0.018464	0.2193
ITGAV	5	-1.0889	-2.8861	0.00027769	0.0085034	0.0039002	0.067983
ITGAX	5	-0.048702	-0.26778	0.83805	0.96133	0.78887	0.91187
ITGB1	5	-0.011412	-0.069742	0.96968	0.99081	0.9444	0.98005
ITGB1BP1	5	0.075146	0.45951	0.50355	0.84588	0.64587	0.8432
ITGB1BP2	5	0.19666	1.1137	0.089859	0.45518	0.26542	0.62009
ITGB2	5	0.0059776	0.057845	0.87654	0.97065	0.95387	0.98348
ITGB3	5	-0.13883	-1.3667	0.48206	0.83776	0.17171	0.55385
ITGB3BP	6	0.15907	0.85289	0.13079	0.52945	0.39372	0.70032
ITGB4	5	-0.17128	-1.2697	0.38815	0.78714	0.20418	0.57773
ITGB5	5	-1.853	-5.1304	0	0	2.8919e-07	7.8154e-05
ITGB6	5	0.06468	0.37023	0.55576	0.86619	0.71121	0.87559
ITGB7	5	-0.14637	-1.1376	0.45729	0.82529	0.25528	0.6142
ITGB8	5	-0.11973	-0.82337	0.5446	0.86171	0.4103	0.71009
ITGBL1	5	0.25	1.5902	0.028824	0.24703	0.11179	0.50562
ITIH1	5	0.034626	0.25648	0.71793	0.9203	0.79758	0.91477
ITIH2	5	0.046564	0.40361	0.65101	0.89883	0.6865	0.86296
ITIH3	5	-0.0023168	-0.020197	0.92253	0.98342	0.98389	0.994
ITIH4	5	0.19582	1.6602	0.091247	0.45871	0.096875	0.48873
ITIH6	5	0.10462	1.2614	0.36621	0.77348	0.20717	0.57968
ITK	5	0.091062	0.82339	0.42708	0.81232	0.41029	0.71009
ITLN1	5	0.18311	1.159	0.11452	0.50317	0.24647	0.60725
ITLN2	5	0.13583	1.078	0.24314	0.67416	0.28103	0.62972
ITM2A	5	0.12996	0.72496	0.2643	0.69668	0.46848	0.74444
ITM2B	5	-0.46407	-2.4511	0.041097	0.30315	0.014242	0.18072
ITM2C	5	0.17533	1.4275	0.13107	0.53016	0.15343	0.54054
ITPA	5	-0.0066513	-0.067659	0.94652	0.9889	0.94606	0.98037
ITPK1	5	-0.28927	-1.5282	0.16433	0.58099	0.12647	0.52069
ITPKA	5	-0.19718	-1.685	0.326	0.74364	0.091988	0.48462
ITPKB	5	0.11971	0.81641	0.30257	0.72341	0.41427	0.71245
ITPKC	5	0.30696	2.012	0.0058869	0.086743	0.044219	0.38316
ITPR1	5	0.058147	0.80194	0.59008	0.87799	0.42259	0.71763
ITPR2	5	0.063539	0.61288	0.56154	0.86816	0.53996	0.78451
ITPR3	5	0.0090874	0.093022	0.85866	0.96643	0.92589	0.97289
ITPRIP	5	0.15089	1.1831	0.19344	0.61642	0.23676	0.60218
ITPRIPL1	5	-0.19463	-1.3959	0.3325	0.74772	0.16273	0.54846
ITPRIPL2	5	-0.19601	-1.9028	0.32878	0.74542	0.057069	0.4241
ITSN1	5	0.19538	1.4299	0.092247	0.461	0.15273	0.53987
ITSN2	5	-0.069044	-0.37185	0.74242	0.92961	0.71	0.87511
IVD	4	0.2071	1.5308	0.10835	0.4938	0.12583	0.52069
IVL	5	-0.036895	-0.28733	0.8977	0.97645	0.77386	0.9055
IVNS1ABP	5	0.043891	0.32178	0.66583	0.90378	0.74762	0.89416
IWS1	5	-0.022934	-0.17358	0.96768	0.99046	0.8622	0.94407
IYD	5	0.051553	0.4486	0.62401	0.88935	0.65372	0.84631
IZUMO1	5	0.05176	0.41804	0.62257	0.88841	0.67592	0.85735
IZUMO2	5	0.052089	0.32268	0.62135	0.88803	0.74693	0.89388
IZUMO3	5	0.23716	1.3793	0.039265	0.29545	0.16781	0.55193
IZUMO4	5	0.14383	0.97963	0.21576	0.64364	0.32727	0.65762
JADE1	5	0.10591	1.4374	0.36121	0.77021	0.15061	0.53813
JADE2	5	-0.086837	-0.97218	0.66855	0.90436	0.33096	0.65964
JADE3	5	0.043167	0.50635	0.67072	0.90512	0.61261	0.82472
JAG1	5	0.15567	1.2205	0.17972	0.60048	0.22228	0.59216
JAG2	5	0.17417	1.4919	0.13373	0.53428	0.13573	0.52846
JAGN1	5	0.24857	1.7153	0.030046	0.25471	0.086297	0.47637
JAK1	5	0.024623	0.25381	0.7743	0.94057	0.79964	0.9154
JAK2	5	0.094154	0.68833	0.41275	0.80395	0.49125	0.75839
JAK3	5	0.21415	1.6957	0.063757	0.3842	0.089936	0.48059
JAKMIP1	5	0.17695	1.4553	0.12729	0.52304	0.14559	0.53216
JAKMIP2	5	0.20743	1.7779	0.072698	0.41398	0.075421	0.45741
JAKMIP3	4	0.030076	0.36663	0.79218	0.94737	0.71389	0.87682
JAM2	5	0.04381	0.24796	0.66633	0.90387	0.80416	0.91719
JAM3	5	0.28578	1.5387	0.012107	0.14314	0.12388	0.51875
JARID2	5	-0.26281	-2.124	0.20021	0.62461	0.033667	0.33197
JAZF1	5	-0.0070527	-0.07519	0.94896	0.9889	0.94006	0.97787
JDP2	5	0.12582	1.4184	0.28057	0.70882	0.15606	0.54265
JKAMP	5	-0.11062	-0.83973	0.57453	0.87226	0.40106	0.70488
JMJD1C	5	0.051678	0.41382	0.62313	0.88878	0.679	0.8589
JMJD4	5	0.1277	1.2871	0.27341	0.70387	0.19807	0.57413
JMJD6	5	-0.049397	-0.33115	0.83478	0.96008	0.74053	0.89011
JMJD7	5	0.1079	0.94597	0.35355	0.7652	0.34417	0.66749
JMJD7-PLA2G4B	4	0.10532	0.7591	0.42025	0.80896	0.4478	0.73309
JMJD8	5	-0.13496	-1.0064	0.49489	0.84356	0.3142	0.65044
JMY	5	-0.061082	-0.67966	0.77791	0.94133	0.49672	0.7617
JOSD1	5	0.019129	0.20239	0.80451	0.95109	0.83961	0.93373
JOSD2	7	0.12557	1.1489	0.19838	0.62161	0.25061	0.61099
JPH1	4	-0.10595	-0.95812	0.61535	0.88635	0.338	0.66348
JPH2	5	0.10585	0.80304	0.36155	0.77021	0.42195	0.71688
JPH3	5	0.056662	0.29648	0.59786	0.88036	0.76686	0.90355
JPH4	5	-0.14931	-1.8541	0.44918	0.82147	0.063731	0.43641
JRKL	5	-0.0063615	-0.067086	0.94507	0.9889	0.94651	0.98059
JSRP1	5	0.058454	0.71871	0.58819	0.87799	0.47232	0.7475
JTB	5	0.01	0.05625	0.85349	0.96558	0.95514	0.98394
JUN	5	0.17901	1.1482	0.12357	0.51937	0.25087	0.61131
JUNB	5	-0.12637	-1.1465	0.52127	0.85203	0.2516	0.61207
JUND	5	0.018759	0.16499	0.8069	0.9521	0.86895	0.94729
JUP	5	-0.090338	-0.84414	0.65306	0.89887	0.39859	0.70349
KAAG1	5	-0.037018	-0.29851	0.89731	0.97645	0.76531	0.90269
KAL1	5	0.32002	1.6295	0.0039987	0.065277	0.10321	0.49571
KALRN	10	-0.03031	-0.36787	0.97495	0.99209	0.71297	0.8762
KANK1	5	0.171	1.3432	0.14173	0.5469	0.17921	0.5627
KANK2	5	0.30549	1.8936	0.0063868	0.091926	0.058274	0.42654
KANK3	5	0.080636	0.8789	0.47706	0.83544	0.37946	0.69029
KANK4	5	0.25988	1.8954	0.022937	0.21596	0.058035	0.42587
KANSL1	5	-0.79105	-2.8061	0.0025547	0.048168	0.005014	0.082466
KANSL1L	5	0.047176	0.31285	0.64706	0.89734	0.7544	0.8973
KANSL2	5	-1.1394	-3.0537	0.00016661	0.0059172	0.00226	0.04562
KANSL3	5	-0.80981	-3.4963	0.0021659	0.042484	0.00047177	0.014327
KARS	5	-1.7717	-4.7103	0	0	2.473e-06	0.00033231
KAT2A	5	-0.18297	-1.4187	0.35988	0.76925	0.15599	0.54265
KAT2B	5	0.050596	0.50644	0.62907	0.89111	0.61255	0.82472
KAT5	5	-0.6059	-2.0861	0.011163	0.13664	0.036972	0.35048
KAT6A	5	-0.20738	-1.745	0.30251	0.72341	0.08098	0.46681
KAT6B	5	0.034137	0.22767	0.72004	0.92137	0.8199	0.92449
KAT7	5	-0.70159	-2.7556	0.0057203	0.084843	0.0058576	0.093753
KAT8	5	-1.2544	-3.8499	0.00011107	0.004386	0.00011818	0.0052537
KATNA1	5	0.24609	1.7263	0.032045	0.26456	0.084295	0.47194
KATNAL1	5	0.092032	0.93221	0.42286	0.80931	0.35123	0.67219
KATNAL2	5	0.21656	1.8915	0.061257	0.37774	0.058563	0.42712
KATNB1	5	-0.59192	-3.0937	0.012496	0.14629	0.0019767	0.041386
KATNBL1	5	-0.14652	-1.3686	0.45685	0.82516	0.17113	0.55385
KAZALD1	5	0.13292	1.018	0.25358	0.68456	0.30869	0.64654
KAZN	5	0.18517	1.1237	0.11069	0.49627	0.26115	0.61736
KBTBD11	5	0.27127	2.0243	0.016994	0.17801	0.042938	0.37936
KBTBD12	5	-0.039875	-0.29195	0.88282	0.97256	0.77032	0.90442
KBTBD13	5	0.153	1.4449	0.18766	0.61158	0.14849	0.53489
KBTBD2	5	-0.098479	-0.81597	0.61868	0.88787	0.41452	0.7126
KBTBD3	5	0.1326	0.71679	0.25508	0.68588	0.4735	0.74791
KBTBD4	5	0.12963	0.62296	0.2658	0.69798	0.53331	0.7816
KBTBD6	5	0.14311	1.4968	0.21815	0.64595	0.13444	0.52698
KBTBD7	5	0.26307	1.8184	0.021215	0.20604	0.069006	0.44752
KBTBD8	5	0.11587	0.88375	0.31989	0.73853	0.37683	0.68872
KCMF1	5	-0.36438	-2.1238	0.092969	0.46256	0.033684	0.33197
KCNA1	5	0.14365	1.1838	0.21637	0.64418	0.23649	0.60218
KCNA10	5	-0.17629	-1.2343	0.37515	0.7792	0.21708	0.58725
KCNA2	5	-0.062774	-0.42699	0.77069	0.93916	0.66939	0.85482
KCNA3	5	-0.20956	-1.6381	0.2979	0.7193	0.10141	0.49352
KCNA4	5	0.11733	1.1745	0.3134	0.73219	0.2402	0.60393
KCNA5	4	0.053082	0.7091	0.67622	0.90725	0.47826	0.75079
KCNA6	5	0.20299	1.4624	0.079362	0.43029	0.14362	0.53216
KCNA7	5	0.0037096	0.052493	0.88881	0.97425	0.95814	0.98483
KCNAB1	5	0.046005	0.36218	0.65434	0.89947	0.71722	0.87848
KCNAB2	5	0.088386	0.77902	0.44152	0.81872	0.43597	0.72609
KCNAB3	5	0.079485	0.85771	0.48262	0.83801	0.39105	0.69789
KCNB1	5	0.15699	1.1441	0.17672	0.59637	0.25256	0.61339
KCNB2	5	-0.063795	-0.60249	0.76558	0.93744	0.54685	0.78859
KCNC1	4	-0.0019863	-0.015089	0.94802	0.9889	0.98796	0.99549
KCNC2	5	0.050447	0.56801	0.62985	0.89111	0.57003	0.80199
KCNC3	5	0.0013304	0.013978	0.90192	0.97749	0.98885	0.99577
KCNC4	5	-0.028239	-0.31163	0.94196	0.98829	0.75532	0.89767
KCND1	5	0.097371	0.74209	0.39826	0.79448	0.45803	0.73968
KCND2	5	-0.001192	-0.012752	0.91669	0.98209	0.98983	0.9963
KCND3	5	-0.30776	-2.2427	0.1429	0.54871	0.024913	0.26894
KCNE1	5	0.18602	1.4464	0.10969	0.49487	0.14808	0.53461
KCNE1L	5	0.15219	1.2288	0.18994	0.61385	0.21913	0.58963
KCNE2	5	0.24006	1.8231	0.036766	0.28449	0.068295	0.44611
KCNE3	5	-0.19982	-0.93236	0.32	0.73853	0.35115	0.67219
KCNE4	5	0.026981	0.17761	0.75991	0.93514	0.85903	0.94335
KCNF1	5	-0.02239	-0.1476	0.9709	0.99088	0.88266	0.95391
KCNG1	5	0.12182	1.1389	0.29418	0.71608	0.25473	0.6142
KCNG2	5	0.15035	0.97397	0.19488	0.61733	0.33007	0.65941
KCNG3	5	-0.062115	-0.83653	0.77313	0.94023	0.40286	0.70598
KCNG4	5	0.058728	0.4547	0.58697	0.87799	0.64933	0.84513
KCNH1	5	0.18345	1.278	0.11346	0.50049	0.20126	0.57681
KCNH2	5	0.0036718	0.046262	0.88904	0.97443	0.9631	0.98679
KCNH3	5	0.13301	1.0054	0.2533	0.68442	0.31469	0.65092
KCNH4	5	-0.094871	-1.4477	0.63418	0.89351	0.14771	0.53439
KCNH5	5	-0.083568	-0.52522	0.68244	0.9093	0.59943	0.81697
KCNH6	5	-0.098036	-0.82964	0.62052	0.88803	0.40674	0.70871
KCNH7	5	-0.0027475	-0.01636	0.92525	0.98463	0.98695	0.99501
KCNH8	5	0.16494	1.3615	0.15745	0.57031	0.17337	0.55462
KCNIP1	5	0.068769	0.46626	0.53493	0.85802	0.64103	0.84
KCNIP2	5	0.13784	1.1053	0.23598	0.66672	0.26904	0.62269
KCNIP3	5	-0.13585	-0.6857	0.4925	0.84249	0.4929	0.75999
KCNIP4	5	0.22147	1.2159	0.055815	0.36203	0.22403	0.59482
KCNJ1	5	0.26556	1.461	0.019771	0.19701	0.14401	0.53216
KCNJ10	5	0.022813	0.16785	0.78435	0.94431	0.8667	0.94613
KCNJ11	5	0.18537	1.4091	0.11024	0.49551	0.15882	0.54437
KCNJ12	5	0.0084116	0.072208	0.86255	0.96773	0.94244	0.9788
KCNJ13	5	0.10041	0.80316	0.3852	0.78537	0.42188	0.71688
KCNJ14	5	-0.088855	-0.73137	0.65945	0.90153	0.46455	0.7426
KCNJ15	5	0.13563	0.95292	0.24375	0.67424	0.34063	0.66458
KCNJ16	5	0.023749	0.11232	0.77996	0.94211	0.91057	0.96641
KCNJ2	5	0.047276	0.54778	0.64673	0.89734	0.58385	0.80861
KCNJ3	5	-0.062732	-0.31075	0.7708	0.93917	0.75599	0.89783
KCNJ4	5	-0.041133	-0.46739	0.87587	0.97028	0.64022	0.83938
KCNJ5	5	0.21433	1.5373	0.063534	0.3842	0.12423	0.51878
KCNJ6	5	0.22455	1.7549	0.051872	0.34721	0.079272	0.4644
KCNJ8	5	0.1756	1.1264	0.13023	0.52803	0.25999	0.61663
KCNJ9	5	-0.15082	-1.1272	0.44496	0.81947	0.25967	0.61663
KCNK1	5	0.1188	1.0131	0.30629	0.72594	0.31103	0.64757
KCNK10	5	0.14433	1.2294	0.21415	0.64149	0.21892	0.58963
KCNK12	5	-0.17863	-1.6641	0.37004	0.77537	0.096092	0.48873
KCNK13	5	-0.015249	-0.13972	0.99123	0.99732	0.88888	0.95702
KCNK15	5	0.12618	1.0735	0.27907	0.70795	0.28304	0.63013
KCNK16	5	0.10203	1.0944	0.37799	0.78086	0.2738	0.62565
KCNK17	5	0.013047	0.10457	0.83739	0.96081	0.91672	0.96909
KCNK18	5	0.32643	1.804	0.0032211	0.055823	0.071224	0.45151
KCNK2	5	0.048224	0.34187	0.64184	0.897	0.73245	0.88614
KCNK3	5	0.056356	0.62959	0.59969	0.88154	0.52896	0.77924
KCNK4	5	0.040904	0.39055	0.68199	0.90916	0.69613	0.86731
KCNK5	5	0.11919	0.9905	0.30457	0.72548	0.32193	0.65523
KCNK6	5	0.27068	1.6969	0.017272	0.18008	0.08971	0.48059
KCNK7	5	-0.3632	-2.5809	0.09358	0.46406	0.0098535	0.13908
KCNK9	5	0.055318	0.4489	0.60469	0.88312	0.6535	0.84631
KCNMA1	5	0.13873	1.2779	0.23314	0.6645	0.20128	0.57681
KCNMB1	5	0.29484	1.9782	0.0092191	0.1196	0.047906	0.39696
KCNMB2	5	0.092095	0.81434	0.42253	0.80918	0.41545	0.71339
